,Home,Away,OU,OU 2H,Total Points,Win Margin,Total Points 2H,Win Margin 2H
39,JAC,TEN,41.0,20.0,54,-20,24,18
40,NE,BAL,44.0,21.0,48,-6,24,10
41,CLE,CIN,38.5,18.0,43,3,19,5
42,KC,NYG,42.5,18.0,43,11,23,23
43,CHI,DET,38.0,23.5,72,-24,30,4
44,WAS,TB,37.5,17.0,29,-3,19,-13
45,IND,SEA,44.0,19.5,51,-17,27,13
46,NO,NYJ,47.5,21.5,34,-14,14,14
47,MIA,BUF,38.5,17.0,48,-28,28,0
48,SF,LA,38.0,16.5,35,-35,28,0
49,LA,MIN,40.0,20.0,48,28,28,28
50,KC,DAL,43.0,21.0,46,6,27,21
51,CAR,WAS,37.5,17.5,37,-3,25,11
52,PHI,TB,43.5,20.5,47,-19,19,5
53,NYG,OAK,42.5,17.0,51,-37,13,-7
54,BUF,CLE,39.0,17.5,9,3,6,0
55,BAL,CIN,41.5,20.5,31,3,21,21
56,DET,PIT,42.0,21.5,48,8,14,14
57,SF,ATL,43.0,20.0,55,35,10,10
58,SEA,JAC,44.0,20.5,41,-41,21,-7
59,WAS,KC,37.0,17.0,20,8,17,5
60,PIT,CLE,38.0,18.5,41,-13,17,3
61,MIN,BAL,45.0,21.0,64,-2,47,35
62,JAC,LA,40.0,21.0,43,-3,24,24
63,NO,NYG,49.0,24.0,75,-21,24,10
64,TB,CAR,37.0,19.5,49,7,35,21
65,GB,DET,49.0,20.5,26,-26,3,-3
66,OAK,PHI,41.0,20.5,22,-4,6,6
67,SEA,ARI,46.5,21.5,30,24,10,10
68,NYJ,BUF,38.0,17.0,29,3,10,10
69,NE,TEN,38.0,17.0,59,-59,14,-14
70,LAC,DEN,43.5,22.5,57,11,20,14
71,KC,LAC,43.0,19.5,44,30,24,10
72,LA,IND,45.5,20.5,48,36,24,18
73,CIN,CHI,44.0,20.0,55,-35,21,7
74,CLE,GB,43.0,19.5,34,28,10,10
75,PIT,MIN,44.5,21.5,44,-10,27,21
76,TB,NE,44.0,21.0,42,28,14,14
77,OAK,NYJ,34.0,16.5,38,38,14,14
78,CAR,BUF,37.0,17.5,29,11,20,20
79,MIA,NO,47.5,23.5,80,12,46,26
80,DAL,ATL,47.0,23.0,58,-16,34,20
81,NYG,ARI,46.5,23.5,41,7,17,17
82,BAL,DEN,39.5,19.5,37,-23,31,11
83,CHI,CLE,40.5,17.5,36,-24,20,6
84,BUF,HOU,40.5,20.5,41,21,25,25
85,GB,MIN,48.0,21.5,64,12,44,10
86,IND,SF,46.5,23.0,32,-4,9,3
87,NYJ,MIA,40.0,17.5,55,5,49,17
88,DET,LA,45.0,21.0,27,7,15,15
89,DAL,SEA,45.5,22.0,55,-21,24,-4
90,LAC,OAK,42.5,20.0,40,-8,9,9
91,ARI,CAR,44.0,21.5,55,13,20,6
92,PHI,NYG,47.0,20.5,57,-23,20,14
93,NO,ATL,53.5,27.0,62,-8,20,20
94,JAC,KC,42.5,20.0,45,-3,25,19
95,CIN,BAL,43.5,20.5,24,-10,7,7
96,IND,HOU,49.0,24.0,37,-3,21,21
97,ATL,WAS,42.0,18.5,48,-14,21,21
98,TB,GB,43.5,21.5,66,-10,28,28
99,CHI,ARI,45.5,21.0,62,20,24,24
100,NE,MIA,48.5,23.5,44,-10,18,2
101,NO,CAR,52.0,24.5,50,-10,27,-1
102,SEA,DET,43.5,21.0,52,-12,22,4
103,NYG,LAC,47.5,23.5,41,1,27,27
104,PHI,DAL,49.0,24.0,36,4,20,6
105,NYJ,JAC,39.0,20.5,46,2,12,12
106,PIT,CIN,42.0,20.5,30,6,15,15
107,TEN,BUF,41.0,20.5,58,-24,27,27
108,MIN,DET,49.0,23.0,37,-17,24,10
109,LA,NO,50.0,24.5,51,5,23,17
110,CAR,ATL,44.0,21.0,47,-9,16,16
111,MIA,TB,43.5,20.0,48,-2,23,23
112,OAK,KC,36.5,17.5,26,6,3,3
113,ARI,SEA,47.0,23.5,51,-11,24,10
114,LAC,PHI,48.0,23.5,54,-8,34,6
115,IND,NE,50.0,24.5,69,-1,31,31
116,CLE,BAL,40.5,17.0,16,16,16,16
117,CAR,MIA,45.0,20.5,41,7,24,24
118,DET,CLE,39.0,20.5,75,-1,24,10
119,JAC,BUF,42.0,20.5,33,-3,14,14
120,KC,PIT,39.0,19.0,51,-3,24,4
121,BAL,IND,45.0,21.5,32,2,6,6
122,NYG,ATL,46.5,22.5,65,-3,38,24
123,GB,SF,42.5,19.5,54,-6,28,28
124,MIN,SEA,48.0,21.0,44,-26,23,9
125,DAL,WAS,41.5,19.5,13,-1,10,10
126,TB,NO,52.5,24.5,45,31,21,21
127,LA,ARI,46.0,20.5,34,8,10,4
128,NE,NYJ,45.0,21.0,45,-17,14,14
129,OAK,CIN,35.0,17.5,37,-3,16,10
130,DEN,LAC,43.0,20.0,35,29,22,16
131,CHI,PHI,45.5,23.0,44,4,25,3
132,HOU,TEN,49.0,23.5,37,3,9,3
133,DET,GB,46.0,23.5,46,22,26,26
134,DAL,OAK,40.5,18.0,31,-17,14,14
135,DEN,NYG,42.0,20.5,32,-20,16,16
136,HOU,IND,49.0,24.0,62,8,35,35
137,CIN,CLE,37.5,17.5,23,-9,10,4
138,MIN,CHI,47.0,21.5,46,-26,15,9
139,PHI,WAS,41.0,20.0,51,-3,21,21
140,BUF,MIA,39.5,17.5,45,-17,31,31
141,LA,SEA,42.0,21.0,44,10,20,20
142,ATL,TB,46.0,21.0,37,-3,17,11
143,NYJ,CAR,41.5,19.5,23,-11,6,6
144,SF,JAC,41.5,20.5,23,-17,3,-3
145,LAC,KC,45.0,20.0,57,-29,22,2
146,BAL,PIT,36.0,17.5,37,-3,13,13
147,NO,NE,56.0,28.0,55,-21,21,7
148,BUF,NYJ,37.0,18.0,32,6,6,6
149,KC,DEN,37.5,19.0,57,31,37,37
150,PIT,OAK,37.0,17.5,51,3,35,35
151,CIN,DET,42.0,20.5,36,-10,12,6
152,WAS,NO,48.0,23.5,63,3,26,6
153,CHI,LA,41.0,19.0,26,-8,13,-1
154,CLE,LAC,43.0,21.0,53,7,33,33
155,SEA,SF,41.0,20.5,37,-3,9,9
156,ARI,MIN,48.0,24.0,47,-13,16,4
157,MIA,NE,46.5,23.0,43,-1,19,1
158,CLE,PIT,34.0,17.0,19,-7,3,3
159,MIN,CIN,44.5,20.5,40,-20,17,3
160,TB,NYJ,36.5,17.0,29,23,10,4
161,ATL,NO,51.0,24.5,49,3,24,10
162,BAL,DET,41.0,17.5,51,-45,28,-14
163,JAC,MIA,45.0,21.0,24,4,3,-3
164,NE,CAR,44.0,21.0,30,-10,16,2
165,HOU,SEA,45.5,20.0,41,-27,10,-10
166,TEN,LA,41.5,17.0,54,-40,31,11
167,DAL,LAC,47.5,24.0,37,3,24,10
168,NYG,PHI,47.5,23.0,83,7,36,8
169,SF,ARI,44.5,21.5,33,-15,16,16
170,NO,DAL,52.0,26.0,41,7,21,21
171,BUF,NE,41.0,20.0,27,7,10,10
172,DET,ARI,46.5,20.5,55,7,38,4
173,NYJ,ATL,36.0,17.5,17,3,7,7
174,BAL,CHI,41.0,20.0,38,-24,17,-17
175,LA,HOU,43.5,21.5,29,3,13,7
176,LAC,CIN,44.0,22.5,51,-3,24,4
177,DEN,OAK,37.5,17.5,39,1,20,0
178,SEA,TB,39.0,18.5,31,17,21,21
179,CAR,MIN,42.0,20.5,33,-19,20,20
180,TEN,LAC,47.5,24.0,59,25,28,28
181,GB,SEA,42.0,20.5,58,-38,31,3
182,CIN,KC,39.5,17.5,27,-7,21,7
183,MIA,HOU,46.0,20.5,47,7,17,3
184,NYG,CAR,42.5,20.5,50,32,26,20
185,NO,TB,50.0,21.5,37,3,14,14
186,PIT,BAL,39.0,21.5,43,-3,13,13
187,PHI,DEN,41.5,21.0,57,-3,30,16
188,ARI,LA,44.0,20.5,41,-21,24,10
189,SF,DET,42.0,20.0,26,-14,17,-11
190,IND,NYJ,42.5,19.5,44,14,32,20
191,WAS,DAL,42.0,20.0,17,17,3,3
192,CHI,MIN,42.0,20.0,66,-6,44,30
193,BUF,IND,40.0,15.5,37,-23,6,-6
194,CAR,NO,44.0,19.5,33,-13,13,1
195,DAL,PHI,48.5,21.5,24,-24,7,-7
196,DET,CHI,45.0,21.5,60,14,37,31
197,HOU,NE,45.5,21.5,61,-7,35,35
198,NYJ,CIN,37.5,16.0,37,-37,10,4
199,LA,SF,40.5,17.5,34,22,31,31
200,ARI,GB,45.5,19.5,40,26,14,14
201,DEN,KC,39.0,19.5,68,20,48,20
202,OAK,BAL,38.0,19.5,34,8,10,4
203,SEA,TEN,43.5,21.5,30,4,16,10
204,CIN,NYJ,34.5,17.0,38,10,17,17
205,DAL,PHI,45.5,21.0,48,-20,14,0
206,NE,BAL,43.0,21.0,47,19,16,2
207,ARI,GB,48.5,24.0,96,-6,56,28
208,NO,ARI,56.5,26.5,59,-31,10,-10
209,IND,BAL,44.5,20.5,23,-17,3,3
210,MIN,DAL,48.0,21.5,37,-31,17,17
211,LAC,NYJ,42.5,20.0,31,3,24,24
212,IND,NYJ,41.0,20.5,47,-13,17,3
213,NO,MIN,54.0,27.0,59,-3,28,14
214,IND,NO,56.0,28.0,48,14,32,18
