,Home,Away,Incomplete Passes,Touchbacks,Interceptions,Fumble Forced,Fumble  Forced,Safety,Penalty,Tackled For Loss,Rush Attempts,Pass Attempts,Sack,Touchdowns,Pass Touchdowns,Rush Touchdowns,Extra Point Attempts,Two Point Attempts,Field Goal Attempts,Punt Attempts,Fumble,Complete Passes
156,DEN,CIN,28.0,9,1.0,2.0,1.0,0.0,8.0,9.0,60.0,72.0,5.0,5.0,4.0,1.0,5.0,0.0,2.0,13.0,3.0,38.0
157,OAK,NE,27.0,9,1.0,2.0,0.0,0.0,10.0,3.0,41.0,89.0,2.0,4.0,4.0,0.0,3.0,1.0,4.0,5.0,2.0,58.0
158,DAL,PHI,24.0,6,3.0,1.0,0.0,0.0,5.0,7.0,61.0,65.0,4.0,5.0,2.0,2.0,1.0,3.0,4.0,11.0,1.0,32.0
159,SEA,ATL,23.0,3,1.0,2.0,1.0,0.0,15.0,7.0,53.0,75.0,4.0,7.0,4.0,2.0,5.0,1.0,6.0,4.0,3.0,46.0
160,DET,MIN,23.0,9,1.0,1.0,1.0,0.0,17.0,8.0,56.0,70.0,5.0,6.0,4.0,2.0,6.0,0.0,5.0,8.0,2.0,41.0
161,DAL,LAC,11.0,3,2.0,0.0,2.0,0.0,12.0,4.0,53.0,63.0,2.0,5.0,3.0,1.0,3.0,1.0,2.0,5.0,2.0,47.0
162,WAS,NYG,24.0,5,2.0,1.0,1.0,0.0,14.0,4.0,55.0,69.0,11.0,3.0,2.0,0.0,2.0,0.0,3.0,16.0,2.0,32.0
163,KC,BUF,22.0,5,1.0,0.0,1.0,0.0,12.0,12.0,56.0,69.0,4.0,2.0,2.0,0.0,2.0,0.0,5.0,15.0,1.0,42.0
164,IND,TEN,18.0,9,2.0,0.0,2.0,0.0,11.0,7.0,52.0,62.0,8.0,3.0,1.0,2.0,3.0,0.0,5.0,8.0,2.0,34.0
165,CIN,CLE,24.0,5,0.0,0.0,1.0,0.0,11.0,7.0,61.0,65.0,5.0,4.0,2.0,2.0,4.0,0.0,7.0,5.0,1.0,36.0
166,ATL,TB,26.0,6,0.0,1.0,0.0,0.0,6.0,3.0,51.0,81.0,1.0,6.0,2.0,4.0,6.0,0.0,4.0,5.0,1.0,54.0
167,NE,MIA,18.0,5,3.0,4.0,2.0,0.0,13.0,8.0,57.0,70.0,8.0,7.0,5.0,1.0,6.0,0.0,1.0,8.0,6.0,41.0
168,PHI,CHI,27.0,3,2.0,4.0,2.0,0.0,20.0,6.0,47.0,75.0,3.0,4.0,3.0,0.0,4.0,0.0,3.0,8.0,6.0,43.0
169,NYJ,CAR,34.0,11,0.0,1.0,2.0,0.0,17.0,6.0,59.0,71.0,6.0,7.0,3.0,2.0,4.0,1.0,5.0,13.0,3.0,30.0
170,SF,SEA,28.0,7,2.0,1.0,1.0,0.0,13.0,8.0,54.0,77.0,3.0,4.0,3.0,1.0,4.0,0.0,4.0,15.0,2.0,44.0
171,LA,NO,25.0,7,1.0,2.0,0.0,0.0,16.0,0.0,42.0,83.0,7.0,4.0,3.0,1.0,4.0,0.0,7.0,10.0,2.0,50.0
172,ARI,JAX,28.0,10,2.0,3.0,2.0,0.0,15.0,5.0,53.0,76.0,4.0,5.0,2.0,2.0,3.0,1.0,5.0,14.0,5.0,41.0
173,OAK,DEN,20.0,5,1.0,2.0,0.0,0.0,16.0,6.0,54.0,66.0,7.0,5.0,4.0,1.0,5.0,0.0,1.0,14.0,2.0,38.0
174,PIT,GB,19.0,5,2.0,1.0,0.0,0.0,8.0,4.0,48.0,77.0,5.0,8.0,7.0,1.0,7.0,1.0,2.0,8.0,1.0,50.0
175,BAL,HOU,25.0,6,2.0,1.0,1.0,0.0,13.0,8.0,56.0,73.0,3.0,3.0,0.0,3.0,3.0,0.0,6.0,10.0,2.0,43.0
176,DAL,WAS,20.0,7,2.0,3.0,0.0,0.0,10.0,6.0,61.0,64.0,5.0,7.0,4.0,2.0,6.0,0.0,1.0,10.0,3.0,37.0
177,ATL,MIN,18.0,3,0.0,0.0,0.0,0.0,13.0,2.0,53.0,61.0,2.0,2.0,2.0,0.0,2.0,0.0,4.0,9.0,0.0,41.0
178,TEN,HOU,25.0,8,1.0,2.0,1.0,0.0,18.0,6.0,47.0,78.0,6.0,4.0,2.0,2.0,4.0,0.0,6.0,7.0,3.0,46.0
179,NYJ,KC,24.0,7,0.0,0.0,0.0,0.0,12.0,7.0,61.0,71.0,2.0,8.0,5.0,3.0,7.0,1.0,5.0,4.0,0.0,45.0
180,MIA,DEN,31.0,6,5.0,2.0,1.0,2.0,16.0,5.0,53.0,78.0,5.0,5.0,2.0,1.0,3.0,0.0,2.0,17.0,3.0,37.0
181,JAX,IND,22.0,6,2.0,2.0,0.0,0.0,10.0,6.0,53.0,79.0,5.0,4.0,3.0,1.0,2.0,2.0,4.0,6.0,2.0,48.0
182,GB,TB,19.0,6,1.0,1.0,2.0,0.0,15.0,2.0,64.0,63.0,9.0,5.0,2.0,2.0,3.0,0.0,4.0,9.0,3.0,34.0
183,BAL,DET,19.0,7,2.0,2.0,1.0,0.0,8.0,5.0,51.0,74.0,3.0,8.0,3.0,4.0,7.0,0.0,4.0,11.0,3.0,50.0
184,BUF,NE,26.0,5,2.0,0.0,0.0,0.0,12.0,3.0,61.0,71.0,7.0,2.0,0.0,2.0,2.0,0.0,4.0,7.0,0.0,36.0
185,CHI,SF,13.0,7,1.0,1.0,2.0,0.0,12.0,5.0,53.0,56.0,4.0,2.0,1.0,0.0,1.0,0.0,5.0,7.0,3.0,38.0
186,LAC,CLE,28.0,3,1.0,3.0,0.0,0.0,9.0,12.0,47.0,79.0,4.0,2.0,2.0,0.0,2.0,0.0,6.0,5.0,3.0,46.0
187,OAK,NYG,26.0,4,0.0,4.0,2.0,0.0,7.0,8.0,53.0,73.0,4.0,5.0,2.0,3.0,5.0,0.0,2.0,11.0,6.0,43.0
188,NO,CAR,20.0,7,0.0,3.0,1.0,0.0,13.0,4.0,51.0,66.0,4.0,7.0,3.0,4.0,7.0,0.0,2.0,9.0,4.0,42.0
189,ARI,LA,21.0,6,3.0,1.0,1.0,0.0,11.0,2.0,48.0,70.0,7.0,5.0,3.0,1.0,4.0,0.0,6.0,9.0,2.0,39.0
190,SEA,PHI,26.0,5,1.0,1.0,1.0,0.0,12.0,7.0,51.0,81.0,5.0,4.0,4.0,0.0,4.0,0.0,2.0,8.0,2.0,49.0
191,CIN,PIT,30.0,5,1.0,0.0,0.0,0.0,20.0,4.0,44.0,79.0,3.0,4.0,4.0,0.0,4.0,0.0,5.0,9.0,0.0,45.0
192,ATL,NO,17.0,3,4.0,1.0,0.0,0.0,15.0,5.0,52.0,65.0,3.0,4.0,3.0,1.0,4.0,0.0,3.0,7.0,1.0,41.0
193,BUF,IND,19.0,1,1.0,1.0,1.0,0.0,4.0,9.0,97.0,39.0,1.0,3.0,2.0,1.0,2.0,0.0,2.0,13.0,2.0,18.0
194,NYG,DAL,23.0,6,2.0,1.0,0.0,0.0,15.0,5.0,60.0,76.0,0.0,5.0,4.0,1.0,5.0,0.0,4.0,12.0,1.0,51.0
195,TB,DET,16.0,4,4.0,4.0,1.0,0.0,15.0,4.0,46.0,85.0,3.0,6.0,3.0,3.0,6.0,0.0,1.0,8.0,5.0,62.0
196,KC,OAK,28.0,10,3.0,1.0,0.0,0.0,14.0,2.0,44.0,83.0,7.0,4.0,1.0,3.0,3.0,1.0,4.0,10.0,1.0,44.0
197,HOU,SF,30.0,10,1.0,1.0,1.0,0.0,19.0,6.0,54.0,76.0,5.0,4.0,3.0,1.0,4.0,0.0,6.0,11.0,2.0,40.0
198,CLE,GB,17.0,5,2.0,0.0,1.0,0.0,9.0,5.0,54.0,77.0,3.0,7.0,6.0,1.0,6.0,0.0,0.0,8.0,1.0,55.0
199,CIN,CHI,25.0,2,1.0,1.0,0.0,0.0,17.0,7.0,51.0,74.0,5.0,5.0,2.0,3.0,5.0,0.0,2.0,8.0,1.0,43.0
200,CAR,MIN,26.0,7,3.0,2.0,0.0,0.0,8.0,7.0,57.0,78.0,8.0,6.0,3.0,3.0,5.0,1.0,5.0,9.0,2.0,40.0
201,LAC,WAS,25.0,4,2.0,0.0,0.0,0.0,9.0,3.0,56.0,65.0,4.0,5.0,3.0,1.0,4.0,0.0,3.0,13.0,0.0,34.0
202,DEN,NYJ,24.0,8,1.0,1.0,0.0,0.0,7.0,7.0,58.0,58.0,6.0,2.0,1.0,1.0,2.0,0.0,4.0,13.0,1.0,27.0
203,ARI,TEN,22.0,3,2.0,0.0,0.0,0.0,11.0,4.0,51.0,68.0,11.0,1.0,0.0,1.0,1.0,0.0,6.0,12.0,0.0,33.0
204,LA,PHI,31.0,11,1.0,2.0,1.0,0.0,17.0,6.0,49.0,81.0,4.0,10.0,6.0,2.0,8.0,0.0,3.0,9.0,3.0,45.0
205,JAX,SEA,20.0,4,3.0,1.0,0.0,0.0,13.0,7.0,62.0,60.0,2.0,6.0,5.0,1.0,6.0,0.0,5.0,9.0,1.0,35.0
206,PIT,BAL,36.0,4,1.0,3.0,0.0,0.0,11.0,2.0,43.0,105.0,4.0,9.0,4.0,5.0,8.0,1.0,5.0,6.0,3.0,64.0
207,MIA,NE,30.0,4,2.0,0.0,1.0,0.0,17.0,6.0,40.0,85.0,4.0,5.0,4.0,1.0,5.0,0.0,4.0,14.0,1.0,49.0
208,IND,DEN,21.0,8,1.0,1.0,1.0,0.0,16.0,4.0,67.0,61.0,4.0,4.0,2.0,2.0,3.0,1.0,4.0,5.0,2.0,34.0
209,DET,CHI,20.0,4,3.0,1.0,1.0,0.0,21.0,2.0,35.0,85.0,6.0,3.0,3.0,0.0,3.0,0.0,3.0,9.0,2.0,56.0
210,KC,LAC,20.0,7,3.0,1.0,1.0,0.0,16.0,2.0,54.0,69.0,3.0,5.0,3.0,2.0,5.0,0.0,4.0,6.0,2.0,43.0
211,JAX,HOU,26.0,6,1.0,1.0,1.0,0.0,22.0,1.0,59.0,65.0,5.0,7.0,4.0,3.0,7.0,0.0,1.0,17.0,2.0,33.0
212,CLE,BAL,31.0,6,2.0,2.0,0.0,0.0,13.0,4.0,50.0,82.0,3.0,4.0,1.0,2.0,3.0,0.0,3.0,10.0,2.0,46.0
213,CAR,GB,27.0,8,3.0,1.0,0.0,0.0,11.0,3.0,57.0,80.0,4.0,7.0,7.0,0.0,7.0,0.0,2.0,6.0,1.0,46.0
214,BUF,MIA,30.0,5,3.0,1.0,4.0,0.0,9.0,11.0,51.0,83.0,5.0,4.0,1.0,3.0,4.0,0.0,4.0,9.0,5.0,45.0
215,MIN,CIN,16.0,7,3.0,1.0,0.0,0.0,16.0,4.0,54.0,58.0,5.0,5.0,2.0,2.0,4.0,0.0,2.0,13.0,1.0,34.0
216,WAS,ARI,32.0,4,1.0,2.0,2.0,0.0,15.0,3.0,54.0,73.0,6.0,2.0,2.0,0.0,2.0,0.0,7.0,11.0,4.0,34.0
217,NYG,PHI,33.0,5,1.0,1.0,0.0,0.0,12.0,4.0,50.0,98.0,2.0,8.0,7.0,1.0,7.0,1.0,4.0,7.0,1.0,61.0
218,NO,NYJ,27.0,3,3.0,2.0,0.0,0.0,16.0,3.0,56.0,77.0,1.0,6.0,3.0,3.0,5.0,1.0,3.0,11.0,2.0,45.0
219,SEA,LA,23.0,3,1.0,4.0,1.0,1.0,12.0,4.0,60.0,62.0,9.0,6.0,3.0,3.0,6.0,0.0,2.0,14.0,5.0,29.0
220,SF,TEN,22.0,8,0.0,1.0,0.0,0.0,10.0,6.0,50.0,80.0,4.0,3.0,3.0,0.0,3.0,0.0,9.0,3.0,1.0,54.0
221,PIT,NE,19.0,3,2.0,0.0,1.0,0.0,8.0,1.0,50.0,70.0,4.0,6.0,3.0,3.0,5.0,1.0,3.0,6.0,1.0,44.0
222,OAK,DAL,24.0,5,2.0,4.0,0.0,0.0,21.0,6.0,54.0,67.0,2.0,4.0,2.0,2.0,4.0,0.0,4.0,6.0,4.0,39.0
223,TB,ATL,22.0,4,0.0,4.0,0.0,0.0,13.0,2.0,53.0,69.0,3.0,6.0,4.0,1.0,6.0,0.0,3.0,8.0,4.0,44.0
224,BAL,IND,26.0,10,0.0,1.0,1.0,0.0,7.0,7.0,56.0,74.0,3.0,3.0,3.0,0.0,3.0,0.0,8.0,5.0,2.0,45.0
225,GB,MIN,32.0,0,2.0,0.0,0.0,0.0,8.0,2.0,57.0,69.0,4.0,1.0,1.0,0.0,1.0,0.0,3.0,13.0,0.0,31.0
226,CIN,DET,28.0,4,2.0,1.0,0.0,0.0,14.0,5.0,56.0,81.0,5.0,4.0,2.0,2.0,4.0,0.0,6.0,9.0,1.0,46.0
227,KC,MIA,33.0,6,0.0,2.0,1.0,0.0,16.0,6.0,50.0,78.0,1.0,3.0,2.0,1.0,3.0,0.0,9.0,3.0,3.0,44.0
228,NE,BUF,23.0,8,1.0,1.0,0.0,0.0,6.0,6.0,62.0,74.0,8.0,5.0,2.0,2.0,4.0,0.0,7.0,4.0,1.0,42.0
229,CHI,CLE,25.0,6,2.0,2.0,1.0,0.0,12.0,6.0,51.0,64.0,6.0,3.0,0.0,3.0,3.0,0.0,1.0,15.0,3.0,31.0
230,CAR,TB,15.0,5,1.0,2.0,2.0,0.0,18.0,3.0,55.0,61.0,8.0,3.0,1.0,1.0,3.0,0.0,8.0,4.0,4.0,37.0
231,NO,ATL,19.0,5,2.0,1.0,1.0,0.0,13.0,9.0,51.0,70.0,6.0,3.0,2.0,1.0,3.0,0.0,5.0,11.0,2.0,43.0
232,WAS,DEN,32.0,6,2.0,3.0,2.0,0.0,9.0,6.0,58.0,80.0,4.0,4.0,3.0,1.0,3.0,1.0,3.0,11.0,5.0,41.0
233,TEN,LA,33.0,5,1.0,2.0,1.0,0.0,10.0,5.0,52.0,80.0,2.0,6.0,4.0,1.0,5.0,0.0,5.0,8.0,3.0,44.0
234,NYJ,LAC,30.0,4,1.0,2.0,1.0,0.0,13.0,7.0,60.0,71.0,3.0,3.0,1.0,2.0,3.0,0.0,1.0,18.0,3.0,37.0
235,SF,JAX,23.0,9,4.0,0.0,1.0,0.0,20.0,5.0,63.0,83.0,2.0,10.0,4.0,5.0,8.0,1.0,2.0,7.0,1.0,53.0
236,DAL,SEA,18.0,7,2.0,1.0,1.0,0.0,18.0,7.0,60.0,62.0,7.0,3.0,2.0,0.0,2.0,0.0,6.0,9.0,2.0,35.0
237,ARI,NYG,28.0,7,4.0,3.0,0.0,0.0,16.0,5.0,47.0,84.0,4.0,3.0,2.0,0.0,2.0,0.0,2.0,13.0,3.0,48.0
238,HOU,PIT,18.0,7,1.0,3.0,0.0,0.0,11.0,2.0,56.0,55.0,7.0,5.0,3.0,2.0,4.0,1.0,2.0,10.0,3.0,28.0
239,PHI,OAK,30.0,3,3.0,4.0,3.0,0.0,15.0,7.0,54.0,70.0,3.0,3.0,2.0,0.0,2.0,0.0,5.0,13.0,7.0,34.0
240,NYG,WAS,31.0,6,4.0,2.0,1.0,0.0,7.0,4.0,60.0,71.0,5.0,3.0,1.0,2.0,2.0,1.0,4.0,18.0,3.0,30.0
241,NE,NYJ,38.0,4,0.0,1.0,0.0,1.0,13.0,9.0,57.0,82.0,6.0,3.0,2.0,1.0,3.0,0.0,4.0,15.0,1.0,38.0
242,MIN,CHI,25.0,4,0.0,0.0,0.0,1.0,22.0,6.0,51.0,69.0,3.0,4.0,1.0,2.0,3.0,0.0,2.0,15.0,0.0,41.0
243,DET,GB,19.0,6,2.0,1.0,2.0,0.0,13.0,4.0,50.0,69.0,6.0,5.0,4.0,1.0,3.0,2.0,3.0,12.0,3.0,40.0
244,IND,HOU,19.0,6,1.0,0.0,0.0,1.0,11.0,6.0,63.0,52.0,3.0,3.0,1.0,2.0,3.0,0.0,4.0,9.0,0.0,29.0
245,PIT,CLE,16.0,1,2.0,2.0,3.0,0.0,12.0,10.0,55.0,66.0,9.0,7.0,3.0,3.0,7.0,0.0,1.0,9.0,5.0,39.0
246,PHI,DAL,23.0,3,1.0,1.0,2.0,0.0,14.0,8.0,50.0,68.0,4.0,1.0,1.0,0.0,1.0,0.0,1.0,15.0,3.0,40.0
247,LA,SF,25.0,9,2.0,5.0,0.0,0.0,10.0,2.0,56.0,70.0,3.0,5.0,2.0,3.0,5.0,0.0,4.0,9.0,5.0,40.0
248,LAC,OAK,17.0,8,1.0,3.0,1.0,0.0,13.0,6.0,53.0,68.0,3.0,5.0,4.0,0.0,5.0,0.0,3.0,5.0,4.0,47.0
249,DEN,KC,21.0,5,3.0,1.0,2.0,0.0,8.0,4.0,56.0,74.0,7.0,6.0,2.0,2.0,4.0,0.0,3.0,9.0,3.0,43.0
250,TEN,JAX,26.0,5,2.0,2.0,3.0,0.0,8.0,9.0,63.0,60.0,5.0,2.0,1.0,0.0,1.0,0.0,4.0,17.0,5.0,27.0
251,TB,NO,28.0,5,3.0,1.0,1.0,0.0,9.0,3.0,54.0,86.0,4.0,7.0,2.0,3.0,5.0,1.0,2.0,6.0,2.0,50.0
252,MIA,BUF,21.0,6,1.0,1.0,0.0,0.0,20.0,6.0,55.0,77.0,5.0,4.0,2.0,2.0,2.0,2.0,4.0,8.0,1.0,49.0
253,SEA,ARI,29.0,6,1.0,3.0,0.0,0.0,12.0,7.0,55.0,67.0,4.0,5.0,3.0,1.0,5.0,0.0,6.0,14.0,3.0,33.0
254,ATL,CAR,34.0,10,3.0,1.0,2.0,0.0,12.0,6.0,50.0,82.0,3.0,2.0,2.0,0.0,2.0,0.0,6.0,12.0,3.0,42.0
255,BAL,CIN,42.0,4,1.0,1.0,1.0,0.0,11.0,6.0,56.0,93.0,2.0,7.0,5.0,1.0,6.0,0.0,3.0,16.0,2.0,48.0
