,Home,Away,Incomplete Passes,Touchbacks,Interceptions,Fumble Forced,Fumble  Forced,Safety,Penalty,Tackled For Loss,Rush Attempts,Pass Attempts,Sack,Touchdowns,Pass Touchdowns,Rush Touchdowns,Extra Point Attempts,Two Point Attempts,Field Goal Attempts,Punt Attempts,Fumble,Complete Passes
25,LAC,MIA,18.0,4,0.0,0.0,0.0,0.0,11.0,10.0,46.0,76.0,3.0,3.0,2.0,1.0,3.0,0.0,7.0,7.0,0.0,55.0
26,SEA,SF,27.0,3,1.0,1.0,1.0,0.0,15.0,4.0,56.0,71.0,5.0,1.0,1.0,0.0,1.0,0.0,5.0,14.0,2.0,38.0
27,LA,WAS,18.0,7,1.0,4.0,2.0,0.0,11.0,3.0,60.0,57.0,4.0,5.0,2.0,3.0,5.0,0.0,5.0,8.0,6.0,34.0
28,DEN,DAL,27.0,11,3.0,2.0,0.0,0.0,16.0,4.0,52.0,86.0,4.0,8.0,6.0,1.0,7.0,0.0,2.0,8.0,2.0,52.0
29,ATL,GB,25.0,10,1.0,1.0,0.0,0.0,16.0,4.0,42.0,85.0,6.0,7.0,3.0,3.0,5.0,1.0,3.0,7.0,1.0,52.0
30,NYG,DET,15.0,5,1.0,2.0,0.0,0.0,12.0,9.0,50.0,61.0,8.0,4.0,3.0,0.0,3.0,0.0,2.0,10.0,2.0,37.0
31,SF,LA,19.0,8,1.0,3.0,1.0,0.0,17.0,5.0,65.0,70.0,4.0,10.0,5.0,5.0,9.0,1.0,4.0,4.0,4.0,45.0
32,JAX,BAL,24.0,10,2.0,1.0,0.0,0.0,19.0,5.0,61.0,62.0,2.0,6.0,5.0,1.0,6.0,0.0,3.0,10.0,1.0,34.0
33,IND,CLE,29.0,10,3.0,1.0,1.0,0.0,21.0,8.0,57.0,75.0,4.0,8.0,3.0,5.0,8.0,0.0,1.0,14.0,2.0,39.0
34,PHI,NYG,20.0,7,2.0,1.0,0.0,0.0,19.0,5.0,56.0,81.0,3.0,6.0,4.0,2.0,6.0,0.0,4.0,8.0,1.0,56.0
35,NYJ,MIA,22.0,6,2.0,2.0,2.0,0.0,18.0,8.0,49.0,73.0,5.0,3.0,2.0,1.0,3.0,0.0,3.0,12.0,4.0,44.0
36,BUF,DEN,20.0,7,2.0,0.0,0.0,0.0,18.0,4.0,56.0,73.0,7.0,3.0,2.0,1.0,3.0,0.0,7.0,8.0,0.0,44.0
37,CAR,NO,18.0,10,3.0,2.0,0.0,0.0,2.0,4.0,49.0,67.0,5.0,5.0,3.0,2.0,5.0,0.0,5.0,6.0,2.0,41.0
38,CHI,PIT,23.0,6,1.0,4.0,3.0,0.0,16.0,6.0,55.0,66.0,5.0,5.0,2.0,3.0,4.0,0.0,4.0,11.0,7.0,37.0
39,DET,ATL,28.0,12,3.0,0.0,0.0,0.0,17.0,4.0,47.0,84.0,4.0,5.0,3.0,1.0,4.0,0.0,7.0,7.0,0.0,49.0
40,MIN,TB,17.0,7,3.0,0.0,2.0,0.0,12.0,1.0,46.0,75.0,2.0,6.0,5.0,1.0,6.0,0.0,3.0,7.0,2.0,53.0
41,NE,HOU,19.0,9,2.0,5.0,1.0,0.0,15.0,4.0,52.0,76.0,7.0,8.0,7.0,0.0,6.0,1.0,4.0,10.0,6.0,47.0
42,TEN,SEA,32.0,11,0.0,0.0,3.0,0.0,15.0,8.0,57.0,83.0,1.0,7.0,6.0,1.0,6.0,1.0,4.0,14.0,3.0,49.0
43,GB,CIN,19.0,9,1.0,0.0,1.0,0.0,11.0,7.0,47.0,78.0,9.0,6.0,5.0,0.0,5.0,0.0,4.0,12.0,1.0,49.0
44,LAC,KC,22.0,4,3.0,1.0,1.0,0.0,21.0,8.0,51.0,68.0,7.0,4.0,2.0,2.0,4.0,0.0,2.0,10.0,2.0,36.0
45,WAS,OAK,15.0,8,2.0,2.0,1.0,0.0,14.0,4.0,47.0,66.0,5.0,4.0,4.0,0.0,4.0,0.0,4.0,12.0,3.0,44.0
46,ARI,DAL,24.0,6,0.0,0.0,0.0,0.0,15.0,8.0,47.0,73.0,7.0,6.0,4.0,2.0,6.0,0.0,2.0,13.0,0.0,42.0
47,GB,CHI,18.0,7,2.0,1.0,1.0,0.0,15.0,4.0,53.0,63.0,3.0,7.0,5.0,2.0,7.0,0.0,1.0,8.0,2.0,40.0
48,MIA,NO,19.0,3,1.0,2.0,2.0,0.0,19.0,2.0,43.0,74.0,5.0,2.0,2.0,0.0,2.0,0.0,3.0,9.0,4.0,49.0
49,HOU,TEN,14.0,10,5.0,1.0,0.0,0.0,9.0,4.0,61.0,58.0,4.0,9.0,4.0,4.0,8.0,0.0,3.0,7.0,1.0,35.0
50,NYJ,JAX,27.0,10,2.0,2.0,1.0,0.0,16.0,5.0,71.0,73.0,6.0,4.0,1.0,2.0,3.0,0.0,7.0,14.0,3.0,38.0
51,NE,CAR,19.0,8,1.0,1.0,0.0,0.0,8.0,2.0,48.0,79.0,5.0,7.0,5.0,2.0,7.0,0.0,5.0,4.0,1.0,54.0
52,MIN,DET,26.0,3,0.0,2.0,2.0,0.0,8.0,4.0,53.0,70.0,8.0,2.0,0.0,2.0,1.0,1.0,4.0,12.0,4.0,35.0
53,ATL,BUF,24.0,5,2.0,4.0,0.0,0.0,13.0,8.0,65.0,66.0,4.0,4.0,2.0,1.0,3.0,0.0,4.0,7.0,4.0,36.0
54,BAL,PIT,27.0,3,3.0,2.0,2.0,0.0,14.0,10.0,58.0,85.0,5.0,4.0,2.0,2.0,2.0,2.0,5.0,9.0,4.0,49.0
55,CLE,CIN,25.0,2,1.0,2.0,2.0,0.0,12.0,7.0,47.0,77.0,5.0,5.0,4.0,1.0,5.0,0.0,2.0,10.0,4.0,46.0
56,DAL,LA,30.0,8,1.0,1.0,1.0,0.0,11.0,7.0,58.0,76.0,3.0,6.0,5.0,1.0,5.0,1.0,8.0,5.0,2.0,41.0
57,LAC,PHI,30.0,12,0.0,1.0,2.0,0.0,18.0,8.0,55.0,72.0,3.0,5.0,3.0,2.0,5.0,0.0,5.0,6.0,3.0,39.0
58,TB,NYG,35.0,9,0.0,1.0,1.0,0.0,5.0,5.0,51.0,90.0,1.0,6.0,5.0,1.0,4.0,2.0,6.0,9.0,2.0,52.0
59,ARI,SF,41.0,11,2.0,1.0,0.0,0.0,23.0,9.0,49.0,108.0,9.0,1.0,1.0,0.0,0.0,0.0,9.0,13.0,1.0,56.0
60,DEN,OAK,23.0,4,1.0,0.0,2.0,0.0,13.0,6.0,47.0,68.0,7.0,2.0,2.0,0.0,2.0,0.0,5.0,12.0,2.0,37.0
61,SEA,IND,15.0,7,3.0,1.0,1.0,1.0,11.0,3.0,58.0,63.0,6.0,8.0,3.0,3.0,4.0,2.0,3.0,7.0,2.0,37.0
62,KC,WAS,20.0,11,0.0,1.0,4.0,0.0,10.0,3.0,57.0,65.0,4.0,5.0,3.0,1.0,4.0,0.0,6.0,7.0,4.0,41.0
63,TB,NE,29.0,6,1.0,1.0,2.0,0.0,21.0,2.0,43.0,91.0,5.0,3.0,2.0,1.0,3.0,0.0,7.0,10.0,3.0,56.0
64,CLE,NYJ,16.0,4,3.0,2.0,1.0,0.0,15.0,4.0,51.0,70.0,4.0,4.0,4.0,0.0,4.0,0.0,3.0,8.0,3.0,47.0
65,DET,CAR,19.0,8,0.0,2.0,1.0,0.0,12.0,12.0,43.0,77.0,9.0,6.0,5.0,1.0,6.0,0.0,4.0,10.0,3.0,49.0
66,IND,SF,28.0,9,1.0,2.0,3.0,0.0,17.0,9.0,57.0,86.0,6.0,4.0,2.0,2.0,4.0,0.0,7.0,10.0,5.0,51.0
67,MIA,TEN,25.0,3,1.0,3.0,0.0,0.0,16.0,6.0,51.0,66.0,7.0,3.0,2.0,0.0,2.0,0.0,2.0,19.0,3.0,33.0
68,CIN,BUF,28.0,8,3.0,2.0,1.0,0.0,12.0,7.0,51.0,80.0,7.0,3.0,2.0,1.0,3.0,0.0,5.0,11.0,3.0,42.0
69,NYG,LAC,36.0,6,2.0,3.0,1.0,1.0,21.0,4.0,54.0,86.0,5.0,6.0,5.0,1.0,5.0,1.0,2.0,14.0,4.0,42.0
70,PIT,JAX,22.0,7,6.0,0.0,0.0,0.0,9.0,5.0,57.0,73.0,4.0,4.0,0.0,2.0,2.0,0.0,4.0,8.0,0.0,41.0
71,PHI,ARI,24.0,7,1.0,1.0,0.0,0.0,12.0,8.0,47.0,77.0,3.0,5.0,5.0,0.0,5.0,0.0,3.0,10.0,1.0,49.0
72,LA,SEA,35.0,4,4.0,2.0,2.0,0.0,12.0,7.0,47.0,90.0,5.0,2.0,1.0,1.0,2.0,0.0,5.0,9.0,4.0,46.0
73,OAK,BAL,20.0,11,0.0,2.0,0.0,0.0,4.0,4.0,64.0,55.0,3.0,5.0,1.0,3.0,4.0,0.0,4.0,7.0,2.0,32.0
74,DAL,GB,20.0,11,1.0,2.0,1.0,0.0,13.0,3.0,60.0,70.0,5.0,9.0,6.0,2.0,8.0,0.0,2.0,3.0,2.0,44.0
75,HOU,KC,23.0,10,0.0,2.0,0.0,0.0,13.0,7.0,59.0,75.0,4.0,9.0,8.0,0.0,4.0,4.0,5.0,7.0,2.0,45.0
76,CHI,MIN,22.0,5,1.0,2.0,0.0,1.0,17.0,6.0,61.0,63.0,5.0,4.0,3.0,1.0,3.0,1.0,2.0,13.0,2.0,35.0
77,CAR,PHI,35.0,9,3.0,1.0,2.0,0.0,11.0,11.0,53.0,87.0,5.0,5.0,4.0,1.0,4.0,1.0,5.0,9.0,3.0,44.0
78,BAL,CHI,23.0,2,2.0,3.0,2.0,0.0,13.0,11.0,80.0,65.0,7.0,5.0,2.0,0.0,3.0,0.0,5.0,16.0,5.0,33.0
79,HOU,CLE,25.0,8,4.0,1.0,0.0,1.0,15.0,5.0,55.0,72.0,5.0,6.0,4.0,0.0,3.0,1.0,2.0,14.0,1.0,37.0
80,MIN,GB,27.0,5,4.0,2.0,1.0,0.0,15.0,9.0,57.0,79.0,4.0,3.0,2.0,1.0,3.0,0.0,4.0,10.0,3.0,44.0
81,NO,DET,32.0,11,5.0,4.0,1.0,0.0,19.0,4.0,56.0,87.0,5.0,12.0,5.0,2.0,7.0,0.0,3.0,12.0,5.0,45.0
82,ATL,MIA,23.0,6,2.0,0.0,1.0,0.0,10.0,7.0,50.0,70.0,2.0,4.0,3.0,1.0,4.0,0.0,4.0,5.0,1.0,43.0
83,NYJ,NE,31.0,6,3.0,2.0,0.0,0.0,12.0,4.0,49.0,89.0,4.0,5.0,4.0,1.0,5.0,0.0,3.0,8.0,2.0,51.0
84,WAS,SF,34.0,10,2.0,2.0,0.0,0.0,12.0,10.0,53.0,88.0,4.0,6.0,3.0,3.0,6.0,0.0,4.0,10.0,2.0,48.0
85,ARI,TB,16.0,10,3.0,2.0,1.0,0.0,16.0,8.0,57.0,69.0,3.0,10.0,6.0,3.0,6.0,3.0,1.0,6.0,3.0,45.0
86,JAX,LA,21.0,9,1.0,3.0,1.0,0.0,12.0,9.0,58.0,64.0,8.0,5.0,2.0,1.0,4.0,0.0,5.0,15.0,4.0,34.0
87,KC,PIT,22.0,6,1.0,0.0,3.0,2.0,13.0,5.0,53.0,63.0,4.0,3.0,2.0,1.0,3.0,0.0,3.0,9.0,3.0,36.0
88,OAK,LAC,18.0,3,2.0,2.0,2.0,0.0,9.0,4.0,50.0,68.0,2.0,4.0,2.0,2.0,4.0,0.0,3.0,8.0,4.0,46.0
89,DEN,NYG,29.0,6,2.0,2.0,2.0,0.0,10.0,3.0,49.0,80.0,7.0,3.0,2.0,0.0,2.0,0.0,7.0,9.0,4.0,42.0
90,TEN,IND,24.0,8,1.0,1.0,0.0,0.0,9.0,4.0,54.0,70.0,1.0,5.0,2.0,2.0,4.0,0.0,8.0,4.0,1.0,44.0
91,OAK,KC,34.0,9,0.0,0.0,1.0,0.0,17.0,5.0,44.0,89.0,1.0,7.0,6.0,1.0,7.0,0.0,6.0,6.0,1.0,54.0
92,BUF,TB,24.0,13,1.0,4.0,2.0,0.0,9.0,6.0,58.0,79.0,2.0,6.0,4.0,2.0,6.0,0.0,6.0,4.0,6.0,52.0
93,MIN,BAL,22.0,6,1.0,1.0,2.0,0.0,7.0,7.0,53.0,75.0,5.0,2.0,1.0,1.0,2.0,0.0,9.0,8.0,3.0,47.0
94,MIA,NYJ,19.0,7,3.0,1.0,2.0,0.0,21.0,4.0,47.0,70.0,6.0,8.0,7.0,1.0,8.0,0.0,1.0,13.0,3.0,42.0
95,LA,ARI,29.0,7,3.0,1.0,0.0,0.0,16.0,4.0,52.0,73.0,4.0,3.0,1.0,2.0,3.0,0.0,5.0,8.0,1.0,37.0
96,IND,JAX,24.0,4,0.0,4.0,1.0,0.0,9.0,4.0,57.0,75.0,11.0,3.0,1.0,2.0,3.0,0.0,2.0,9.0,5.0,40.0
97,GB,NO,21.0,7,3.0,2.0,1.0,0.0,15.0,5.0,60.0,65.0,2.0,5.0,1.0,4.0,5.0,0.0,4.0,7.0,3.0,39.0
98,CHI,CAR,14.0,5,2.0,0.0,1.0,0.0,9.0,5.0,56.0,50.0,9.0,2.0,0.0,0.0,0.0,0.0,3.0,11.0,1.0,25.0
99,CLE,TEN,27.0,9,3.0,1.0,0.0,0.0,17.0,7.0,58.0,77.0,4.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,1.0,43.0
100,SF,DAL,26.0,5,0.0,4.0,0.0,0.0,7.0,8.0,65.0,71.0,5.0,7.0,3.0,4.0,6.0,1.0,1.0,7.0,4.0,39.0
101,LAC,DEN,20.0,2,1.0,3.0,0.0,0.0,19.0,4.0,45.0,69.0,8.0,3.0,2.0,0.0,2.0,0.0,0.0,16.0,3.0,40.0
102,PIT,CIN,21.0,6,2.0,1.0,0.0,0.0,6.0,6.0,60.0,59.0,4.0,4.0,4.0,0.0,4.0,0.0,5.0,7.0,1.0,32.0
103,NYG,SEA,32.0,4,0.0,2.0,0.0,0.0,22.0,4.0,48.0,80.0,2.0,4.0,4.0,0.0,4.0,0.0,2.0,12.0,2.0,46.0
104,NE,ATL,18.0,2,0.0,1.0,0.0,0.0,14.0,3.0,58.0,65.0,3.0,3.0,3.0,0.0,3.0,0.0,5.0,4.0,1.0,44.0
105,PHI,WAS,16.0,10,2.0,2.0,1.0,0.0,14.0,8.0,51.0,72.0,7.0,7.0,7.0,0.0,7.0,0.0,4.0,8.0,3.0,47.0
106,BAL,MIA,26.0,7,2.0,0.0,1.0,0.0,12.0,9.0,59.0,69.0,3.0,5.0,2.0,0.0,3.0,0.0,4.0,13.0,1.0,38.0
107,CLE,MIN,31.0,7,1.0,2.0,1.0,0.0,10.0,9.0,57.0,81.0,4.0,5.0,2.0,3.0,4.0,1.0,6.0,12.0,3.0,45.0
108,NYJ,ATL,18.0,7,0.0,1.0,6.0,0.0,12.0,6.0,55.0,66.0,4.0,4.0,4.0,0.0,3.0,1.0,8.0,10.0,7.0,44.0
109,TB,CAR,28.0,3,3.0,2.0,0.0,0.0,11.0,5.0,53.0,73.0,3.0,2.0,1.0,1.0,2.0,0.0,2.0,13.0,2.0,39.0
110,PHI,SF,30.0,12,3.0,0.0,0.0,0.0,10.0,10.0,55.0,75.0,7.0,5.0,3.0,1.0,4.0,0.0,4.0,14.0,0.0,35.0
111,NO,CHI,22.0,8,1.0,2.0,0.0,0.0,11.0,8.0,61.0,65.0,4.0,3.0,0.0,3.0,2.0,1.0,5.0,9.0,2.0,37.0
112,NE,LAC,27.0,3,1.0,0.0,2.0,1.0,15.0,6.0,52.0,81.0,4.0,3.0,2.0,1.0,2.0,1.0,7.0,8.0,2.0,48.0
113,BUF,OAK,23.0,5,2.0,4.0,0.0,0.0,17.0,8.0,51.0,76.0,0.0,6.0,2.0,3.0,5.0,0.0,2.0,9.0,4.0,51.0
114,CIN,IND,25.0,7,1.0,2.0,2.0,0.0,12.0,7.0,49.0,75.0,7.0,5.0,4.0,0.0,4.0,0.0,5.0,9.0,4.0,42.0
115,SEA,HOU,22.0,9,4.0,2.0,0.0,0.0,18.0,10.0,55.0,78.0,7.0,10.0,8.0,1.0,9.0,0.0,3.0,10.0,2.0,45.0
116,WAS,DAL,20.0,9,1.0,3.0,2.0,0.0,13.0,4.0,54.0,67.0,6.0,5.0,1.0,3.0,4.0,0.0,8.0,6.0,5.0,40.0
117,DET,PIT,31.0,10,1.0,1.0,1.0,0.0,11.0,8.0,51.0,78.0,2.0,2.0,1.0,1.0,2.0,0.0,7.0,7.0,2.0,44.0
118,KC,DEN,31.0,6,4.0,2.0,1.0,0.0,14.0,7.0,57.0,73.0,4.0,4.0,2.0,1.0,2.0,1.0,7.0,9.0,3.0,33.0
119,NYJ,BUF,17.0,6,0.0,3.0,1.0,0.0,21.0,10.0,63.0,68.0,8.0,7.0,3.0,4.0,7.0,0.0,2.0,11.0,4.0,43.0
120,HOU,IND,35.0,8,0.0,3.0,0.0,0.0,13.0,3.0,49.0,79.0,5.0,4.0,3.0,0.0,3.0,0.0,3.0,14.0,3.0,39.0
121,JAX,CIN,22.0,2,0.0,1.0,0.0,0.0,13.0,5.0,57.0,58.0,2.0,3.0,1.0,1.0,2.0,0.0,3.0,9.0,1.0,34.0
122,NO,TB,18.0,6,0.0,3.0,2.0,0.0,11.0,3.0,57.0,60.0,5.0,5.0,3.0,1.0,4.0,0.0,4.0,9.0,5.0,37.0
123,NYG,LA,25.0,13,1.0,3.0,0.0,0.0,10.0,5.0,65.0,62.0,2.0,8.0,6.0,2.0,8.0,0.0,5.0,7.0,3.0,34.0
124,CAR,ATL,24.0,9,1.0,3.0,1.0,0.0,13.0,3.0,56.0,65.0,3.0,4.0,2.0,2.0,4.0,0.0,3.0,9.0,4.0,37.0
125,PHI,DEN,29.0,7,2.0,2.0,0.0,0.0,19.0,10.0,56.0,71.0,5.0,9.0,5.0,3.0,8.0,0.0,4.0,8.0,2.0,35.0
126,TEN,BAL,24.0,7,3.0,0.0,1.0,0.0,9.0,4.0,43.0,86.0,5.0,5.0,4.0,1.0,5.0,0.0,3.0,9.0,1.0,54.0
127,SF,ARI,40.0,4,2.0,2.0,0.0,0.0,10.0,3.0,60.0,86.0,5.0,3.0,2.0,1.0,3.0,0.0,4.0,14.0,2.0,39.0
128,SEA,WAS,29.0,5,2.0,0.0,3.0,1.0,23.0,3.0,51.0,85.0,8.0,4.0,2.0,2.0,2.0,2.0,4.0,14.0,3.0,44.0
129,DAL,KC,20.0,6,1.0,0.0,0.0,0.0,13.0,5.0,50.0,70.0,3.0,6.0,4.0,2.0,6.0,0.0,1.0,10.0,0.0,46.0
130,MIA,OAK,16.0,4,1.0,2.0,2.0,0.0,21.0,3.0,46.0,74.0,2.0,6.0,4.0,2.0,5.0,1.0,3.0,8.0,4.0,55.0
131,GB,DET,19.0,1,0.0,2.0,0.0,0.0,4.0,6.0,50.0,75.0,4.0,5.0,2.0,3.0,5.0,0.0,6.0,3.0,2.0,52.0
132,ARI,SEA,32.0,6,0.0,2.0,0.0,1.0,21.0,9.0,46.0,85.0,7.0,4.0,3.0,1.0,4.0,0.0,3.0,13.0,2.0,46.0
133,CHI,GB,21.0,3,0.0,1.0,0.0,0.0,13.0,7.0,54.0,68.0,8.0,3.0,2.0,1.0,3.0,0.0,7.0,9.0,1.0,39.0
134,DET,CLE,25.0,12,2.0,1.0,0.0,0.0,14.0,6.0,52.0,74.0,8.0,8.0,4.0,3.0,7.0,0.0,2.0,9.0,1.0,39.0
135,IND,PIT,20.0,6,2.0,0.0,1.0,0.0,18.0,8.0,59.0,60.0,4.0,4.0,4.0,0.0,3.0,1.0,4.0,13.0,1.0,33.0
136,JAX,LAC,36.0,7,3.0,1.0,1.0,0.0,16.0,7.0,57.0,92.0,3.0,4.0,3.0,1.0,3.0,1.0,3.0,19.0,2.0,49.0
137,BUF,NO,18.0,8,1.0,2.0,0.0,0.0,12.0,7.0,63.0,55.0,2.0,7.0,1.0,6.0,7.0,0.0,3.0,6.0,2.0,34.0
138,TB,NYJ,31.0,5,2.0,1.0,2.0,0.0,14.0,8.0,51.0,80.0,7.0,2.0,2.0,0.0,1.0,1.0,4.0,13.0,3.0,40.0
139,WAS,MIN,25.0,7,3.0,1.0,0.0,0.0,5.0,6.0,58.0,76.0,1.0,8.0,5.0,3.0,8.0,0.0,4.0,3.0,1.0,47.0
140,TEN,CIN,33.0,7,1.0,2.0,1.0,0.0,17.0,5.0,50.0,84.0,5.0,6.0,3.0,3.0,6.0,0.0,2.0,13.0,3.0,45.0
141,LA,HOU,28.0,10,2.0,2.0,0.0,0.0,18.0,8.0,50.0,80.0,6.0,4.0,4.0,0.0,4.0,0.0,5.0,10.0,2.0,44.0
142,ATL,DAL,16.0,6,1.0,2.0,0.0,0.0,10.0,11.0,55.0,68.0,9.0,4.0,2.0,2.0,4.0,0.0,3.0,6.0,2.0,42.0
143,SF,NYG,14.0,7,1.0,2.0,0.0,0.0,10.0,6.0,57.0,65.0,3.0,6.0,4.0,2.0,5.0,1.0,4.0,4.0,2.0,47.0
144,DEN,NE,23.0,5,1.0,0.0,1.0,0.0,6.0,3.0,57.0,71.0,1.0,6.0,4.0,1.0,6.0,0.0,5.0,4.0,1.0,46.0
145,CAR,MIA,28.0,5,1.0,0.0,0.0,0.0,13.0,4.0,53.0,72.0,0.0,9.0,6.0,3.0,9.0,0.0,1.0,6.0,0.0,43.0
146,PIT,TEN,23.0,7,4.0,1.0,0.0,0.0,16.0,6.0,42.0,88.0,8.0,6.0,5.0,1.0,6.0,0.0,6.0,6.0,1.0,53.0
147,CHI,DET,22.0,1,0.0,1.0,2.0,0.0,11.0,6.0,54.0,65.0,4.0,6.0,3.0,2.0,5.0,0.0,4.0,8.0,3.0,39.0
148,CLE,JAX,27.0,5,2.0,6.0,4.0,0.0,6.0,6.0,62.0,69.0,7.0,3.0,2.0,0.0,2.0,0.0,3.0,17.0,10.0,33.0
149,GB,BAL,17.0,5,4.0,3.0,2.0,0.0,8.0,5.0,51.0,73.0,9.0,2.0,1.0,1.0,2.0,0.0,3.0,12.0,5.0,43.0
150,HOU,ARI,19.0,6,3.0,4.0,1.0,0.0,16.0,10.0,52.0,69.0,3.0,7.0,5.0,2.0,7.0,0.0,1.0,12.0,5.0,44.0
151,MIA,TB,29.0,5,3.0,2.0,1.0,0.0,26.0,9.0,43.0,79.0,2.0,5.0,4.0,0.0,4.0,0.0,6.0,8.0,3.0,45.0
152,MIN,LA,25.0,5,0.0,1.0,0.0,0.0,15.0,7.0,52.0,77.0,2.0,4.0,1.0,3.0,4.0,0.0,3.0,9.0,1.0,50.0
153,NYG,KC,27.0,3,4.0,0.0,2.0,0.0,14.0,3.0,61.0,78.0,1.0,1.0,0.0,1.0,1.0,0.0,5.0,11.0,2.0,46.0
154,NO,WAS,21.0,10,1.0,1.0,0.0,0.0,16.0,8.0,57.0,77.0,4.0,7.0,5.0,2.0,6.0,1.0,5.0,8.0,1.0,51.0
155,LAC,BUF,25.0,5,5.0,2.0,1.0,0.0,7.0,8.0,57.0,78.0,2.0,9.0,3.0,4.0,7.0,0.0,6.0,5.0,3.0,46.0
