,Home,Away,Incomplete Passes,Touchbacks,Interceptions,Fumble Forced,Fumble  Forced,Safety,Penalty,Tackled For Loss,Rush Attempts,Pass Attempts,Sack,Touchdowns,Pass Touchdowns,Rush Touchdowns,Extra Point Attempts,Two Point Attempts,Field Goal Attempts,Punt Attempts,Fumble,Complete Passes
73,ARI,HOU,26.0,1,1.0,1.0,1.0,0.0,13.0,3.0,37.0,89.0,1.0,7.0,4.0,2.0,6.0,0.0,1.0,12.0,2.0,61.0
74,TEN,IND,22.0,3,2.0,1.0,1.0,0.0,16.0,4.0,44.0,80.0,1.0,4.0,3.0,1.0,4.0,0.0,4.0,8.0,2.0,55.0
75,MIA,NYJ,19.0,4,0.0,0.0,0.0,0.0,14.0,7.0,66.0,53.0,1.0,7.0,3.0,4.0,7.0,0.0,3.0,8.0,0.0,33.0
76,CIN,HOU,22.0,2,2.0,4.0,1.0,0.0,11.0,6.0,48.0,78.0,3.0,6.0,5.0,1.0,6.0,0.0,2.0,12.0,5.0,51.0
77,GB,DET,18.0,1,4.0,3.0,2.0,0.0,19.0,9.0,48.0,72.0,10.0,2.0,2.0,0.0,2.0,0.0,4.0,7.0,5.0,40.0
78,JAC,STL,22.0,2,3.0,1.0,0.0,0.0,8.0,5.0,56.0,81.0,4.0,5.0,1.0,3.0,4.0,0.0,4.0,10.0,1.0,52.0
79,MIN,BAL,23.0,3,0.0,1.0,1.0,0.0,9.0,6.0,49.0,78.0,6.0,7.0,5.0,2.0,7.0,0.0,6.0,12.0,2.0,49.0
80,NO,NYG,24.0,3,1.0,2.0,0.0,0.0,15.0,4.0,58.0,69.0,3.0,10.0,6.0,4.0,10.0,0.0,2.0,8.0,2.0,41.0
81,PIT,CLE,26.0,2,3.0,4.0,1.0,0.0,8.0,4.0,59.0,66.0,5.0,5.0,3.0,1.0,5.0,0.0,2.0,7.0,5.0,32.0
82,TB,CAR,11.0,3,3.0,5.0,1.0,0.0,8.0,5.0,73.0,39.0,5.0,7.0,1.0,4.0,6.0,0.0,2.0,7.0,6.0,20.0
83,WAS,KC,28.0,1,1.0,4.0,2.0,1.0,11.0,4.0,55.0,70.0,8.0,0.0,0.0,0.0,0.0,0.0,6.0,15.0,6.0,33.0
84,OAK,PHI,33.0,4,2.0,2.0,1.0,0.0,6.0,8.0,49.0,82.0,8.0,1.0,1.0,0.0,1.0,0.0,7.0,15.0,3.0,39.0
85,SEA,ARI,26.0,3,2.0,2.0,1.0,0.0,13.0,11.0,37.0,80.0,7.0,3.0,2.0,1.0,3.0,0.0,3.0,14.0,3.0,45.0
86,NE,TEN,17.0,2,2.0,3.0,4.0,0.0,12.0,1.0,66.0,61.0,2.0,8.0,6.0,2.0,8.0,0.0,2.0,7.0,7.0,40.0
87,NYJ,BUF,29.0,3,7.0,1.0,1.0,0.0,22.0,8.0,82.0,64.0,3.0,2.0,1.0,1.0,2.0,0.0,7.0,13.0,2.0,25.0
88,ATL,CHI,26.0,0,4.0,4.0,0.0,0.0,15.0,7.0,46.0,78.0,2.0,5.0,4.0,1.0,5.0,0.0,0.0,9.0,4.0,46.0
89,SD,DEN,22.0,2,0.0,5.0,0.0,0.0,8.0,3.0,54.0,68.0,6.0,6.0,3.0,0.0,4.0,0.0,7.0,7.0,5.0,40.0
90,TB,NE,23.0,5,5.0,1.0,0.0,0.0,16.0,5.0,54.0,66.0,4.0,6.0,4.0,1.0,5.0,0.0,0.0,15.0,1.0,34.0
91,STL,IND,21.0,0,2.0,1.0,0.0,0.0,11.0,4.0,56.0,63.0,3.0,6.0,3.0,2.0,5.0,0.0,2.0,9.0,1.0,37.0
92,PIT,MIN,28.0,0,1.0,3.0,0.0,0.0,14.0,6.0,43.0,84.0,7.0,5.0,1.0,1.0,3.0,0.0,3.0,12.0,3.0,48.0
93,KC,SD,24.0,1,3.0,0.0,0.0,0.0,16.0,6.0,67.0,60.0,4.0,5.0,4.0,0.0,4.0,0.0,5.0,10.0,0.0,29.0
94,HOU,SF,21.0,2,1.0,1.0,1.0,0.0,18.0,6.0,46.0,67.0,4.0,6.0,5.0,1.0,6.0,0.0,1.0,10.0,2.0,41.0
95,CLE,GB,22.0,3,1.0,2.0,1.0,0.0,13.0,4.0,62.0,53.0,2.0,4.0,3.0,1.0,4.0,0.0,3.0,6.0,3.0,28.0
96,OAK,NYJ,18.0,3,2.0,3.0,3.0,0.0,5.0,2.0,73.0,49.0,4.0,5.0,1.0,4.0,5.0,0.0,2.0,8.0,5.0,25.0
97,CAR,BUF,25.0,1,3.0,0.0,1.0,1.0,12.0,7.0,55.0,70.0,4.0,3.0,1.0,2.0,3.0,0.0,4.0,14.0,1.0,38.0
98,MIA,NO,30.0,6,5.0,3.0,0.0,0.0,14.0,8.0,57.0,82.0,7.0,10.0,1.0,7.0,8.0,0.0,5.0,9.0,3.0,40.0
99,DAL,ATL,22.0,6,2.0,4.0,1.0,0.0,11.0,4.0,54.0,70.0,6.0,7.0,5.0,1.0,6.0,0.0,3.0,8.0,5.0,40.0
100,CIN,CHI,13.0,1,3.0,1.0,2.0,0.0,9.0,3.0,57.0,64.0,1.0,7.0,6.0,1.0,7.0,0.0,2.0,4.0,3.0,47.0
101,NYG,ARI,30.0,3,4.0,3.0,1.0,0.0,14.0,8.0,48.0,78.0,5.0,5.0,2.0,3.0,5.0,0.0,2.0,15.0,4.0,39.0
102,WAS,PHI,23.0,1,1.0,2.0,4.0,0.0,18.0,4.0,46.0,78.0,9.0,5.0,3.0,1.0,4.0,0.0,3.0,15.0,6.0,45.0
103,BAL,DEN,19.0,2,0.0,1.0,1.0,0.0,14.0,9.0,54.0,66.0,4.0,4.0,1.0,2.0,4.0,0.0,3.0,12.0,2.0,43.0
104,BUF,HOU,13.0,2,4.0,1.0,0.0,0.0,9.0,3.0,60.0,62.0,4.0,4.0,0.0,4.0,3.0,1.0,4.0,7.0,1.0,40.0
105,CHI,CLE,23.0,1,3.0,3.0,1.0,0.0,8.0,1.0,66.0,55.0,5.0,4.0,0.0,3.0,3.0,0.0,3.0,11.0,4.0,24.0
106,DAL,SEA,32.0,5,0.0,3.0,2.0,0.0,11.0,7.0,51.0,80.0,5.0,7.0,5.0,1.0,6.0,0.0,3.0,10.0,5.0,43.0
107,DET,STL,35.0,2,2.0,0.0,0.0,1.0,13.0,6.0,59.0,72.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,12.0,0.0,32.0
108,IND,SF,29.0,0,1.0,4.0,0.0,0.0,12.0,3.0,39.0,89.0,7.0,3.0,2.0,1.0,2.0,1.0,4.0,15.0,4.0,51.0
109,PHI,NYG,23.0,0,2.0,3.0,2.0,0.0,9.0,3.0,56.0,66.0,4.0,7.0,4.0,3.0,7.0,0.0,4.0,6.0,5.0,37.0
110,NYJ,MIA,25.0,1,0.0,1.0,2.0,0.0,10.0,4.0,63.0,68.0,8.0,7.0,3.0,1.0,3.0,3.0,3.0,14.0,3.0,32.0
111,SD,OAK,15.0,3,2.0,2.0,0.0,0.0,11.0,4.0,57.0,53.0,6.0,4.0,1.0,3.0,4.0,0.0,4.0,7.0,2.0,30.0
112,TEN,JAC,16.0,4,2.0,2.0,0.0,0.0,6.0,5.0,65.0,51.0,4.0,5.0,1.0,4.0,5.0,0.0,3.0,11.0,2.0,29.0
113,ARI,CAR,22.0,4,5.0,2.0,0.0,0.0,12.0,8.0,61.0,64.0,3.0,7.0,3.0,3.0,6.0,0.0,2.0,10.0,2.0,34.0
114,GB,MIN,26.0,1,0.0,2.0,3.0,0.0,9.0,6.0,51.0,77.0,6.0,8.0,7.0,1.0,7.0,1.0,4.0,8.0,5.0,44.0
115,NO,ATL,27.0,2,4.0,3.0,0.0,0.0,11.0,2.0,59.0,80.0,5.0,8.0,3.0,3.0,6.0,0.0,5.0,5.0,3.0,44.0
116,ATL,WAS,13.0,2,2.0,0.0,0.0,0.0,17.0,3.0,59.0,59.0,8.0,6.0,2.0,3.0,5.0,0.0,2.0,6.0,0.0,36.0
117,CHI,ARI,28.0,1,2.0,1.0,0.0,0.0,11.0,3.0,43.0,86.0,5.0,8.0,8.0,0.0,8.0,0.0,3.0,8.0,1.0,51.0
118,CIN,BAL,25.0,2,2.0,2.0,0.0,0.0,13.0,5.0,56.0,70.0,5.0,3.0,1.0,2.0,3.0,0.0,2.0,10.0,2.0,38.0
119,IND,HOU,24.0,3,4.0,2.0,0.0,0.0,17.0,3.0,44.0,98.0,4.0,4.0,2.0,2.0,4.0,0.0,4.0,7.0,2.0,66.0
120,JAC,KC,25.0,3,0.0,1.0,1.0,0.0,6.0,3.0,55.0,71.0,4.0,5.0,3.0,2.0,4.0,1.0,5.0,11.0,2.0,41.0
121,NE,MIA,28.0,4,1.0,1.0,0.0,0.0,8.0,4.0,55.0,79.0,4.0,4.0,2.0,2.0,3.0,1.0,5.0,8.0,1.0,45.0
122,TB,GB,31.0,6,4.0,0.0,2.0,0.0,7.0,5.0,57.0,75.0,7.0,9.0,5.0,2.0,5.0,2.0,2.0,14.0,2.0,31.0
123,NO,CAR,23.0,4,1.0,5.0,2.0,0.0,13.0,11.0,62.0,68.0,3.0,5.0,1.0,3.0,4.0,0.0,5.0,6.0,7.0,41.0
124,SEA,DET,26.0,0,6.0,5.0,0.0,0.0,15.0,6.0,39.0,98.0,3.0,5.0,3.0,1.0,3.0,1.0,7.0,5.0,5.0,62.0
125,NYG,SD,18.0,2,2.0,3.0,0.0,0.0,12.0,5.0,44.0,76.0,7.0,5.0,5.0,0.0,5.0,0.0,2.0,10.0,3.0,49.0
126,SF,TEN,21.0,1,3.0,2.0,0.0,0.0,13.0,5.0,54.0,70.0,5.0,7.0,2.0,4.0,6.0,0.0,4.0,8.0,2.0,41.0
127,PHI,DAL,24.0,0,3.0,0.0,0.0,0.0,19.0,2.0,46.0,72.0,8.0,3.0,2.0,1.0,3.0,0.0,5.0,8.0,0.0,37.0
128,DEN,PIT,19.0,2,4.0,1.0,0.0,0.0,7.0,7.0,43.0,72.0,5.0,5.0,3.0,0.0,3.0,0.0,1.0,12.0,1.0,44.0
129,SF,CHI,24.0,2,6.0,1.0,1.0,0.0,19.0,6.0,49.0,77.0,2.0,1.0,0.0,1.0,1.0,0.0,4.0,9.0,2.0,45.0
130,CAR,ATL,26.0,10,2.0,0.0,1.0,0.0,9.0,2.0,63.0,66.0,0.0,6.0,3.0,3.0,5.0,1.0,4.0,6.0,1.0,37.0
131,WAS,DEN,25.0,1,1.0,1.0,0.0,0.0,6.0,4.0,62.0,64.0,6.0,5.0,4.0,1.0,5.0,0.0,3.0,8.0,1.0,32.0
132,TEN,BUF,20.0,0,3.0,1.0,2.0,0.0,18.0,4.0,55.0,63.0,2.0,7.0,3.0,2.0,5.0,0.0,4.0,8.0,3.0,38.0
133,STL,NO,19.0,5,3.0,2.0,0.0,0.0,10.0,5.0,58.0,70.0,3.0,7.0,4.0,2.0,6.0,1.0,1.0,7.0,2.0,44.0
134,PIT,CIN,31.0,0,1.0,1.0,0.0,0.0,12.0,5.0,47.0,77.0,6.0,1.0,0.0,0.0,0.0,1.0,9.0,9.0,1.0,38.0
135,NYJ,JAC,23.0,2,2.0,2.0,1.0,0.0,9.0,3.0,61.0,60.0,2.0,5.0,2.0,3.0,4.0,1.0,5.0,6.0,3.0,32.0
136,MIA,TB,25.0,1,2.0,4.0,3.0,0.0,12.0,3.0,67.0,63.0,3.0,4.0,2.0,2.0,4.0,0.0,7.0,11.0,6.0,33.0
137,MIN,DET,33.0,4,0.0,3.0,1.0,0.0,17.0,8.0,53.0,86.0,4.0,4.0,2.0,2.0,4.0,0.0,4.0,11.0,4.0,49.0
138,OAK,KC,32.0,0,3.0,1.0,3.0,0.0,15.0,5.0,61.0,71.0,4.0,2.0,0.0,2.0,2.0,0.0,6.0,17.0,4.0,32.0
139,GB,DAL,25.0,1,1.0,3.0,2.0,0.0,22.0,3.0,42.0,84.0,9.0,3.0,2.0,1.0,3.0,0.0,3.0,13.0,5.0,49.0
140,ARI,SEA,33.0,6,2.0,0.0,0.0,0.0,20.0,4.0,54.0,95.0,4.0,6.0,3.0,3.0,6.0,0.0,3.0,14.0,0.0,56.0
141,SD,PHI,25.0,1,1.0,0.0,0.0,0.0,12.0,3.0,41.0,85.0,4.0,6.0,4.0,2.0,6.0,0.0,4.0,8.0,0.0,55.0
142,IND,NE,26.0,7,3.0,2.0,0.0,0.0,7.0,4.0,46.0,89.0,3.0,9.0,7.0,2.0,9.0,0.0,2.0,11.0,2.0,57.0
143,CLE,BAL,22.0,1,2.0,1.0,0.0,0.0,13.0,5.0,62.0,57.0,7.0,2.0,0.0,1.0,1.0,0.0,2.0,16.0,1.0,26.0
144,CAR,MIA,34.0,3,1.0,1.0,1.0,0.0,9.0,7.0,59.0,75.0,4.0,4.0,2.0,2.0,3.0,1.0,4.0,11.0,2.0,36.0
145,BAL,IND,18.0,1,3.0,2.0,0.0,0.0,7.0,9.0,56.0,66.0,0.0,2.0,1.0,1.0,2.0,0.0,7.0,5.0,2.0,45.0
146,TB,NO,23.0,3,3.0,1.0,0.0,0.0,7.0,2.0,59.0,65.0,3.0,6.0,4.0,2.0,6.0,0.0,1.0,9.0,1.0,36.0
147,NYG,ATL,33.0,0,1.0,2.0,0.0,0.0,11.0,7.0,56.0,88.0,3.0,8.0,5.0,3.0,8.0,0.0,5.0,5.0,2.0,51.0
148,MIN,SEA,14.0,4,1.0,2.0,2.0,0.0,15.0,6.0,49.0,67.0,4.0,6.0,5.0,1.0,5.0,1.0,1.0,12.0,4.0,47.0
149,KC,PIT,24.0,4,2.0,2.0,2.0,0.0,12.0,3.0,51.0,82.0,8.0,6.0,5.0,0.0,6.0,0.0,3.0,12.0,4.0,48.0
150,JAC,BUF,19.0,2,3.0,4.0,1.0,0.0,12.0,6.0,54.0,66.0,4.0,3.0,2.0,1.0,1.0,2.0,4.0,9.0,5.0,39.0
151,DAL,WAS,23.0,1,2.0,1.0,0.0,0.0,11.0,3.0,53.0,66.0,2.0,1.0,1.0,0.0,1.0,0.0,5.0,11.0,1.0,39.0
152,DET,CLE,27.0,4,2.0,1.0,0.0,1.0,16.0,4.0,58.0,79.0,2.0,9.0,9.0,0.0,8.0,1.0,3.0,9.0,1.0,48.0
153,GB,SF,29.0,4,1.0,0.0,2.0,0.0,10.0,2.0,42.0,83.0,5.0,6.0,5.0,1.0,6.0,0.0,4.0,10.0,2.0,48.0
154,STL,ARI,25.0,1,1.0,2.0,2.0,0.0,13.0,3.0,57.0,75.0,5.0,4.0,2.0,2.0,4.0,0.0,2.0,9.0,4.0,44.0
155,DEN,SD,20.0,8,1.0,2.0,1.0,0.0,10.0,5.0,60.0,58.0,3.0,3.0,1.0,2.0,3.0,0.0,5.0,6.0,3.0,34.0
