,Home,Away,Incomplete Passes,Touchbacks,Interceptions,Fumble Forced,Fumble  Forced,Safety,Penalty,Tackled For Loss,Rush Attempts,Pass Attempts,Sack,Touchdowns,Pass Touchdowns,Rush Touchdowns,Extra Point Attempts,Two Point Attempts,Field Goal Attempts,Punt Attempts,Fumble,Complete Passes
156,OAK,CIN,23.0,4,2.0,5.0,2.0,0.0,11.0,10.0,67.0,59.0,3.0,4.0,2.0,2.0,4.0,0.0,5.0,8.0,7.0,31.0
157,NE,NYJ,22.0,1,4.0,3.0,1.0,0.0,11.0,4.0,61.0,66.0,4.0,6.0,2.0,2.0,4.0,0.0,2.0,11.0,4.0,36.0
158,CHI,PHI,26.0,1,2.0,3.0,0.0,0.0,15.0,5.0,50.0,81.0,4.0,4.0,3.0,1.0,3.0,1.0,6.0,11.0,3.0,48.0
159,HOU,TEN,24.0,1,0.0,1.0,0.0,0.0,12.0,3.0,59.0,65.0,4.0,4.0,3.0,1.0,4.0,0.0,6.0,9.0,1.0,37.0
160,DET,GB,30.0,1,4.0,3.0,0.0,1.0,10.0,8.0,50.0,85.0,3.0,5.0,4.0,0.0,4.0,0.0,5.0,6.0,3.0,48.0
161,DAL,OAK,28.0,7,0.0,1.0,1.0,0.0,13.0,3.0,49.0,69.0,5.0,4.0,3.0,1.0,4.0,0.0,2.0,15.0,2.0,36.0
162,DEN,NYG,24.0,5,2.0,3.0,0.0,0.0,12.0,9.0,56.0,72.0,4.0,2.0,1.0,1.0,2.0,0.0,6.0,8.0,3.0,42.0
163,BUF,MIA,19.0,1,5.0,1.0,0.0,0.0,9.0,2.0,62.0,65.0,7.0,6.0,2.0,4.0,6.0,0.0,2.0,8.0,1.0,34.0
164,ATL,TB,29.0,5,0.0,3.0,0.0,0.0,11.0,7.0,52.0,81.0,7.0,4.0,4.0,0.0,4.0,0.0,5.0,11.0,3.0,45.0
165,CIN,CLE,30.0,4,0.0,1.0,0.0,0.0,14.0,1.0,63.0,63.0,4.0,2.0,1.0,1.0,2.0,0.0,3.0,14.0,1.0,29.0
166,STL,SEA,27.0,7,2.0,1.0,1.0,0.0,11.0,4.0,59.0,76.0,5.0,5.0,1.0,3.0,4.0,0.0,4.0,10.0,2.0,42.0
167,HOU,IND,15.0,4,4.0,1.0,0.0,0.0,13.0,4.0,47.0,81.0,4.0,8.0,5.0,2.0,7.0,0.0,3.0,4.0,1.0,58.0
168,NYJ,CAR,20.0,4,5.0,2.0,0.0,0.0,8.0,10.0,64.0,58.0,6.0,2.0,0.0,1.0,1.0,0.0,4.0,10.0,2.0,27.0
169,PHI,WAS,27.0,5,3.0,0.0,0.0,0.0,14.0,3.0,54.0,77.0,3.0,5.0,3.0,2.0,4.0,1.0,5.0,10.0,0.0,43.0
170,SF,JAC,25.0,1,0.0,2.0,0.0,0.0,7.0,2.0,39.0,83.0,6.0,2.0,2.0,0.0,2.0,0.0,5.0,9.0,2.0,52.0
171,SD,KC,19.0,1,1.0,2.0,3.0,1.0,13.0,5.0,57.0,63.0,1.0,7.0,3.0,3.0,6.0,0.0,2.0,7.0,5.0,42.0
172,TEN,ARI,26.0,1,0.0,1.0,1.0,0.0,10.0,3.0,43.0,79.0,5.0,4.0,1.0,2.0,4.0,0.0,3.0,10.0,2.0,48.0
173,MIN,CHI,19.0,3,2.0,3.0,1.0,0.0,16.0,3.0,46.0,76.0,5.0,5.0,4.0,1.0,4.0,1.0,4.0,7.0,4.0,50.0
174,BAL,PIT,25.0,1,1.0,3.0,0.0,0.0,14.0,6.0,67.0,66.0,5.0,4.0,2.0,2.0,4.0,0.0,4.0,14.0,3.0,35.0
175,NO,NE,20.0,4,2.0,1.0,1.0,0.0,4.0,1.0,54.0,66.0,3.0,7.0,5.0,2.0,7.0,0.0,4.0,6.0,2.0,41.0
176,BUF,NYJ,22.0,0,1.0,4.0,1.0,0.0,4.0,3.0,67.0,48.0,8.0,2.0,1.0,1.0,2.0,0.0,6.0,14.0,5.0,17.0
177,ATL,PHI,30.0,2,2.0,2.0,0.0,0.0,14.0,4.0,48.0,75.0,4.0,5.0,3.0,1.0,4.0,0.0,3.0,9.0,2.0,39.0
178,MIA,NE,30.0,2,3.0,1.0,1.0,0.0,8.0,3.0,52.0,83.0,1.0,5.0,4.0,1.0,4.0,1.0,3.0,9.0,2.0,48.0
179,WAS,NO,24.0,0,2.0,3.0,1.0,0.0,9.0,7.0,49.0,92.0,1.0,6.0,5.0,0.0,5.0,0.0,9.0,4.0,4.0,65.0
180,PIT,OAK,19.0,4,1.0,0.0,2.0,0.0,13.0,4.0,55.0,62.0,4.0,6.0,5.0,1.0,6.0,0.0,4.0,9.0,2.0,38.0
181,KC,DEN,34.0,1,3.0,3.0,1.0,0.0,6.0,5.0,71.0,73.0,5.0,6.0,2.0,3.0,5.0,0.0,5.0,10.0,4.0,31.0
182,CAR,TB,21.0,1,6.0,0.0,1.0,0.0,10.0,3.0,59.0,67.0,3.0,1.0,0.0,1.0,1.0,0.0,7.0,7.0,1.0,37.0
183,CHI,STL,23.0,0,1.0,4.0,4.0,0.0,10.0,3.0,68.0,55.0,5.0,2.0,1.0,1.0,2.0,0.0,4.0,14.0,8.0,26.0
184,CIN,DET,24.0,2,4.0,1.0,0.0,0.0,16.0,10.0,64.0,64.0,5.0,4.0,2.0,1.0,2.0,1.0,4.0,10.0,1.0,30.0
185,IND,TEN,31.0,0,1.0,1.0,2.0,0.0,9.0,4.0,60.0,81.0,1.0,5.0,3.0,2.0,5.0,0.0,4.0,5.0,3.0,48.0
186,JAC,HOU,25.0,3,3.0,0.0,3.0,1.0,10.0,6.0,58.0,72.0,6.0,4.0,3.0,1.0,3.0,1.0,4.0,8.0,3.0,37.0
187,CLE,SD,27.0,1,0.0,1.0,0.0,0.0,5.0,4.0,55.0,74.0,3.0,6.0,5.0,1.0,5.0,1.0,5.0,4.0,1.0,44.0
188,SEA,SF,27.0,2,0.0,3.0,1.0,0.0,12.0,3.0,41.0,86.0,6.0,4.0,4.0,0.0,4.0,0.0,3.0,19.0,4.0,53.0
189,NYG,DAL,27.0,1,1.0,3.0,0.0,0.0,7.0,9.0,46.0,83.0,3.0,7.0,5.0,1.0,6.0,0.0,4.0,10.0,3.0,52.0
190,ARI,MIN,23.0,3,2.0,1.0,0.0,0.0,12.0,8.0,45.0,80.0,3.0,5.0,5.0,0.0,5.0,0.0,4.0,9.0,1.0,52.0
191,GB,BAL,30.0,2,5.0,2.0,2.0,0.0,22.0,8.0,48.0,80.0,4.0,5.0,4.0,1.0,5.0,0.0,3.0,8.0,4.0,41.0
192,CLE,PIT,27.0,0,0.0,0.0,1.0,0.0,10.0,4.0,59.0,60.0,9.0,1.0,0.0,1.0,1.0,0.0,4.0,16.0,1.0,24.0
193,HOU,SEA,20.0,3,2.0,1.0,4.0,0.0,11.0,9.0,52.0,78.0,3.0,5.0,3.0,1.0,4.0,0.0,4.0,11.0,5.0,53.0
194,KC,BUF,20.0,3,5.0,4.0,0.0,0.0,8.0,6.0,61.0,69.0,6.0,2.0,1.0,1.0,2.0,0.0,5.0,9.0,4.0,38.0
195,MIN,CIN,24.0,0,1.0,2.0,1.0,0.0,20.0,6.0,61.0,61.0,3.0,4.0,2.0,2.0,4.0,0.0,4.0,10.0,3.0,33.0
196,NE,CAR,27.0,2,1.0,2.0,0.0,0.0,13.0,7.0,64.0,64.0,2.0,3.0,2.0,1.0,3.0,0.0,4.0,10.0,2.0,34.0
197,TB,NYJ,27.0,2,3.0,1.0,2.0,0.0,12.0,7.0,62.0,61.0,4.0,2.0,0.0,2.0,2.0,0.0,6.0,13.0,3.0,27.0
198,IND,DEN,30.0,5,4.0,0.0,0.0,0.0,11.0,4.0,59.0,86.0,3.0,6.0,6.0,0.0,5.0,1.0,2.0,9.0,0.0,49.0
199,JAC,MIA,22.0,1,1.0,5.0,1.0,0.0,6.0,4.0,65.0,60.0,5.0,3.0,0.0,3.0,3.0,0.0,2.0,12.0,6.0,32.0
200,CHI,GB,19.0,2,2.0,2.0,2.0,0.0,17.0,5.0,48.0,66.0,5.0,4.0,2.0,2.0,3.0,1.0,3.0,10.0,3.0,39.0
201,BAL,DET,24.0,3,2.0,1.0,1.0,0.0,9.0,4.0,72.0,58.0,1.0,6.0,1.0,5.0,6.0,0.0,4.0,7.0,2.0,31.0
202,ATL,NO,20.0,7,1.0,1.0,0.0,0.0,10.0,3.0,47.0,76.0,1.0,5.0,4.0,1.0,5.0,0.0,5.0,2.0,1.0,54.0
203,TEN,STL,21.0,1,5.0,1.0,2.0,0.0,14.0,15.0,51.0,71.0,1.0,6.0,3.0,2.0,5.0,0.0,4.0,10.0,3.0,44.0
204,OAK,WAS,25.0,5,1.0,3.0,2.0,0.0,20.0,5.0,51.0,73.0,11.0,5.0,2.0,3.0,5.0,0.0,5.0,11.0,5.0,36.0
205,DAL,SD,21.0,3,1.0,1.0,0.0,0.0,11.0,4.0,58.0,64.0,2.0,4.0,3.0,1.0,4.0,0.0,4.0,6.0,1.0,40.0
206,NYG,PHI,20.0,0,1.0,5.0,1.0,0.0,13.0,4.0,55.0,71.0,4.0,11.0,5.0,4.0,8.0,1.0,2.0,7.0,6.0,45.0
207,SF,ARI,25.0,1,4.0,7.0,1.0,0.0,18.0,5.0,54.0,69.0,5.0,4.0,2.0,2.0,4.0,0.0,3.0,9.0,8.0,35.0
208,JAC,IND,22.0,3,2.0,1.0,0.0,0.0,9.0,6.0,57.0,72.0,2.0,9.0,7.0,1.0,9.0,0.0,2.0,6.0,1.0,46.0
209,NO,DAL,27.0,5,1.0,2.0,0.0,0.0,10.0,4.0,49.0,86.0,7.0,5.0,2.0,3.0,5.0,0.0,3.0,9.0,2.0,51.0
210,STL,HOU,20.0,1,1.0,1.0,3.0,0.0,7.0,5.0,50.0,70.0,3.0,2.0,2.0,0.0,2.0,0.0,6.0,6.0,4.0,46.0
211,KC,CLE,24.0,0,2.0,2.0,1.0,0.0,6.0,4.0,79.0,59.0,1.0,9.0,2.0,4.0,8.0,0.0,5.0,8.0,3.0,32.0
212,NYJ,ATL,29.0,1,3.0,0.0,1.0,0.0,10.0,6.0,61.0,68.0,2.0,2.0,2.0,0.0,2.0,0.0,4.0,13.0,1.0,34.0
213,BUF,NE,19.0,0,2.0,1.0,2.0,0.0,17.0,4.0,57.0,56.0,6.0,3.0,2.0,1.0,3.0,0.0,3.0,10.0,3.0,29.0
214,TEN,MIA,26.0,4,4.0,3.0,1.0,0.0,12.0,4.0,62.0,76.0,3.0,5.0,4.0,1.0,4.0,1.0,5.0,8.0,4.0,43.0
215,DET,ARI,26.0,1,3.0,1.0,3.0,0.0,15.0,6.0,53.0,72.0,4.0,7.0,2.0,4.0,6.0,0.0,3.0,12.0,4.0,39.0
216,DEN,OAK,29.0,8,1.0,3.0,0.0,0.0,16.0,8.0,62.0,67.0,4.0,3.0,2.0,1.0,3.0,0.0,6.0,10.0,3.0,33.0
217,SD,CIN,24.0,4,3.0,2.0,0.0,0.0,13.0,4.0,42.0,82.0,4.0,5.0,5.0,0.0,4.0,1.0,5.0,9.0,2.0,51.0
218,PIT,GB,39.0,1,0.0,0.0,0.0,0.0,17.0,4.0,31.0,101.0,6.0,9.0,6.0,3.0,8.0,1.0,4.0,10.0,0.0,55.0
219,BAL,CHI,25.0,0,5.0,4.0,0.0,0.0,5.0,6.0,61.0,69.0,4.0,5.0,4.0,0.0,4.0,0.0,2.0,12.0,4.0,35.0
220,PHI,SF,27.0,4,5.0,1.0,1.0,0.0,12.0,3.0,51.0,76.0,3.0,4.0,2.0,2.0,4.0,0.0,4.0,8.0,2.0,41.0
221,SEA,TB,24.0,5,5.0,0.0,2.0,0.0,12.0,4.0,60.0,73.0,1.0,3.0,3.0,0.0,2.0,1.0,4.0,8.0,2.0,43.0
222,CAR,MIN,21.0,6,1.0,3.0,1.0,0.0,11.0,8.0,54.0,67.0,6.0,5.0,3.0,2.0,4.0,1.0,1.0,15.0,4.0,38.0
223,WAS,NYG,21.0,1,3.0,1.0,0.0,0.0,9.0,4.0,48.0,70.0,7.0,8.0,4.0,3.0,6.0,1.0,1.0,6.0,1.0,39.0
224,TEN,SD,18.0,0,2.0,2.0,0.0,0.0,14.0,2.0,67.0,51.0,2.0,8.0,2.0,6.0,8.0,0.0,1.0,4.0,2.0,29.0
225,ATL,BUF,27.0,4,2.0,3.0,0.0,0.0,16.0,7.0,55.0,69.0,5.0,4.0,3.0,0.0,3.0,0.0,3.0,11.0,3.0,35.0
226,PIT,BAL,26.0,2,2.0,3.0,0.0,0.0,15.0,4.0,61.0,66.0,8.0,4.0,3.0,1.0,4.0,0.0,5.0,8.0,3.0,30.0
227,NO,TB,13.0,2,2.0,2.0,0.0,0.0,9.0,4.0,57.0,72.0,4.0,4.0,1.0,2.0,3.0,0.0,4.0,7.0,2.0,53.0
228,NE,JAC,7.0,2,2.0,2.0,0.0,0.0,3.0,3.0,61.0,53.0,2.0,6.0,4.0,2.0,6.0,0.0,0.0,5.0,2.0,42.0
229,NYG,CAR,17.0,2,2.0,3.0,2.0,0.0,8.0,10.0,65.0,69.0,5.0,6.0,4.0,2.0,5.0,1.0,3.0,5.0,5.0,44.0
230,MIA,HOU,29.0,1,2.0,1.0,0.0,0.0,7.0,2.0,48.0,90.0,4.0,5.0,3.0,2.0,5.0,0.0,5.0,9.0,1.0,55.0
231,CIN,KC,20.0,6,3.0,0.0,1.0,0.0,12.0,4.0,64.0,64.0,2.0,3.0,3.0,0.0,3.0,0.0,2.0,13.0,1.0,39.0
232,CLE,OAK,25.0,2,3.0,1.0,1.0,0.0,19.0,6.0,65.0,68.0,6.0,2.0,1.0,1.0,2.0,0.0,6.0,11.0,2.0,34.0
233,GB,SEA,27.0,3,4.0,0.0,1.0,0.0,13.0,7.0,61.0,70.0,4.0,7.0,2.0,5.0,7.0,0.0,3.0,8.0,1.0,35.0
234,ARI,STL,23.0,2,3.0,4.0,0.0,0.0,7.0,4.0,53.0,76.0,6.0,5.0,3.0,2.0,5.0,0.0,2.0,11.0,4.0,44.0
235,SF,DET,23.0,3,3.0,4.0,0.0,0.0,5.0,9.0,63.0,67.0,3.0,2.0,1.0,1.0,2.0,0.0,5.0,11.0,4.0,38.0
236,PHI,DEN,27.0,3,2.0,3.0,2.0,0.0,18.0,3.0,46.0,83.0,7.0,6.0,6.0,0.0,6.0,0.0,5.0,12.0,5.0,47.0
237,IND,NYJ,20.0,6,1.0,1.0,0.0,0.0,8.0,5.0,68.0,56.0,4.0,5.0,0.0,3.0,2.0,2.0,3.0,11.0,1.0,30.0
238,WAS,DAL,26.0,2,2.0,1.0,2.0,0.0,8.0,3.0,48.0,81.0,4.0,2.0,1.0,1.0,2.0,0.0,1.0,11.0,3.0,49.0
239,CHI,MIN,28.0,0,1.0,1.0,1.0,0.0,7.0,5.0,61.0,80.0,5.0,8.0,6.0,2.0,7.0,0.0,5.0,11.0,2.0,46.0
240,BUF,IND,24.0,4,2.0,0.0,2.0,0.0,7.0,6.0,58.0,61.0,1.0,4.0,3.0,1.0,4.0,0.0,3.0,11.0,2.0,34.0
241,CAR,NO,22.0,1,1.0,2.0,0.0,0.0,7.0,7.0,69.0,54.0,2.0,3.0,1.0,2.0,3.0,0.0,4.0,17.0,2.0,29.0
242,TB,ATL,24.0,4,4.0,2.0,1.0,0.0,8.0,6.0,59.0,69.0,2.0,3.0,3.0,0.0,3.0,0.0,4.0,10.0,3.0,39.0
243,STL,SF,28.0,2,0.0,1.0,0.0,0.0,13.0,5.0,58.0,67.0,11.0,4.0,1.0,3.0,4.0,0.0,3.0,20.0,1.0,28.0
244,MIN,NYG,15.0,0,1.0,3.0,3.0,0.0,21.0,5.0,44.0,68.0,3.0,6.0,4.0,2.0,6.0,0.0,3.0,9.0,6.0,49.0
245,MIA,PIT,16.0,3,4.0,2.0,1.0,0.0,8.0,3.0,61.0,64.0,6.0,6.0,5.0,1.0,6.0,0.0,4.0,6.0,3.0,38.0
246,HOU,NE,26.0,1,2.0,2.0,1.0,0.0,10.0,5.0,46.0,80.0,3.0,8.0,2.0,4.0,6.0,0.0,4.0,5.0,3.0,49.0
247,DET,CHI,24.0,1,1.0,3.0,0.0,0.0,11.0,5.0,53.0,74.0,4.0,6.0,6.0,0.0,6.0,0.0,6.0,8.0,3.0,45.0
248,CLE,JAC,19.0,1,2.0,1.0,2.0,0.0,6.0,7.0,73.0,53.0,3.0,4.0,2.0,2.0,4.0,0.0,5.0,7.0,3.0,29.0
249,DEN,KC,31.0,6,5.0,0.0,1.0,0.0,10.0,5.0,57.0,83.0,2.0,8.0,1.0,5.0,6.0,0.0,4.0,9.0,1.0,45.0
250,ARI,GB,15.0,1,4.0,0.0,1.0,1.0,11.0,2.0,48.0,61.0,1.0,5.0,2.0,2.0,4.0,0.0,1.0,6.0,1.0,41.0
251,SD,WAS,30.0,0,1.0,1.0,1.0,0.0,5.0,5.0,39.0,89.0,2.0,4.0,4.0,0.0,4.0,0.0,5.0,8.0,2.0,56.0
252,OAK,BAL,19.0,2,1.0,1.0,0.0,0.0,10.0,3.0,55.0,65.0,7.0,4.0,1.0,3.0,4.0,0.0,4.0,10.0,1.0,38.0
253,DAL,PHI,25.0,6,1.0,1.0,1.0,0.0,17.0,2.0,42.0,76.0,6.0,3.0,2.0,1.0,3.0,0.0,3.0,10.0,2.0,44.0
254,SEA,TEN,24.0,3,2.0,2.0,0.0,0.0,14.0,8.0,65.0,62.0,3.0,3.0,1.0,2.0,3.0,0.0,4.0,10.0,2.0,33.0
255,NYJ,CIN,22.0,1,1.0,2.0,0.0,0.0,11.0,8.0,75.0,38.0,3.0,4.0,0.0,4.0,4.0,0.0,3.0,10.0,2.0,12.0
