,Home,Away,Incomplete Passes,Touchbacks,Interceptions,Fumble Forced,Fumble  Forced,Safety,Penalty,Tackled For Loss,Rush Attempts,Pass Attempts,Sack,Touchdowns,Pass Touchdowns,Rush Touchdowns,Extra Point Attempts,Two Point Attempts,Field Goal Attempts,Punt Attempts,Fumble,Complete Passes
10,IND,OAK,13.0,7,2.0,0.0,0.0,0.0,11.0,2.0,59.0,57.0,5.0,5.0,3.0,2.0,5.0,0.0,2.0,5.0,0.0,37.0
11,SF,GB,27.0,9,1.0,1.0,0.0,0.0,16.0,7.0,53.0,80.0,4.0,8.0,6.0,2.0,8.0,0.0,3.0,11.0,1.0,48.0
12,STL,ARI,23.0,10,2.0,6.0,0.0,0.0,13.0,7.0,51.0,82.0,4.0,5.0,4.0,0.0,3.0,1.0,6.0,7.0,6.0,53.0
13,DAL,NYG,24.0,13,4.0,3.0,2.0,0.0,11.0,0.0,37.0,96.0,5.0,8.0,6.0,0.0,6.0,0.0,4.0,9.0,5.0,63.0
14,WAS,PHI,27.0,7,2.0,3.0,1.0,1.0,18.0,6.0,67.0,81.0,6.0,8.0,4.0,3.0,6.0,1.0,2.0,9.0,4.0,45.0
15,SD,HOU,24.0,5,2.0,0.0,0.0,0.0,14.0,1.0,48.0,78.0,4.0,8.0,7.0,0.0,7.0,0.0,2.0,9.0,0.0,48.0
16,NE,NYJ,37.0,8,3.0,2.0,1.0,0.0,9.0,7.0,56.0,79.0,5.0,2.0,1.0,1.0,2.0,0.0,4.0,20.0,3.0,34.0
17,ATL,STL,32.0,9,1.0,0.0,0.0,0.0,14.0,6.0,34.0,100.0,2.0,7.0,5.0,1.0,6.0,0.0,2.0,12.0,0.0,65.0
18,PHI,SD,25.0,3,0.0,3.0,2.0,0.0,13.0,1.0,51.0,86.0,2.0,6.0,5.0,1.0,6.0,0.0,8.0,4.0,5.0,59.0
19,KC,DAL,27.0,7,0.0,2.0,0.0,0.0,15.0,5.0,41.0,85.0,7.0,3.0,3.0,0.0,3.0,0.0,5.0,11.0,2.0,51.0
20,IND,MIA,28.0,9,1.0,3.0,1.0,0.0,3.0,2.0,53.0,85.0,8.0,5.0,2.0,3.0,5.0,0.0,4.0,9.0,4.0,48.0
21,HOU,TEN,33.0,8,2.0,0.0,1.0,1.0,14.0,10.0,62.0,84.0,6.0,7.0,5.0,1.0,4.0,1.0,5.0,15.0,1.0,43.0
22,GB,WAS,21.0,7,1.0,1.0,0.0,0.0,11.0,3.0,41.0,88.0,5.0,8.0,7.0,1.0,7.0,1.0,2.0,8.0,1.0,60.0
23,BAL,CLE,26.0,6,0.0,1.0,0.0,0.0,8.0,4.0,56.0,77.0,7.0,2.0,1.0,1.0,2.0,0.0,4.0,14.0,1.0,44.0
24,BUF,CAR,27.0,9,2.0,1.0,0.0,0.0,10.0,5.0,65.0,85.0,7.0,4.0,3.0,1.0,3.0,1.0,7.0,8.0,1.0,48.0
25,CHI,MIN,22.0,5,3.0,4.0,0.0,0.0,7.0,6.0,59.0,71.0,2.0,7.0,4.0,0.0,5.0,0.0,4.0,6.0,4.0,44.0
26,TB,NO,30.0,5,3.0,2.0,0.0,0.0,15.0,5.0,53.0,73.0,5.0,3.0,2.0,0.0,2.0,0.0,5.0,10.0,2.0,35.0
27,ARI,DET,28.0,10,1.0,0.0,1.0,0.0,15.0,8.0,45.0,79.0,2.0,5.0,3.0,1.0,3.0,1.0,6.0,10.0,1.0,47.0
28,OAK,JAC,22.0,4,0.0,2.0,2.0,0.0,15.0,9.0,53.0,71.0,8.0,2.0,1.0,1.0,1.0,1.0,6.0,12.0,4.0,40.0
29,NYG,DEN,30.0,10,4.0,2.0,0.0,0.0,17.0,7.0,48.0,93.0,1.0,7.0,3.0,3.0,6.0,0.0,5.0,10.0,2.0,58.0
30,SEA,SF,22.0,7,4.0,2.0,1.0,1.0,22.0,8.0,67.0,54.0,7.0,3.0,1.0,2.0,3.0,0.0,3.0,9.0,3.0,21.0
31,CIN,PIT,36.0,6,1.0,1.0,0.0,0.0,12.0,3.0,50.0,84.0,2.0,3.0,2.0,1.0,3.0,0.0,3.0,14.0,1.0,45.0
32,PHI,KC,28.0,5,2.0,1.0,3.0,0.0,15.0,4.0,66.0,75.0,10.0,4.0,1.0,2.0,2.0,1.0,7.0,9.0,4.0,35.0
33,BAL,HOU,17.0,6,1.0,1.0,0.0,0.0,24.0,6.0,54.0,64.0,5.0,3.0,0.0,1.0,1.0,0.0,6.0,9.0,1.0,41.0
34,CAR,NYG,22.0,8,3.0,1.0,1.0,0.0,10.0,9.0,62.0,62.0,8.0,5.0,3.0,2.0,5.0,0.0,2.0,8.0,2.0,29.0
35,WAS,DET,33.0,7,2.0,1.0,2.0,0.0,14.0,5.0,45.0,95.0,3.0,5.0,2.0,2.0,4.0,0.0,4.0,11.0,3.0,57.0
36,TEN,SD,18.0,4,0.0,1.0,2.0,0.0,15.0,2.0,56.0,65.0,4.0,4.0,2.0,2.0,4.0,0.0,5.0,8.0,3.0,43.0
37,NO,ARI,31.0,7,3.0,1.0,0.0,0.0,7.0,4.0,39.0,87.0,8.0,5.0,3.0,2.0,5.0,0.0,1.0,12.0,1.0,45.0
38,NE,TB,30.0,7,2.0,0.0,0.0,0.0,10.0,2.0,52.0,81.0,6.0,2.0,2.0,0.0,2.0,0.0,5.0,5.0,0.0,43.0
39,CIN,GB,22.0,5,3.0,5.0,1.0,0.0,9.0,2.0,54.0,79.0,8.0,8.0,3.0,3.0,6.0,0.0,4.0,6.0,6.0,46.0
40,DAL,STL,27.0,7,0.0,2.0,1.0,0.0,11.0,3.0,46.0,80.0,7.0,5.0,4.0,1.0,5.0,0.0,2.0,9.0,3.0,46.0
41,MIN,CLE,37.0,8,4.0,2.0,2.0,0.0,9.0,5.0,48.0,106.0,9.0,7.0,4.0,3.0,7.0,0.0,3.0,12.0,4.0,56.0
42,MIA,ATL,24.0,9,2.0,3.0,0.0,0.0,9.0,1.0,45.0,78.0,5.0,5.0,4.0,1.0,5.0,0.0,6.0,5.0,3.0,47.0
43,NYJ,BUF,34.0,10,2.0,2.0,1.0,0.0,27.0,8.0,66.0,80.0,8.0,4.0,3.0,1.0,3.0,1.0,6.0,14.0,3.0,35.0
44,SF,IND,22.0,6,1.0,1.0,0.0,0.0,7.0,5.0,62.0,58.0,4.0,4.0,0.0,4.0,4.0,0.0,3.0,11.0,1.0,31.0
45,SEA,JAC,25.0,8,3.0,1.0,2.0,0.0,8.0,11.0,60.0,73.0,6.0,8.0,5.0,3.0,8.0,0.0,2.0,11.0,3.0,39.0
46,PIT,CHI,23.0,7,2.0,4.0,1.0,0.0,9.0,5.0,49.0,76.0,5.0,7.0,3.0,2.0,5.0,0.0,5.0,8.0,5.0,46.0
47,DEN,OAK,15.0,9,0.0,2.0,2.0,0.0,13.0,4.0,52.0,72.0,4.0,7.0,5.0,2.0,7.0,0.0,3.0,7.0,4.0,53.0
48,STL,SF,29.0,7,1.0,3.0,1.0,0.0,18.0,8.0,60.0,71.0,7.0,6.0,3.0,3.0,5.0,1.0,3.0,18.0,4.0,34.0
49,BUF,BAL,30.0,10,7.0,4.0,0.0,0.0,19.0,4.0,64.0,78.0,6.0,4.0,3.0,1.0,4.0,0.0,5.0,15.0,4.0,35.0
50,TB,ARI,32.0,7,4.0,2.0,1.0,0.0,18.0,11.0,51.0,84.0,3.0,2.0,2.0,0.0,2.0,0.0,3.0,15.0,3.0,45.0
51,MIN,PIT,23.0,4,1.0,2.0,0.0,0.0,9.0,1.0,46.0,82.0,6.0,7.0,3.0,4.0,7.0,0.0,5.0,8.0,2.0,52.0
52,KC,NYG,33.0,6,3.0,1.0,3.0,0.0,14.0,4.0,49.0,82.0,4.0,5.0,4.0,0.0,4.0,0.0,2.0,13.0,4.0,42.0
53,JAC,IND,26.0,5,4.0,0.0,1.0,0.0,16.0,2.0,47.0,77.0,6.0,4.0,2.0,1.0,3.0,0.0,4.0,9.0,1.0,41.0
54,HOU,SEA,26.0,8,3.0,4.0,1.0,0.0,15.0,6.0,65.0,81.0,9.0,4.0,2.0,1.0,3.0,0.0,5.0,13.0,5.0,43.0
55,CLE,CIN,31.0,1,1.0,1.0,1.0,0.0,8.0,6.0,50.0,85.0,5.0,2.0,2.0,0.0,2.0,0.0,5.0,9.0,2.0,48.0
56,DET,CHI,28.0,5,4.0,6.0,0.0,0.0,7.0,6.0,46.0,88.0,4.0,7.0,3.0,3.0,4.0,2.0,7.0,8.0,6.0,50.0
57,TEN,NYJ,20.0,8,2.0,2.0,0.0,0.0,14.0,8.0,54.0,73.0,7.0,6.0,5.0,0.0,5.0,0.0,3.0,12.0,2.0,44.0
58,OAK,WAS,23.0,7,1.0,2.0,1.0,0.0,7.0,7.0,58.0,71.0,8.0,5.0,2.0,1.0,3.0,0.0,2.0,15.0,3.0,39.0
59,DEN,PHI,21.0,14,0.0,0.0,0.0,0.0,10.0,5.0,68.0,72.0,4.0,9.0,5.0,2.0,8.0,0.0,4.0,7.0,0.0,47.0
60,SD,DAL,16.0,8,1.0,2.0,0.0,0.0,12.0,2.0,43.0,83.0,4.0,6.0,5.0,0.0,5.0,0.0,4.0,9.0,2.0,62.0
61,ATL,NE,30.0,11,1.0,1.0,1.0,0.0,15.0,3.0,46.0,87.0,2.0,5.0,4.0,1.0,5.0,0.0,6.0,5.0,2.0,54.0
62,NO,MIA,19.0,7,3.0,2.0,0.0,0.0,11.0,7.0,43.0,80.0,6.0,7.0,5.0,2.0,7.0,0.0,3.0,7.0,2.0,52.0
63,CLE,BUF,33.0,8,1.0,2.0,0.0,0.0,13.0,5.0,63.0,77.0,9.0,7.0,1.0,4.0,5.0,0.0,4.0,14.0,2.0,34.0
64,CIN,NE,25.0,2,2.0,4.0,1.0,0.0,7.0,3.0,57.0,73.0,8.0,1.0,0.0,1.0,1.0,0.0,4.0,14.0,5.0,38.0
65,GB,DET,25.0,11,0.0,2.0,1.0,0.0,17.0,4.0,52.0,77.0,6.0,2.0,2.0,0.0,1.0,1.0,6.0,9.0,3.0,45.0
66,IND,SEA,28.0,9,1.0,3.0,0.0,1.0,10.0,6.0,63.0,66.0,4.0,6.0,4.0,1.0,3.0,2.0,7.0,5.0,3.0,31.0
67,MIA,BAL,31.0,6,1.0,1.0,1.0,0.0,10.0,4.0,51.0,80.0,8.0,4.0,1.0,2.0,3.0,0.0,8.0,13.0,2.0,40.0
68,CHI,NO,15.0,7,0.0,1.0,1.0,0.0,8.0,5.0,47.0,73.0,5.0,4.0,4.0,0.0,3.0,1.0,5.0,8.0,2.0,53.0
69,NYG,PHI,42.0,11,3.0,0.0,1.0,0.0,20.0,11.0,54.0,93.0,2.0,6.0,4.0,2.0,6.0,0.0,5.0,13.0,1.0,46.0
70,TEN,KC,36.0,8,3.0,2.0,1.0,0.0,14.0,3.0,48.0,85.0,5.0,4.0,1.0,2.0,3.0,0.0,6.0,12.0,3.0,41.0
71,STL,JAC,29.0,9,2.0,4.0,0.0,0.0,10.0,4.0,61.0,70.0,4.0,6.0,5.0,0.0,5.0,0.0,4.0,12.0,4.0,35.0
72,ARI,CAR,21.0,8,6.0,1.0,0.0,1.0,12.0,4.0,48.0,76.0,9.0,2.0,1.0,1.0,2.0,0.0,4.0,8.0,1.0,40.0
73,DAL,DEN,18.0,8,2.0,3.0,0.0,0.0,14.0,6.0,46.0,83.0,4.0,12.0,9.0,3.0,10.0,2.0,5.0,1.0,3.0,58.0
74,SF,HOU,24.0,2,3.0,1.0,1.0,0.0,10.0,7.0,66.0,57.0,2.0,4.0,1.0,2.0,3.0,0.0,4.0,7.0,2.0,28.0
75,OAK,SD,15.0,6,3.0,3.0,1.0,0.0,13.0,3.0,47.0,78.0,6.0,5.0,4.0,0.0,4.0,0.0,4.0,8.0,4.0,54.0
76,ATL,NYJ,13.0,8,0.0,2.0,0.0,0.0,10.0,6.0,44.0,72.0,6.0,7.0,5.0,2.0,7.0,0.0,3.0,6.0,2.0,53.0
77,CHI,NYG,21.0,5,3.0,1.0,0.0,0.0,9.0,4.0,55.0,63.0,1.0,6.0,3.0,2.0,5.0,0.0,2.0,6.0,1.0,38.0
78,BAL,GB,28.0,8,1.0,4.0,1.0,0.0,14.0,8.0,52.0,74.0,8.0,3.0,3.0,0.0,3.0,0.0,6.0,15.0,5.0,37.0
79,BUF,CIN,26.0,3,1.0,1.0,0.0,0.0,12.0,7.0,73.0,80.0,8.0,6.0,5.0,1.0,6.0,0.0,4.0,10.0,1.0,45.0
80,CLE,DET,32.0,9,3.0,1.0,0.0,0.0,17.0,3.0,49.0,89.0,3.0,6.0,6.0,0.0,6.0,0.0,2.0,11.0,1.0,51.0
81,HOU,STL,13.0,4,2.0,3.0,0.0,0.0,16.0,4.0,55.0,59.0,5.0,6.0,3.0,1.0,4.0,0.0,3.0,5.0,3.0,39.0
82,MIN,CAR,16.0,7,2.0,1.0,0.0,0.0,11.0,6.0,52.0,74.0,4.0,6.0,4.0,2.0,6.0,0.0,1.0,7.0,1.0,52.0
83,KC,OAK,30.0,8,3.0,3.0,0.0,0.0,15.0,2.0,54.0,78.0,13.0,4.0,1.0,2.0,3.0,0.0,2.0,16.0,3.0,32.0
84,NYJ,PIT,20.0,4,2.0,2.0,0.0,0.0,12.0,4.0,46.0,72.0,7.0,1.0,1.0,0.0,1.0,0.0,6.0,13.0,2.0,43.0
85,TB,PHI,25.0,7,1.0,1.0,1.0,0.0,11.0,4.0,54.0,77.0,3.0,6.0,5.0,1.0,6.0,0.0,3.0,10.0,2.0,48.0
86,DEN,JAC,26.0,11,3.0,2.0,2.0,0.0,11.0,8.0,55.0,86.0,2.0,7.0,2.0,4.0,6.0,0.0,3.0,6.0,4.0,55.0
87,SEA,TEN,18.0,3,2.0,4.0,4.0,0.0,13.0,3.0,53.0,65.0,5.0,3.0,0.0,2.0,2.0,0.0,4.0,7.0,7.0,40.0
88,NE,NO,35.0,8,2.0,0.0,1.0,0.0,11.0,6.0,61.0,85.0,6.0,6.0,3.0,3.0,6.0,0.0,5.0,10.0,1.0,42.0
89,SF,ARI,26.0,6,3.0,3.0,2.0,1.0,10.0,4.0,59.0,74.0,3.0,6.0,4.0,2.0,5.0,1.0,3.0,11.0,5.0,41.0
90,DAL,WAS,30.0,7,2.0,2.0,0.0,0.0,19.0,6.0,52.0,73.0,4.0,5.0,1.0,3.0,4.0,0.0,5.0,8.0,2.0,37.0
91,SD,IND,22.0,3,1.0,0.0,0.0,0.0,10.0,3.0,54.0,66.0,3.0,1.0,1.0,0.0,1.0,0.0,7.0,8.0,0.0,40.0
92,ARI,SEA,24.0,9,2.0,5.0,1.0,0.0,13.0,5.0,50.0,85.0,10.0,6.0,4.0,2.0,5.0,1.0,5.0,7.0,6.0,48.0
93,ATL,TB,24.0,8,0.0,3.0,0.0,0.0,20.0,8.0,46.0,73.0,3.0,6.0,5.0,0.0,5.0,0.0,4.0,9.0,3.0,46.0
94,WAS,CHI,20.0,6,2.0,1.0,1.0,0.0,10.0,8.0,65.0,60.0,3.0,11.0,3.0,6.0,9.0,0.0,4.0,8.0,2.0,35.0
95,PHI,DAL,41.0,6,5.0,0.0,1.0,0.0,17.0,1.0,49.0,101.0,5.0,2.0,1.0,1.0,2.0,0.0,3.0,18.0,1.0,50.0
96,NYJ,NE,38.0,11,2.0,3.0,1.0,0.0,16.0,6.0,72.0,87.0,8.0,6.0,1.0,3.0,4.0,0.0,5.0,14.0,4.0,39.0
97,MIA,BUF,26.0,7,3.0,2.0,1.0,0.0,10.0,5.0,55.0,75.0,6.0,5.0,3.0,1.0,4.0,0.0,4.0,13.0,3.0,40.0
98,JAC,SD,16.0,7,1.0,0.0,0.0,0.0,14.0,2.0,57.0,69.0,7.0,3.0,1.0,2.0,3.0,0.0,3.0,6.0,0.0,45.0
99,CAR,STL,12.0,7,1.0,3.0,2.0,1.0,15.0,12.0,59.0,57.0,6.0,4.0,2.0,1.0,3.0,0.0,5.0,7.0,5.0,38.0
100,DET,CIN,33.0,8,0.0,1.0,0.0,0.0,10.0,5.0,43.0,86.0,1.0,6.0,6.0,0.0,6.0,0.0,5.0,8.0,1.0,52.0
101,TEN,SF,23.0,5,1.0,0.0,1.0,0.0,15.0,2.0,54.0,67.0,5.0,6.0,2.0,3.0,5.0,0.0,2.0,12.0,1.0,38.0
102,KC,HOU,20.0,4,1.0,3.0,0.0,0.0,9.0,2.0,56.0,66.0,7.0,3.0,1.0,2.0,3.0,0.0,4.0,9.0,3.0,38.0
103,PIT,BAL,16.0,3,0.0,1.0,1.0,0.0,16.0,3.0,55.0,61.0,4.0,2.0,2.0,0.0,2.0,0.0,7.0,4.0,2.0,41.0
104,GB,CLE,35.0,4,1.0,1.0,0.0,0.0,21.0,4.0,52.0,82.0,4.0,5.0,4.0,1.0,5.0,0.0,4.0,6.0,1.0,42.0
105,IND,DEN,36.0,7,1.0,3.0,2.0,1.0,18.0,7.0,51.0,94.0,6.0,8.0,6.0,2.0,7.0,1.0,5.0,16.0,5.0,50.0
106,NYG,MIN,48.0,5,1.0,3.0,2.0,0.0,8.0,7.0,46.0,95.0,3.0,3.0,1.0,1.0,2.0,0.0,4.0,16.0,5.0,43.0
107,TB,CAR,30.0,4,0.0,0.0,3.0,0.0,9.0,2.0,41.0,89.0,6.0,5.0,3.0,2.0,5.0,0.0,3.0,10.0,3.0,53.0
108,JAC,SF,22.0,1,0.0,3.0,1.0,0.0,10.0,5.0,63.0,62.0,0.0,7.0,2.0,4.0,6.0,0.0,1.0,5.0,4.0,40.0
109,KC,CLE,26.0,5,0.0,0.0,2.0,0.0,14.0,4.0,44.0,79.0,7.0,4.0,4.0,0.0,4.0,0.0,5.0,11.0,2.0,46.0
110,NE,MIA,26.0,5,3.0,1.0,0.0,0.0,12.0,7.0,68.0,73.0,9.0,5.0,3.0,2.0,5.0,0.0,5.0,9.0,1.0,35.0
111,NO,BUF,24.0,9,1.0,4.0,0.0,0.0,14.0,6.0,51.0,81.0,8.0,7.0,6.0,1.0,7.0,0.0,4.0,7.0,4.0,48.0
112,DET,DAL,29.0,11,2.0,2.0,1.0,0.0,10.0,8.0,55.0,79.0,1.0,7.0,4.0,3.0,7.0,0.0,4.0,11.0,3.0,47.0
113,PHI,NYG,24.0,5,2.0,3.0,3.0,0.0,15.0,5.0,50.0,79.0,5.0,1.0,0.0,0.0,0.0,0.0,5.0,11.0,6.0,48.0
114,OAK,PIT,21.0,7,4.0,2.0,0.0,0.0,9.0,9.0,58.0,71.0,7.0,5.0,1.0,4.0,4.0,1.0,3.0,15.0,2.0,39.0
115,CIN,NYJ,22.0,3,3.0,0.0,2.0,0.0,8.0,4.0,49.0,72.0,5.0,7.0,5.0,0.0,5.0,0.0,3.0,8.0,2.0,42.0
116,ARI,ATL,27.0,8,5.0,1.0,0.0,0.0,18.0,6.0,44.0,86.0,7.0,4.0,3.0,1.0,4.0,0.0,4.0,9.0,1.0,47.0
117,DEN,WAS,26.0,11,7.0,3.0,1.0,0.0,7.0,4.0,62.0,88.0,5.0,9.0,5.0,2.0,7.0,0.0,1.0,10.0,4.0,50.0
118,MIN,GB,12.0,5,0.0,0.0,0.0,0.0,13.0,6.0,61.0,55.0,5.0,9.0,2.0,5.0,8.0,0.0,4.0,4.0,0.0,38.0
119,STL,SEA,22.0,4,2.0,1.0,0.0,0.0,18.0,3.0,52.0,59.0,10.0,2.0,2.0,0.0,2.0,0.0,4.0,13.0,1.0,25.0
120,MIA,CIN,26.0,5,3.0,2.0,0.0,1.0,5.0,4.0,65.0,89.0,8.0,4.0,0.0,3.0,3.0,0.0,5.0,12.0,2.0,52.0
121,CAR,ATL,16.0,9,5.0,2.0,0.0,0.0,9.0,4.0,53.0,66.0,2.0,5.0,2.0,2.0,4.0,0.0,3.0,8.0,2.0,43.0
122,DAL,MIN,27.0,3,2.0,2.0,0.0,0.0,9.0,6.0,38.0,93.0,5.0,6.0,3.0,2.0,5.0,0.0,3.0,8.0,2.0,59.0
123,NYJ,NO,30.0,4,2.0,1.0,0.0,0.0,17.0,7.0,49.0,75.0,4.0,4.0,2.0,2.0,4.0,0.0,7.0,7.0,1.0,39.0
124,STL,TEN,22.0,6,2.0,1.0,2.0,0.0,9.0,3.0,67.0,63.0,6.0,7.0,1.0,6.0,7.0,0.0,1.0,10.0,3.0,33.0
125,BUF,KC,29.0,6,2.0,2.0,0.0,0.0,11.0,4.0,61.0,70.0,2.0,3.0,1.0,0.0,1.0,0.0,5.0,9.0,2.0,37.0
126,WAS,SD,23.0,1,3.0,0.0,0.0,0.0,14.0,3.0,56.0,79.0,1.0,7.0,2.0,4.0,5.0,0.0,4.0,7.0,0.0,52.0
127,OAK,PHI,32.0,9,2.0,0.0,2.0,0.0,15.0,4.0,57.0,92.0,5.0,9.0,7.0,2.0,9.0,0.0,2.0,13.0,2.0,53.0
128,SEA,TB,11.0,6,2.0,1.0,1.0,0.0,14.0,1.0,73.0,53.0,3.0,6.0,5.0,1.0,6.0,0.0,3.0,8.0,2.0,37.0
129,CLE,BAL,29.0,8,1.0,1.0,1.0,0.0,15.0,7.0,49.0,87.0,8.0,5.0,5.0,0.0,4.0,1.0,2.0,14.0,2.0,48.0
130,NE,PIT,28.0,6,2.0,2.0,0.0,0.0,11.0,3.0,55.0,89.0,8.0,11.0,8.0,3.0,11.0,0.0,3.0,5.0,2.0,51.0
131,HOU,IND,36.0,4,0.0,1.0,0.0,0.0,8.0,5.0,47.0,81.0,5.0,6.0,6.0,0.0,4.0,2.0,7.0,9.0,1.0,38.0
132,GB,CHI,27.0,2,1.0,2.0,0.0,0.0,4.0,5.0,62.0,68.0,6.0,5.0,2.0,3.0,5.0,0.0,4.0,12.0,2.0,34.0
133,MIN,WAS,18.0,4,1.0,1.0,1.0,0.0,9.0,5.0,60.0,69.0,5.0,7.0,5.0,2.0,7.0,0.0,4.0,4.0,2.0,45.0
134,GB,PHI,19.0,4,2.0,2.0,0.0,0.0,10.0,6.0,67.0,66.0,4.0,4.0,4.0,0.0,4.0,0.0,7.0,4.0,2.0,41.0
135,TEN,JAC,22.0,6,3.0,4.0,4.0,1.0,10.0,8.0,57.0,69.0,4.0,6.0,2.0,3.0,5.0,0.0,4.0,12.0,8.0,40.0
136,PIT,BUF,27.0,8,2.0,1.0,1.0,0.0,10.0,6.0,55.0,76.0,7.0,3.0,2.0,1.0,3.0,0.0,4.0,14.0,2.0,40.0
137,NYG,OAK,23.0,7,2.0,4.0,0.0,0.0,9.0,6.0,63.0,55.0,7.0,5.0,1.0,2.0,3.0,0.0,3.0,10.0,4.0,23.0
138,IND,STL,24.0,5,4.0,1.0,2.0,0.0,10.0,7.0,51.0,74.0,5.0,6.0,3.0,1.0,3.0,1.0,1.0,11.0,3.0,40.0
139,ATL,SEA,20.0,8,0.0,1.0,1.0,0.0,10.0,4.0,58.0,65.0,3.0,4.0,3.0,1.0,4.0,0.0,5.0,7.0,2.0,42.0
140,BAL,CIN,38.0,4,5.0,1.0,1.0,0.0,17.0,3.0,61.0,97.0,10.0,4.0,4.0,0.0,4.0,0.0,4.0,14.0,2.0,44.0
141,CHI,DET,37.0,2,2.0,0.0,1.0,0.0,10.0,5.0,47.0,86.0,2.0,5.0,5.0,0.0,4.0,1.0,3.0,9.0,1.0,45.0
142,SF,CAR,25.0,5,2.0,2.0,2.0,0.0,7.0,7.0,54.0,64.0,10.0,1.0,0.0,1.0,1.0,0.0,5.0,14.0,4.0,27.0
143,ARI,HOU,32.0,4,1.0,3.0,0.0,0.0,12.0,4.0,50.0,79.0,4.0,6.0,5.0,0.0,5.0,0.0,4.0,12.0,3.0,42.0
144,SD,DEN,21.0,7,0.0,1.0,2.0,0.0,9.0,3.0,57.0,71.0,6.0,6.0,5.0,1.0,6.0,0.0,3.0,10.0,3.0,44.0
145,NO,DAL,21.0,5,0.0,0.0,1.0,0.0,17.0,5.0,54.0,69.0,4.0,9.0,5.0,4.0,9.0,0.0,2.0,9.0,1.0,44.0
146,TB,MIA,23.0,6,2.0,0.0,0.0,1.0,13.0,11.0,51.0,68.0,4.0,4.0,3.0,1.0,3.0,1.0,4.0,10.0,0.0,38.0
147,TEN,IND,19.0,4,0.0,0.0,1.0,0.0,9.0,3.0,56.0,67.0,3.0,6.0,1.0,5.0,6.0,0.0,5.0,6.0,1.0,45.0
148,BUF,NYJ,22.0,6,3.0,1.0,2.0,0.0,12.0,6.0,61.0,62.0,5.0,6.0,3.0,2.0,5.0,0.0,4.0,12.0,3.0,32.0
149,TB,ATL,22.0,9,2.0,1.0,0.0,0.0,18.0,4.0,58.0,74.0,5.0,8.0,4.0,3.0,6.0,1.0,5.0,6.0,1.0,44.0
150,PIT,DET,42.0,9,1.0,2.0,0.0,0.0,12.0,7.0,52.0,94.0,3.0,7.0,6.0,1.0,7.0,0.0,5.0,8.0,2.0,48.0
151,PHI,WAS,26.0,6,1.0,2.0,1.0,0.0,13.0,11.0,72.0,69.0,7.0,5.0,2.0,3.0,3.0,2.0,1.0,12.0,3.0,34.0
152,JAC,ARI,25.0,5,2.0,0.0,1.0,0.0,11.0,4.0,40.0,89.0,5.0,5.0,3.0,2.0,5.0,0.0,3.0,16.0,1.0,57.0
153,HOU,OAK,37.0,7,1.0,3.0,1.0,0.0,17.0,5.0,52.0,85.0,4.0,6.0,4.0,1.0,5.0,0.0,4.0,20.0,4.0,43.0
154,CHI,BAL,24.0,5,2.0,2.0,2.0,0.0,18.0,9.0,67.0,67.0,5.0,4.0,2.0,1.0,3.0,0.0,5.0,10.0,4.0,36.0
155,CIN,CLE,38.0,11,5.0,2.0,0.0,0.0,13.0,3.0,50.0,88.0,4.0,7.0,4.0,0.0,4.0,0.0,4.0,16.0,2.0,41.0
