,Home,Away,Incomplete Passes,Touchbacks,Interceptions,Fumble Forced,Fumble  Forced,Safety,Penalty,Tackled For Loss,Rush Attempts,Pass Attempts,Sack,Touchdowns,Pass Touchdowns,Rush Touchdowns,Extra Point Attempts,Two Point Attempts,Field Goal Attempts,Punt Attempts,Fumble,Complete Passes
24,CLE,BAL,29.0,6,4.0,1.0,2.0,0.0,12.0,6.0,49.0,81.0,3.0,5.0,4.0,1.0,5.0,0.0,4.0,8.0,3.0,45.0
25,LA,SEA,25.0,6,0.0,2.0,1.0,0.0,19.0,11.0,49.0,70.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,13.0,3.0,40.0
26,ARI,TB,37.0,11,4.0,0.0,1.0,0.0,8.0,5.0,50.0,91.0,4.0,6.0,4.0,1.0,5.0,0.0,3.0,12.0,1.0,46.0
27,SD,JAX,25.0,5,2.0,2.0,0.0,0.0,16.0,6.0,46.0,80.0,5.0,7.0,6.0,1.0,7.0,0.0,2.0,8.0,2.0,48.0
28,OAK,ATL,18.0,11,1.0,0.0,1.0,0.0,16.0,2.0,55.0,81.0,2.0,8.0,6.0,2.0,7.0,1.0,3.0,7.0,1.0,60.0
29,DEN,IND,28.0,13,2.0,1.0,0.0,0.0,16.0,4.0,52.0,79.0,6.0,5.0,1.0,2.0,3.0,0.0,7.0,6.0,1.0,43.0
30,MIN,GB,24.0,4,1.0,5.0,0.0,0.0,19.0,9.0,45.0,76.0,9.0,4.0,3.0,1.0,4.0,0.0,1.0,12.0,5.0,42.0
31,CHI,PHI,20.0,2,1.0,2.0,0.0,0.0,12.0,7.0,50.0,68.0,5.0,5.0,1.0,3.0,4.0,0.0,4.0,9.0,2.0,42.0
32,NE,HOU,24.0,4,1.0,3.0,0.0,0.0,9.0,6.0,66.0,63.0,3.0,3.0,0.0,3.0,3.0,0.0,2.0,13.0,3.0,35.0
33,BUF,ARI,30.0,7,5.0,3.0,3.0,1.0,17.0,6.0,54.0,85.0,9.0,6.0,0.0,5.0,4.0,1.0,3.0,11.0,6.0,40.0
34,TEN,OAK,27.0,7,3.0,1.0,1.0,0.0,16.0,2.0,54.0,70.0,2.0,3.0,1.0,2.0,3.0,0.0,2.0,13.0,2.0,38.0
35,NYG,WAS,25.0,12,2.0,5.0,1.0,0.0,19.0,4.0,51.0,78.0,4.0,5.0,3.0,2.0,5.0,0.0,7.0,5.0,6.0,47.0
36,MIA,CLE,26.0,8,2.0,3.0,1.0,0.0,21.0,4.0,57.0,83.0,5.0,6.0,3.0,2.0,3.0,1.0,7.0,11.0,4.0,49.0
37,JAX,BAL,20.0,6,5.0,1.0,1.0,0.0,15.0,4.0,43.0,84.0,6.0,3.0,2.0,1.0,3.0,0.0,6.0,11.0,2.0,53.0
38,GB,DET,21.0,7,1.0,0.0,0.0,0.0,8.0,10.0,47.0,70.0,5.0,7.0,7.0,0.0,7.0,0.0,5.0,4.0,0.0,43.0
39,CIN,DEN,21.0,7,1.0,2.0,0.0,0.0,14.0,4.0,53.0,72.0,6.0,6.0,4.0,2.0,5.0,1.0,2.0,10.0,2.0,44.0
40,CAR,MIN,21.0,5,3.0,1.0,0.0,1.0,16.0,4.0,53.0,74.0,10.0,3.0,1.0,1.0,1.0,1.0,4.0,11.0,1.0,40.0
41,TB,LA,32.0,11,2.0,2.0,1.0,0.0,17.0,4.0,56.0,89.0,3.0,10.0,5.0,3.0,5.0,3.0,2.0,9.0,3.0,50.0
42,SEA,SF,19.0,10,2.0,2.0,0.0,0.0,10.0,5.0,63.0,59.0,2.0,6.0,2.0,4.0,5.0,1.0,5.0,9.0,2.0,36.0
43,KC,NYJ,26.0,5,6.0,4.0,0.0,0.0,8.0,7.0,49.0,79.0,2.0,3.0,1.0,0.0,1.0,0.0,2.0,6.0,4.0,45.0
44,IND,SD,25.0,7,1.0,5.0,1.0,0.0,21.0,3.0,43.0,81.0,4.0,5.0,1.0,3.0,3.0,1.0,5.0,6.0,6.0,50.0
45,PHI,PIT,27.0,7,1.0,1.0,2.0,0.0,17.0,6.0,40.0,79.0,4.0,4.0,2.0,2.0,4.0,0.0,4.0,7.0,3.0,47.0
46,DAL,CHI,24.0,8,0.0,3.0,2.0,0.0,10.0,6.0,56.0,73.0,0.0,6.0,3.0,3.0,6.0,0.0,3.0,7.0,5.0,49.0
47,NO,ATL,27.0,11,1.0,0.0,1.0,0.0,9.0,2.0,55.0,88.0,4.0,10.0,5.0,4.0,8.0,1.0,2.0,4.0,1.0,56.0
48,CIN,MIA,18.0,6,1.0,2.0,1.0,0.0,13.0,6.0,50.0,62.0,6.0,2.0,2.0,0.0,2.0,0.0,5.0,11.0,3.0,37.0
49,JAX,IND,28.0,8,1.0,2.0,0.0,0.0,18.0,7.0,54.0,84.0,9.0,6.0,4.0,2.0,6.0,0.0,5.0,8.0,2.0,46.0
50,HOU,TEN,25.0,5,3.0,0.0,0.0,0.0,17.0,3.0,56.0,68.0,2.0,5.0,2.0,2.0,4.0,0.0,5.0,8.0,0.0,38.0
51,WAS,CLE,16.0,9,2.0,3.0,1.0,0.0,16.0,4.0,54.0,71.0,4.0,6.0,4.0,2.0,6.0,0.0,3.0,4.0,4.0,49.0
52,NYJ,SEA,24.0,6,3.0,1.0,0.0,0.0,14.0,6.0,46.0,79.0,6.0,5.0,4.0,0.0,5.0,0.0,3.0,10.0,1.0,46.0
53,NE,BUF,22.0,4,0.0,2.0,3.0,0.0,15.0,7.0,54.0,71.0,5.0,1.0,1.0,0.0,1.0,0.0,5.0,10.0,5.0,44.0
54,ATL,CAR,23.0,11,3.0,0.0,0.0,0.0,14.0,6.0,41.0,90.0,4.0,10.0,7.0,1.0,6.0,2.0,3.0,9.0,0.0,59.0
55,BAL,OAK,30.0,5,0.0,4.0,0.0,0.0,22.0,1.0,45.0,91.0,2.0,7.0,5.0,2.0,5.0,2.0,2.0,15.0,4.0,57.0
56,CHI,DET,19.0,5,2.0,0.0,0.0,0.0,18.0,5.0,47.0,76.0,4.0,3.0,2.0,0.0,2.0,0.0,4.0,9.0,0.0,51.0
57,TB,DEN,28.0,7,2.0,1.0,1.0,0.0,18.0,5.0,58.0,75.0,9.0,4.0,2.0,2.0,4.0,0.0,2.0,14.0,2.0,36.0
58,ARI,LA,29.0,8,3.0,3.0,0.0,0.0,15.0,7.0,48.0,82.0,5.0,3.0,3.0,0.0,3.0,0.0,3.0,10.0,3.0,45.0
59,SD,NO,25.0,10,3.0,2.0,2.0,0.0,11.0,4.0,55.0,84.0,5.0,9.0,4.0,5.0,9.0,0.0,2.0,9.0,4.0,51.0
60,SF,DAL,15.0,8,1.0,0.0,0.0,0.0,11.0,6.0,68.0,58.0,3.0,5.0,3.0,2.0,5.0,0.0,3.0,8.0,0.0,39.0
61,PIT,KC,24.0,6,1.0,1.0,2.0,0.0,16.0,4.0,44.0,84.0,6.0,8.0,7.0,1.0,7.0,1.0,1.0,11.0,3.0,52.0
62,MIN,NYG,29.0,5,1.0,0.0,1.0,0.0,14.0,5.0,51.0,81.0,0.0,4.0,1.0,3.0,4.0,0.0,3.0,12.0,1.0,51.0
63,SF,ARI,28.0,5,2.0,4.0,0.0,1.0,11.0,7.0,73.0,67.0,8.0,7.0,3.0,4.0,7.0,0.0,1.0,16.0,4.0,29.0
64,CLE,NE,27.0,4,1.0,1.0,1.0,1.0,10.0,5.0,57.0,80.0,3.0,6.0,5.0,1.0,5.0,1.0,2.0,11.0,2.0,48.0
65,DET,PHI,13.0,8,1.0,2.0,1.0,0.0,16.0,7.0,48.0,65.0,7.0,5.0,5.0,0.0,5.0,0.0,4.0,5.0,3.0,44.0
66,IND,CHI,21.0,9,0.0,4.0,1.0,0.0,19.0,2.0,40.0,87.0,5.0,4.0,4.0,0.0,4.0,0.0,9.0,5.0,5.0,61.0
67,MIA,TEN,13.0,7,2.0,1.0,0.0,0.0,13.0,6.0,58.0,53.0,6.0,6.0,3.0,2.0,5.0,0.0,2.0,11.0,1.0,32.0
68,BAL,WAS,28.0,9,1.0,2.0,1.0,0.0,13.0,6.0,39.0,92.0,4.0,3.0,2.0,0.0,2.0,0.0,3.0,14.0,3.0,59.0
69,MIN,HOU,30.0,3,1.0,1.0,0.0,0.0,13.0,6.0,51.0,78.0,6.0,5.0,3.0,1.0,4.0,0.0,4.0,10.0,1.0,41.0
70,PIT,NYJ,26.0,10,0.0,3.0,0.0,0.0,5.0,3.0,41.0,89.0,4.0,5.0,5.0,0.0,5.0,0.0,3.0,9.0,3.0,59.0
71,DEN,ATL,24.0,6,1.0,4.0,0.0,0.0,15.0,2.0,56.0,71.0,8.0,3.0,2.0,1.0,3.0,0.0,6.0,9.0,4.0,38.0
72,DAL,CIN,18.0,3,0.0,1.0,2.0,0.0,13.0,4.0,48.0,70.0,5.0,6.0,3.0,3.0,6.0,0.0,1.0,7.0,3.0,47.0
73,LA,BUF,19.0,3,2.0,2.0,1.0,0.0,13.0,5.0,56.0,60.0,6.0,5.0,2.0,2.0,4.0,0.0,5.0,8.0,3.0,33.0
74,OAK,SD,21.0,9,3.0,3.0,2.0,0.0,10.0,6.0,44.0,76.0,5.0,7.0,6.0,1.0,6.0,1.0,6.0,4.0,5.0,46.0
75,GB,NYG,37.0,5,2.0,1.0,1.0,0.0,12.0,6.0,47.0,84.0,4.0,3.0,3.0,0.0,3.0,0.0,6.0,10.0,2.0,41.0
76,CAR,TB,20.0,8,2.0,2.0,1.0,0.0,12.0,7.0,62.0,61.0,2.0,3.0,1.0,2.0,2.0,1.0,6.0,9.0,3.0,36.0
77,SD,DEN,31.0,6,0.0,2.0,2.0,1.0,15.0,7.0,45.0,83.0,4.0,2.0,2.0,0.0,2.0,0.0,7.0,10.0,4.0,48.0
78,BUF,SF,27.0,11,0.0,5.0,0.0,0.0,13.0,7.0,72.0,63.0,6.0,7.0,3.0,4.0,7.0,0.0,4.0,8.0,5.0,30.0
79,WAS,PHI,26.0,7,1.0,0.0,0.0,0.0,22.0,7.0,54.0,61.0,5.0,5.0,2.0,1.0,4.0,0.0,4.0,10.0,0.0,29.0
80,TEN,CLE,21.0,9,1.0,0.0,0.0,0.0,18.0,4.0,46.0,75.0,8.0,7.0,5.0,2.0,6.0,1.0,3.0,12.0,0.0,44.0
81,NYG,BAL,34.0,11,2.0,1.0,0.0,0.0,22.0,6.0,43.0,97.0,3.0,5.0,3.0,2.0,5.0,0.0,5.0,9.0,1.0,58.0
82,NO,CAR,33.0,11,2.0,1.0,0.0,0.0,15.0,2.0,48.0,100.0,3.0,10.0,6.0,4.0,9.0,1.0,4.0,9.0,1.0,61.0
83,CHI,JAX,31.0,8,1.0,2.0,1.0,0.0,15.0,4.0,47.0,85.0,3.0,3.0,1.0,2.0,3.0,0.0,4.0,11.0,3.0,50.0
84,DET,LA,12.0,7,1.0,1.0,0.0,0.0,15.0,9.0,48.0,65.0,2.0,8.0,7.0,1.0,8.0,0.0,1.0,4.0,1.0,50.0
85,MIA,PIT,22.0,6,2.0,0.0,0.0,0.0,14.0,4.0,52.0,70.0,2.0,5.0,1.0,4.0,4.0,1.0,5.0,7.0,0.0,43.0
86,NE,CIN,16.0,7,0.0,0.0,0.0,1.0,13.0,6.0,55.0,71.0,5.0,6.0,4.0,2.0,6.0,0.0,3.0,7.0,0.0,50.0
87,OAK,KC,15.0,3,1.0,1.0,1.0,0.0,5.0,4.0,57.0,60.0,3.0,4.0,1.0,3.0,4.0,0.0,5.0,6.0,2.0,41.0
88,SEA,ATL,26.0,5,1.0,4.0,0.0,0.0,11.0,4.0,45.0,84.0,5.0,6.0,3.0,3.0,6.0,0.0,4.0,9.0,4.0,52.0
89,GB,DAL,18.0,8,2.0,6.0,1.0,0.0,12.0,4.0,57.0,72.0,3.0,4.0,4.0,0.0,4.0,0.0,6.0,3.0,7.0,49.0
90,HOU,IND,23.0,5,2.0,1.0,0.0,0.0,14.0,4.0,60.0,75.0,4.0,5.0,3.0,2.0,5.0,0.0,5.0,10.0,1.0,46.0
91,ARI,NYJ,26.0,7,2.0,2.0,2.0,0.0,19.0,4.0,49.0,73.0,1.0,4.0,1.0,3.0,4.0,0.0,1.0,12.0,4.0,44.0
92,GB,CHI,31.0,5,2.0,2.0,0.0,0.0,19.0,2.0,41.0,85.0,3.0,4.0,3.0,0.0,3.0,0.0,4.0,6.0,2.0,49.0
93,LA,NYG,30.0,7,4.0,4.0,1.0,0.0,11.0,2.0,40.0,93.0,3.0,3.0,1.0,1.0,2.0,0.0,2.0,15.0,5.0,56.0
94,KC,NO,17.0,9,1.0,2.0,1.0,0.0,14.0,4.0,50.0,73.0,1.0,6.0,5.0,0.0,5.0,0.0,2.0,8.0,3.0,54.0
95,TEN,IND,27.0,11,0.0,1.0,1.0,0.0,18.0,1.0,52.0,82.0,5.0,7.0,5.0,1.0,5.0,1.0,4.0,8.0,2.0,49.0
96,PHI,MIN,26.0,8,3.0,5.0,4.0,0.0,13.0,3.0,54.0,75.0,6.0,3.0,2.0,0.0,2.0,1.0,3.0,8.0,9.0,40.0
97,CIN,CLE,21.0,8,2.0,1.0,1.0,0.0,8.0,4.0,56.0,68.0,5.0,6.0,2.0,4.0,6.0,0.0,4.0,7.0,2.0,40.0
98,DET,WAS,20.0,10,0.0,2.0,2.0,0.0,8.0,1.0,48.0,73.0,5.0,4.0,2.0,2.0,4.0,0.0,5.0,5.0,4.0,48.0
99,JAX,OAK,32.0,9,2.0,1.0,2.0,0.0,23.0,5.0,50.0,81.0,1.0,4.0,2.0,2.0,4.0,0.0,7.0,10.0,3.0,46.0
100,MIA,BUF,24.0,5,0.0,0.0,0.0,0.0,19.0,5.0,64.0,60.0,5.0,6.0,2.0,4.0,4.0,2.0,3.0,12.0,0.0,29.0
101,NYJ,BAL,26.0,7,2.0,2.0,2.0,0.0,8.0,5.0,51.0,72.0,6.0,4.0,2.0,1.0,3.0,0.0,5.0,12.0,4.0,38.0
102,SF,TB,25.0,7,2.0,3.0,3.0,0.0,11.0,8.0,69.0,70.0,6.0,6.0,4.0,2.0,6.0,0.0,4.0,9.0,6.0,37.0
103,ATL,SD,28.0,12,2.0,1.0,0.0,0.0,12.0,9.0,52.0,86.0,7.0,6.0,2.0,3.0,5.0,0.0,8.0,4.0,1.0,49.0
104,PIT,NE,24.0,9,1.0,3.0,0.0,0.0,14.0,2.0,51.0,73.0,0.0,5.0,3.0,2.0,5.0,0.0,5.0,9.0,3.0,48.0
105,ARI,SEA,33.0,6,0.0,3.0,0.0,0.0,16.0,5.0,56.0,91.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0,16.0,3.0,53.0
106,DEN,HOU,30.0,6,0.0,2.0,3.0,0.0,9.0,0.0,60.0,67.0,1.0,3.0,1.0,2.0,3.0,0.0,5.0,11.0,5.0,36.0
107,TEN,JAX,25.0,8,0.0,0.0,3.0,0.0,14.0,6.0,55.0,79.0,2.0,7.0,5.0,2.0,6.0,1.0,3.0,10.0,3.0,52.0
108,CIN,WAS,31.0,8,2.0,2.0,0.0,0.0,22.0,3.0,67.0,102.0,4.0,7.0,3.0,4.0,7.0,0.0,5.0,8.0,2.0,65.0
109,IND,KC,31.0,9,1.0,1.0,2.0,0.0,11.0,4.0,48.0,85.0,9.0,5.0,5.0,0.0,5.0,0.0,4.0,12.0,3.0,44.0
110,CAR,ARI,23.0,8,1.0,3.0,0.0,0.0,14.0,8.0,46.0,83.0,9.0,6.0,3.0,2.0,4.0,1.0,3.0,9.0,3.0,49.0
111,TB,OAK,35.0,9,0.0,3.0,0.0,0.0,29.0,6.0,51.0,96.0,4.0,7.0,6.0,1.0,5.0,1.0,4.0,14.0,3.0,56.0
112,NO,SEA,20.0,7,1.0,1.0,1.0,0.0,13.0,3.0,52.0,75.0,3.0,4.0,1.0,2.0,2.0,1.0,6.0,5.0,2.0,50.0
113,HOU,DET,22.0,2,1.0,0.0,1.0,0.0,14.0,4.0,45.0,74.0,4.0,3.0,2.0,1.0,3.0,0.0,5.0,9.0,1.0,47.0
114,BUF,NE,31.0,5,0.0,1.0,2.0,0.0,22.0,3.0,49.0,81.0,7.0,8.0,4.0,4.0,7.0,1.0,4.0,6.0,3.0,42.0
115,CLE,NYJ,40.0,6,2.0,0.0,1.0,0.0,7.0,7.0,53.0,89.0,3.0,7.0,3.0,4.0,6.0,1.0,3.0,11.0,1.0,43.0
116,DEN,SD,41.0,10,4.0,3.0,1.0,0.0,13.0,6.0,51.0,90.0,5.0,6.0,2.0,2.0,4.0,0.0,3.0,10.0,4.0,40.0
117,ATL,GB,17.0,12,0.0,1.0,0.0,0.0,13.0,3.0,40.0,78.0,5.0,8.0,7.0,1.0,6.0,2.0,3.0,5.0,1.0,56.0
118,DAL,PHI,32.0,11,1.0,2.0,4.0,0.0,16.0,12.0,58.0,89.0,5.0,5.0,3.0,2.0,4.0,0.0,6.0,11.0,6.0,51.0
119,CHI,MIN,25.0,6,0.0,2.0,0.0,0.0,3.0,2.0,47.0,74.0,6.0,3.0,2.0,1.0,3.0,0.0,3.0,12.0,2.0,43.0
120,TB,ATL,24.0,10,0.0,3.0,2.0,0.0,17.0,4.0,54.0,89.0,5.0,9.0,8.0,1.0,6.0,3.0,3.0,3.0,5.0,58.0
121,MIN,DET,21.0,3,1.0,0.0,0.0,0.0,14.0,5.0,50.0,79.0,3.0,4.0,3.0,1.0,3.0,0.0,5.0,9.0,0.0,54.0
122,NYG,PHI,30.0,7,4.0,1.0,1.0,0.0,9.0,6.0,49.0,86.0,3.0,6.0,4.0,2.0,6.0,0.0,4.0,10.0,2.0,49.0
123,MIA,NYJ,21.0,8,2.0,4.0,2.0,0.0,18.0,8.0,53.0,63.0,4.0,5.0,2.0,2.0,5.0,0.0,5.0,6.0,5.0,36.0
124,KC,JAX,31.0,6,1.0,3.0,0.0,0.0,12.0,6.0,54.0,78.0,4.0,3.0,3.0,0.0,3.0,0.0,5.0,11.0,3.0,42.0
125,CLE,DAL,14.0,6,0.0,1.0,0.0,0.0,9.0,6.0,55.0,59.0,4.0,6.0,4.0,2.0,6.0,0.0,2.0,7.0,1.0,41.0
126,BAL,PIT,32.0,7,2.0,2.0,2.0,0.0,23.0,7.0,47.0,81.0,5.0,4.0,2.0,1.0,3.0,0.0,2.0,19.0,4.0,42.0
127,SF,NO,25.0,6,1.0,2.0,1.0,0.0,13.0,0.0,59.0,80.0,2.0,7.0,5.0,2.0,7.0,0.0,6.0,6.0,3.0,52.0
128,LA,CAR,30.0,6,1.0,1.0,0.0,0.0,15.0,5.0,42.0,87.0,9.0,2.0,2.0,0.0,2.0,0.0,6.0,11.0,1.0,47.0
129,GB,IND,27.0,8,3.0,0.0,1.0,0.0,8.0,2.0,47.0,85.0,5.0,7.0,4.0,2.0,6.0,1.0,4.0,8.0,1.0,49.0
130,SD,TEN,23.0,14,2.0,1.0,0.0,0.0,22.0,7.0,58.0,77.0,1.0,10.0,5.0,3.0,8.0,0.0,3.0,7.0,1.0,51.0
131,OAK,DEN,29.0,5,1.0,1.0,0.0,0.0,20.0,2.0,55.0,72.0,4.0,5.0,2.0,3.0,5.0,0.0,6.0,10.0,1.0,38.0
132,SEA,BUF,17.0,7,1.0,0.0,0.0,0.0,21.0,3.0,51.0,74.0,9.0,7.0,3.0,4.0,6.0,1.0,3.0,7.0,0.0,47.0
133,BAL,CLE,21.0,8,4.0,2.0,0.0,0.0,9.0,4.0,47.0,79.0,6.0,4.0,4.0,0.0,3.0,1.0,2.0,11.0,2.0,47.0
134,JAX,HOU,29.0,7,1.0,0.0,2.0,0.0,8.0,4.0,55.0,80.0,3.0,5.0,4.0,0.0,3.0,1.0,5.0,6.0,2.0,46.0
135,NO,DEN,19.0,7,4.0,2.0,0.0,0.0,4.0,3.0,58.0,76.0,7.0,5.0,5.0,0.0,5.0,0.0,5.0,7.0,2.0,46.0
136,NYJ,LA,25.0,2,1.0,1.0,1.0,0.0,11.0,8.0,60.0,66.0,4.0,1.0,1.0,0.0,1.0,0.0,3.0,15.0,2.0,36.0
137,PHI,ATL,25.0,3,1.0,2.0,0.0,0.0,19.0,5.0,52.0,73.0,4.0,3.0,1.0,2.0,2.0,1.0,9.0,6.0,2.0,43.0
138,CAR,KC,26.0,9,2.0,2.0,1.0,0.0,15.0,2.0,49.0,81.0,5.0,3.0,1.0,1.0,2.0,0.0,5.0,10.0,3.0,48.0
139,TB,CHI,21.0,5,3.0,3.0,0.0,1.0,18.0,5.0,51.0,71.0,8.0,5.0,3.0,1.0,4.0,0.0,3.0,10.0,3.0,39.0
140,WAS,MIN,20.0,6,1.0,1.0,0.0,0.0,8.0,6.0,49.0,78.0,4.0,5.0,4.0,1.0,5.0,0.0,4.0,7.0,1.0,53.0
141,TEN,GB,28.0,11,2.0,0.0,1.0,0.0,18.0,4.0,44.0,90.0,7.0,9.0,7.0,2.0,7.0,2.0,4.0,8.0,1.0,52.0
142,SD,MIA,24.0,9,4.0,1.0,2.0,0.0,14.0,10.0,49.0,72.0,4.0,7.0,5.0,1.0,6.0,0.0,2.0,9.0,3.0,40.0
143,ARI,SF,30.0,5,2.0,3.0,0.0,0.0,11.0,8.0,51.0,84.0,5.0,4.0,2.0,2.0,4.0,0.0,5.0,11.0,3.0,47.0
144,PIT,DAL,19.0,11,0.0,2.0,0.0,0.0,14.0,5.0,44.0,87.0,3.0,8.0,5.0,3.0,2.0,6.0,6.0,7.0,2.0,59.0
145,NE,SEA,20.0,9,1.0,3.0,1.0,0.0,15.0,3.0,54.0,75.0,5.0,6.0,3.0,3.0,5.0,1.0,5.0,4.0,4.0,48.0
146,NYG,CIN,26.0,2,3.0,1.0,0.0,0.0,11.0,3.0,50.0,77.0,4.0,5.0,4.0,1.0,5.0,0.0,2.0,13.0,1.0,44.0
147,CAR,NO,27.0,7,1.0,2.0,1.0,0.0,12.0,7.0,52.0,82.0,5.0,4.0,3.0,1.0,4.0,0.0,6.0,9.0,3.0,49.0
148,CLE,PIT,32.0,6,1.0,2.0,0.0,0.0,17.0,4.0,41.0,86.0,8.0,3.0,1.0,1.0,1.0,1.0,4.0,6.0,2.0,44.0
149,DAL,BAL,21.0,11,0.0,1.0,1.0,0.0,17.0,4.0,46.0,73.0,2.0,5.0,4.0,1.0,5.0,0.0,3.0,9.0,2.0,50.0
150,DET,JAX,20.0,10,2.0,2.0,2.0,0.0,9.0,11.0,48.0,71.0,3.0,5.0,2.0,1.0,3.0,0.0,4.0,12.0,4.0,46.0
151,IND,TEN,25.0,3,1.0,0.0,0.0,0.0,19.0,4.0,55.0,73.0,7.0,5.0,4.0,1.0,5.0,0.0,3.0,8.0,0.0,40.0
152,CIN,BUF,24.0,3,3.0,0.0,3.0,0.0,13.0,4.0,61.0,73.0,3.0,3.0,1.0,2.0,3.0,0.0,3.0,11.0,3.0,43.0
153,KC,TB,21.0,4,1.0,2.0,2.0,0.0,12.0,8.0,55.0,71.0,1.0,3.0,2.0,1.0,3.0,0.0,5.0,5.0,4.0,48.0
154,NYG,CHI,27.0,2,1.0,2.0,2.0,0.0,9.0,4.0,54.0,70.0,4.0,5.0,3.0,2.0,5.0,0.0,3.0,12.0,4.0,38.0
155,MIN,ARI,24.0,9,2.0,2.0,0.0,0.0,18.0,5.0,52.0,72.0,6.0,7.0,3.0,2.0,6.0,0.0,2.0,9.0,2.0,40.0
