,Home,Away,Incomplete Passes,Touchbacks,Interceptions,Fumble Forced,Fumble Not Forced,Safety,Penalty,Tackled For Loss,Rush Attempts,Pass Attempts,Sack,Touchdowns,Pass Touchdowns,Rush Touchdowns,Extra Point Attempts,Two Point Attempts,Field Goal Attempts,Punt Attempts,Fumble,Complete Passes
83,CLE,DEN,36.0,4,5.0,1.0,1.0,0.0,13.0,7.0,66.0,91.0,4.0,5.0,3.0,0.0,3.0,0.0,6.0,14.0,2.0,46.0
84,JAC,HOU,32.0,8,3.0,1.0,1.0,0.0,17.0,4.0,52.0,93.0,4.0,7.0,6.0,0.0,6.0,0.0,1.0,9.0,2.0,54.0
85,TEN,MIA,18.0,5,4.0,2.0,0.0,0.0,16.0,5.0,50.0,78.0,8.0,6.0,3.0,2.0,5.0,0.0,2.0,6.0,2.0,48.0
86,SEA,CAR,26.0,10,2.0,0.0,0.0,0.0,12.0,6.0,59.0,73.0,7.0,6.0,2.0,4.0,6.0,0.0,3.0,12.0,0.0,38.0
87,GB,LAC,35.0,5,0.0,3.0,0.0,0.0,15.0,7.0,38.0,100.0,6.0,5.0,4.0,1.0,5.0,0.0,4.0,7.0,3.0,59.0
88,SF,BAL,29.0,13,2.0,1.0,0.0,0.0,7.0,6.0,47.0,84.0,3.0,4.0,4.0,0.0,3.0,1.0,7.0,7.0,1.0,49.0
89,IND,NE,33.0,9,1.0,0.0,0.0,0.0,19.0,2.0,47.0,92.0,5.0,8.0,6.0,1.0,7.0,0.0,2.0,11.0,0.0,53.0
90,PHI,NYG,23.0,4,5.0,3.0,2.0,0.0,21.0,5.0,60.0,80.0,4.0,4.0,2.0,1.0,3.0,0.0,2.0,12.0,5.0,48.0
91,SF,SEA,15.0,4,2.0,1.0,0.0,0.0,10.0,3.0,56.0,59.0,11.0,2.0,1.0,1.0,2.0,0.0,3.0,13.0,1.0,31.0
92,JAC,BUF,31.0,7,3.0,4.0,1.0,0.0,20.0,5.0,61.0,77.0,6.0,8.0,4.0,1.0,4.0,1.0,3.0,9.0,5.0,37.0
93,WAS,TB,15.0,9,0.0,2.0,1.0,0.0,20.0,8.0,49.0,71.0,2.0,7.0,5.0,1.0,6.0,0.0,4.0,6.0,3.0,54.0
94,TEN,ATL,25.0,4,4.0,0.0,2.0,0.0,11.0,3.0,47.0,74.0,1.0,2.0,2.0,0.0,2.0,0.0,2.0,11.0,2.0,44.0
95,IND,NO,34.0,7,3.0,3.0,1.0,0.0,19.0,3.0,49.0,95.0,6.0,7.0,4.0,3.0,7.0,0.0,0.0,20.0,4.0,52.0
96,DET,MIN,18.0,4,0.0,1.0,1.0,1.0,8.0,8.0,52.0,72.0,11.0,4.0,4.0,0.0,4.0,0.0,6.0,8.0,2.0,43.0
97,KC,PIT,22.0,3,2.0,1.0,0.0,0.0,7.0,1.0,53.0,65.0,4.0,3.0,2.0,1.0,3.0,0.0,6.0,5.0,1.0,37.0
98,LA,CLE,15.0,6,0.0,5.0,0.0,0.0,20.0,9.0,50.0,66.0,6.0,3.0,0.0,2.0,2.0,0.0,5.0,10.0,5.0,45.0
99,MIA,HOU,26.0,8,1.0,4.0,0.0,0.0,11.0,6.0,60.0,78.0,8.0,10.0,7.0,2.0,8.0,1.0,1.0,13.0,4.0,42.0
100,NE,NYJ,37.0,7,0.0,2.0,0.0,0.0,8.0,2.0,38.0,98.0,5.0,5.0,4.0,1.0,5.0,0.0,6.0,7.0,2.0,56.0
101,LAC,OAK,25.0,7,2.0,1.0,0.0,0.0,23.0,2.0,47.0,93.0,2.0,7.0,6.0,1.0,5.0,2.0,5.0,9.0,1.0,62.0
102,NYG,DAL,18.0,6,3.0,0.0,1.0,0.0,10.0,1.0,66.0,54.0,3.0,5.0,1.0,2.0,4.0,0.0,4.0,7.0,1.0,30.0
103,CAR,PHI,26.0,8,4.0,1.0,0.0,0.0,12.0,3.0,63.0,76.0,6.0,4.0,1.0,3.0,4.0,0.0,6.0,9.0,1.0,40.0
104,ARI,BAL,22.0,10,1.0,1.0,2.0,0.0,13.0,8.0,44.0,75.0,5.0,5.0,3.0,2.0,4.0,1.0,4.0,10.0,3.0,46.0
105,NE,MIA,26.0,9,2.0,0.0,2.0,1.0,15.0,7.0,39.0,89.0,7.0,5.0,4.0,1.0,5.0,0.0,3.0,12.0,2.0,54.0
106,KC,DET,21.0,2,2.0,0.0,0.0,0.0,11.0,4.0,46.0,75.0,9.0,7.0,3.0,4.0,7.0,0.0,2.0,10.0,0.0,43.0
107,ATL,TB,20.0,10,1.0,2.0,2.0,0.0,19.0,7.0,59.0,77.0,3.0,4.0,3.0,1.0,4.0,0.0,5.0,3.0,4.0,53.0
108,CLE,ARI,32.0,6,2.0,5.0,2.0,0.0,12.0,6.0,58.0,80.0,2.0,7.0,7.0,0.0,7.0,0.0,2.0,8.0,7.0,44.0
109,LA,SF,30.0,6,0.0,1.0,0.0,1.0,24.0,9.0,62.0,68.0,3.0,3.0,1.0,2.0,2.0,1.0,4.0,18.0,1.0,34.0
110,NO,NYG,20.0,10,1.0,4.0,0.0,0.0,17.0,6.0,47.0,94.0,3.0,14.0,13.0,0.0,13.0,0.0,1.0,6.0,4.0,70.0
111,CHI,MIN,23.0,4,1.0,0.0,3.0,0.0,8.0,3.0,50.0,65.0,2.0,4.0,2.0,1.0,3.0,0.0,6.0,9.0,3.0,39.0
112,BAL,LAC,21.0,12,0.0,0.0,2.0,0.0,11.0,3.0,51.0,78.0,4.0,5.0,4.0,1.0,5.0,0.0,7.0,6.0,2.0,53.0
113,PIT,CIN,27.0,4,5.0,0.0,2.0,0.0,20.0,5.0,42.0,89.0,6.0,2.0,2.0,0.0,2.0,0.0,5.0,10.0,2.0,51.0
114,HOU,TEN,20.0,4,1.0,2.0,0.0,0.0,13.0,2.0,43.0,76.0,10.0,2.0,2.0,0.0,2.0,0.0,4.0,15.0,2.0,45.0
115,OAK,NYJ,28.0,6,1.0,0.0,0.0,0.0,12.0,7.0,46.0,86.0,3.0,6.0,6.0,0.0,6.0,0.0,5.0,7.0,0.0,54.0
116,DAL,SEA,23.0,8,1.0,0.0,1.0,0.0,10.0,8.0,61.0,57.0,1.0,1.0,1.0,0.0,1.0,0.0,7.0,8.0,1.0,32.0
117,DEN,GB,15.0,7,1.0,3.0,0.0,1.0,13.0,7.0,55.0,54.0,3.0,4.0,0.0,4.0,4.0,0.0,3.0,8.0,3.0,35.0
118,CAR,IND,39.0,8,4.0,3.0,2.0,0.0,8.0,6.0,71.0,86.0,4.0,5.0,4.0,1.0,5.0,0.0,7.0,13.0,5.0,39.0
119,CIN,CLE,24.0,7,0.0,0.0,0.0,0.0,6.0,6.0,54.0,65.0,5.0,5.0,4.0,1.0,5.0,0.0,2.0,9.0,0.0,36.0
120,CAR,GB,36.0,8,2.0,2.0,0.0,0.0,13.0,7.0,55.0,84.0,5.0,8.0,7.0,1.0,7.0,1.0,4.0,14.0,2.0,40.0
121,NE,WAS,29.0,3,2.0,4.0,0.0,0.0,10.0,4.0,52.0,80.0,1.0,4.0,3.0,1.0,4.0,0.0,3.0,6.0,4.0,48.0
122,NO,TEN,21.0,6,1.0,2.0,1.0,0.0,15.0,5.0,54.0,83.0,4.0,8.0,7.0,1.0,6.0,1.0,4.0,9.0,3.0,56.0
123,BUF,MIA,10.0,4,0.0,1.0,2.0,1.0,21.0,3.0,59.0,54.0,5.0,6.0,1.0,5.0,6.0,0.0,2.0,6.0,3.0,39.0
124,MIN,LA,26.0,8,1.0,1.0,1.0,0.0,18.0,11.0,73.0,62.0,2.0,3.0,0.0,3.0,1.0,2.0,7.0,16.0,2.0,33.0
125,NYJ,JAC,27.0,2,2.0,2.0,2.0,0.0,10.0,7.0,47.0,82.0,8.0,6.0,4.0,2.0,6.0,0.0,3.0,14.0,4.0,45.0
126,PIT,OAK,40.0,4,2.0,5.0,1.0,0.0,8.0,3.0,55.0,96.0,1.0,9.0,6.0,3.0,8.0,1.0,4.0,12.0,6.0,52.0
127,TB,NYG,29.0,8,2.0,3.0,2.0,0.0,15.0,6.0,56.0,77.0,0.0,4.0,2.0,1.0,2.0,1.0,9.0,3.0,5.0,45.0
128,SF,ATL,24.0,2,2.0,0.0,1.0,0.0,11.0,7.0,53.0,73.0,2.0,3.0,3.0,0.0,3.0,0.0,4.0,12.0,1.0,45.0
129,IND,DEN,28.0,6,2.0,0.0,0.0,0.0,12.0,10.0,54.0,74.0,2.0,6.0,4.0,1.0,5.0,0.0,3.0,10.0,0.0,42.0
130,DAL,PHI,23.0,12,1.0,2.0,0.0,0.0,18.0,5.0,64.0,79.0,5.0,7.0,4.0,2.0,5.0,0.0,4.0,9.0,2.0,50.0
131,LAC,CHI,28.0,6,1.0,2.0,0.0,0.0,14.0,2.0,49.0,85.0,3.0,5.0,3.0,1.0,3.0,1.0,4.0,6.0,2.0,53.0
132,NYJ,BUF,27.0,6,2.0,2.0,1.0,0.0,8.0,7.0,57.0,66.0,5.0,4.0,3.0,0.0,3.0,0.0,4.0,13.0,3.0,32.0
133,GB,DET,39.0,3,1.0,1.0,1.0,0.0,8.0,6.0,44.0,103.0,3.0,4.0,4.0,0.0,3.0,1.0,4.0,16.0,2.0,59.0
134,TB,DAL,25.0,6,3.0,1.0,1.0,0.0,13.0,5.0,46.0,74.0,5.0,1.0,0.0,1.0,1.0,0.0,5.0,10.0,2.0,41.0
135,TEN,CAR,12.0,3,1.0,1.0,2.0,0.0,9.0,10.0,55.0,56.0,6.0,4.0,1.0,3.0,4.0,0.0,3.0,9.0,3.0,37.0
136,LA,CHI,24.0,9,1.0,3.0,0.0,0.0,12.0,6.0,58.0,64.0,3.0,5.0,3.0,2.0,5.0,0.0,5.0,10.0,3.0,36.0
137,WAS,NO,12.0,7,2.0,1.0,1.0,0.0,12.0,3.0,56.0,58.0,5.0,7.0,6.0,0.0,6.0,0.0,4.0,6.0,2.0,39.0
138,PHI,MIA,29.0,7,1.0,3.0,1.0,1.0,15.0,8.0,62.0,92.0,8.0,4.0,3.0,1.0,4.0,0.0,4.0,15.0,4.0,54.0
139,PIT,CLE,22.0,6,2.0,3.0,2.0,0.0,17.0,9.0,35.0,90.0,7.0,4.0,4.0,0.0,3.0,1.0,4.0,5.0,5.0,58.0
140,BAL,JAC,31.0,10,3.0,1.0,1.0,0.0,13.0,5.0,43.0,96.0,4.0,5.0,5.0,0.0,3.0,2.0,5.0,12.0,2.0,56.0
141,OAK,MIN,20.0,4,2.0,1.0,0.0,0.0,11.0,2.0,52.0,71.0,6.0,5.0,3.0,1.0,5.0,0.0,5.0,9.0,1.0,43.0
142,NYG,NE,35.0,6,1.0,4.0,0.0,0.0,15.0,2.0,46.0,92.0,6.0,5.0,4.0,1.0,5.0,0.0,6.0,8.0,4.0,50.0
143,DEN,KC,34.0,7,5.0,1.0,0.0,0.0,16.0,1.0,49.0,82.0,7.0,4.0,2.0,2.0,3.0,1.0,6.0,11.0,1.0,36.0
144,SEA,ARI,35.0,5,2.0,2.0,1.0,1.0,22.0,3.0,51.0,86.0,5.0,8.0,4.0,3.0,6.0,1.0,5.0,8.0,3.0,43.0
145,CIN,HOU,30.0,2,2.0,1.0,1.0,0.0,14.0,9.0,46.0,77.0,6.0,1.0,1.0,0.0,1.0,0.0,3.0,15.0,2.0,39.0
146,JAC,TEN,22.0,9,1.0,2.0,0.0,0.0,14.0,6.0,49.0,74.0,8.0,2.0,1.0,1.0,2.0,0.0,7.0,9.0,2.0,43.0
147,DET,OAK,25.0,4,0.0,1.0,2.0,1.0,13.0,7.0,52.0,65.0,5.0,2.0,0.0,2.0,2.0,0.0,5.0,10.0,3.0,35.0
148,ATL,IND,25.0,8,5.0,2.0,0.0,0.0,13.0,4.0,51.0,81.0,3.0,6.0,5.0,0.0,5.0,0.0,2.0,10.0,2.0,48.0
149,BAL,LA,29.0,5,2.0,4.0,3.0,0.0,16.0,7.0,57.0,72.0,2.0,3.0,2.0,1.0,3.0,0.0,6.0,15.0,7.0,39.0
150,PHI,TB,22.0,7,3.0,3.0,0.0,0.0,14.0,5.0,70.0,74.0,4.0,8.0,7.0,0.0,7.0,0.0,2.0,10.0,3.0,45.0
151,CHI,DEN,20.0,2,1.0,1.0,0.0,0.0,8.0,2.0,62.0,66.0,7.0,3.0,2.0,1.0,2.0,1.0,4.0,11.0,1.0,38.0
152,HOU,NYJ,36.0,8,2.0,2.0,1.0,0.0,10.0,5.0,58.0,78.0,4.0,5.0,4.0,1.0,5.0,0.0,2.0,16.0,3.0,36.0
153,CAR,WAS,20.0,6,1.0,5.0,1.0,1.0,17.0,10.0,51.0,71.0,7.0,7.0,6.0,0.0,7.0,0.0,3.0,9.0,6.0,43.0
154,MIA,DAL,18.0,6,3.0,0.0,1.0,0.0,19.0,7.0,52.0,57.0,5.0,5.0,4.0,0.0,4.0,0.0,1.0,10.0,1.0,31.0
155,LAC,KC,15.0,7,1.0,0.0,1.0,0.0,11.0,4.0,56.0,61.0,6.0,4.0,0.0,3.0,3.0,0.0,3.0,11.0,1.0,39.0
156,MIN,GB,31.0,4,0.0,1.0,0.0,0.0,12.0,8.0,52.0,81.0,8.0,4.0,3.0,1.0,3.0,1.0,5.0,10.0,1.0,41.0
157,SEA,SF,17.0,6,0.0,2.0,0.0,0.0,13.0,3.0,60.0,67.0,4.0,5.0,4.0,1.0,5.0,0.0,3.0,11.0,2.0,46.0
158,ARI,CIN,26.0,8,2.0,3.0,3.0,0.0,17.0,2.0,53.0,76.0,6.0,8.0,6.0,2.0,8.0,0.0,3.0,9.0,6.0,42.0
159,NE,BUF,34.0,5,1.0,3.0,1.0,0.0,10.0,7.0,52.0,78.0,3.0,3.0,1.0,2.0,3.0,0.0,6.0,14.0,4.0,40.0
160,DET,PHI,19.0,10,0.0,1.0,0.0,0.0,6.0,9.0,55.0,73.0,8.0,8.0,7.0,1.0,8.0,0.0,2.0,10.0,1.0,46.0
161,DAL,CAR,24.0,10,3.0,0.0,1.0,0.0,13.0,7.0,51.0,71.0,3.0,4.0,1.0,1.0,1.0,1.0,7.0,5.0,1.0,40.0
162,GB,CHI,32.0,4,1.0,1.0,3.0,0.0,15.0,3.0,59.0,77.0,3.0,3.0,2.0,1.0,3.0,0.0,3.0,13.0,4.0,41.0
163,HOU,NO,23.0,7,2.0,2.0,1.0,0.0,16.0,6.0,48.0,74.0,3.0,3.0,2.0,1.0,3.0,0.0,3.0,10.0,3.0,46.0
164,CIN,LA,20.0,7,4.0,1.0,0.0,0.0,10.0,5.0,48.0,82.0,1.0,5.0,3.0,1.0,4.0,0.0,1.0,9.0,1.0,57.0
165,ATL,MIN,14.0,8,3.0,2.0,0.0,0.0,15.0,4.0,63.0,61.0,2.0,3.0,1.0,2.0,3.0,0.0,4.0,4.0,2.0,42.0
166,WAS,NYG,31.0,7,3.0,0.0,4.0,0.0,11.0,8.0,50.0,83.0,3.0,4.0,3.0,1.0,4.0,0.0,3.0,13.0,4.0,46.0
167,IND,TB,31.0,7,1.0,1.0,0.0,0.0,18.0,8.0,47.0,86.0,8.0,3.0,3.0,0.0,3.0,0.0,7.0,6.0,1.0,46.0
168,KC,BUF,28.0,3,0.0,2.0,1.0,0.0,17.0,4.0,55.0,71.0,2.0,6.0,5.0,1.0,5.0,1.0,5.0,6.0,3.0,40.0
169,TEN,OAK,32.0,4,2.0,1.0,2.0,0.0,15.0,6.0,48.0,79.0,3.0,6.0,6.0,0.0,5.0,1.0,1.0,10.0,3.0,41.0
170,JAC,LAC,32.0,11,1.0,0.0,0.0,0.0,14.0,4.0,45.0,96.0,4.0,6.0,6.0,0.0,6.0,0.0,5.0,9.0,0.0,59.0
171,NYJ,MIA,39.0,3,1.0,1.0,4.0,0.0,12.0,6.0,43.0,99.0,4.0,8.0,7.0,1.0,8.0,0.0,1.0,13.0,5.0,55.0
172,SF,ARI,26.0,4,1.0,1.0,1.0,0.0,20.0,9.0,46.0,79.0,3.0,3.0,1.0,2.0,3.0,0.0,4.0,8.0,2.0,49.0
173,SEA,PIT,27.0,6,4.0,2.0,1.0,0.0,14.0,2.0,42.0,96.0,4.0,9.0,6.0,3.0,5.0,4.0,3.0,8.0,3.0,58.0
174,DEN,NE,37.0,10,1.0,1.0,2.0,0.0,11.0,5.0,48.0,90.0,6.0,7.0,4.0,3.0,6.0,0.0,3.0,18.0,3.0,46.0
175,CLE,BAL,32.0,6,2.0,0.0,0.0,0.0,9.0,3.0,41.0,84.0,2.0,7.0,4.0,0.0,4.0,0.0,5.0,10.0,0.0,48.0
176,DET,GB,23.0,6,1.0,4.0,0.0,0.0,16.0,13.0,50.0,77.0,6.0,6.0,4.0,1.0,5.0,1.0,4.0,12.0,4.0,47.0
177,NYG,NYJ,29.0,3,1.0,1.0,1.0,0.0,16.0,3.0,48.0,90.0,6.0,4.0,3.0,0.0,3.0,0.0,6.0,10.0,2.0,54.0
178,LA,ARI,33.0,4,1.0,2.0,0.0,0.0,10.0,8.0,51.0,78.0,2.0,3.0,2.0,1.0,3.0,0.0,3.0,14.0,2.0,42.0
179,TB,ATL,22.0,7,2.0,2.0,0.0,0.0,15.0,5.0,55.0,77.0,4.0,4.0,2.0,2.0,3.0,1.0,5.0,7.0,2.0,48.0
180,MIN,SEA,17.0,2,1.0,2.0,0.0,0.0,18.0,8.0,52.0,62.0,6.0,6.0,3.0,2.0,6.0,0.0,1.0,9.0,2.0,38.0
181,CHI,SF,26.0,4,1.0,0.0,1.0,0.0,14.0,1.0,65.0,68.0,5.0,6.0,1.0,4.0,4.0,0.0,4.0,15.0,1.0,36.0
182,TEN,JAC,20.0,8,1.0,1.0,1.0,0.0,10.0,7.0,56.0,72.0,6.0,12.0,8.0,3.0,10.0,1.0,0.0,6.0,2.0,44.0
183,BUF,HOU,26.0,6,1.0,0.0,0.0,0.0,15.0,2.0,63.0,67.0,3.0,7.0,6.0,1.0,6.0,1.0,2.0,13.0,0.0,37.0
184,MIA,BAL,22.0,6,2.0,1.0,0.0,0.0,8.0,2.0,52.0,69.0,4.0,3.0,2.0,0.0,2.0,0.0,3.0,14.0,1.0,41.0
185,CLE,CIN,18.0,3,1.0,1.0,0.0,0.0,12.0,8.0,52.0,64.0,4.0,4.0,2.0,2.0,4.0,0.0,5.0,4.0,1.0,41.0
186,OAK,KC,20.0,5,3.0,4.0,2.0,0.0,15.0,4.0,46.0,79.0,8.0,8.0,4.0,3.0,6.0,1.0,1.0,9.0,6.0,47.0
187,LAC,DEN,25.0,6,2.0,4.0,0.0,0.0,11.0,4.0,62.0,66.0,5.0,2.0,1.0,0.0,1.0,0.0,4.0,9.0,4.0,34.0
188,NE,PHI,35.0,4,2.0,2.0,1.0,0.0,11.0,9.0,58.0,86.0,5.0,9.0,5.0,1.0,6.0,0.0,0.0,14.0,3.0,44.0
189,NO,CAR,29.0,10,2.0,3.0,0.0,0.0,19.0,5.0,49.0,86.0,3.0,11.0,8.0,2.0,9.0,1.0,1.0,8.0,3.0,52.0
190,PIT,IND,27.0,5,2.0,4.0,1.0,0.0,9.0,5.0,50.0,79.0,5.0,6.0,5.0,0.0,4.0,1.0,5.0,6.0,5.0,44.0
191,WAS,DAL,22.0,4,0.0,6.0,0.0,0.0,17.0,10.0,50.0,64.0,4.0,2.0,1.0,1.0,2.0,0.0,8.0,10.0,6.0,38.0
192,ARI,MIN,21.0,8,0.0,3.0,0.0,0.0,7.0,8.0,53.0,76.0,5.0,4.0,3.0,1.0,4.0,0.0,5.0,5.0,3.0,50.0
193,PHI,BUF,30.0,8,2.0,1.0,1.0,0.0,20.0,5.0,66.0,76.0,2.0,4.0,2.0,2.0,4.0,0.0,5.0,14.0,2.0,42.0
194,BAL,SEA,25.0,9,1.0,2.0,0.0,0.0,15.0,8.0,50.0,74.0,1.0,5.0,5.0,0.0,5.0,0.0,2.0,8.0,2.0,47.0
