,Home,Away,Incomplete Passes,Touchbacks,Interceptions,Fumble Forced,Fumble  Forced,Safety,Penalty,Tackled For Loss,Rush Attempts,Pass Attempts,Sack,Touchdowns,Pass Touchdowns,Rush Touchdowns,Extra Point Attempts,Two Point Attempts,Field Goal Attempts,Punt Attempts,Fumble,Complete Passes
65,WAS,NE,22.0,10,2.0,2.0,1.0,0.0,13.0,6.0,47.0,80.0,10.0,5.0,3.0,2.0,5.0,0.0,2.0,16.0,3.0,46.0
66,TEN,BUF,17.0,6,1.0,0.0,1.0,0.0,19.0,6.0,54.0,63.0,9.0,3.0,2.0,1.0,3.0,0.0,4.0,12.0,1.0,36.0
67,PIT,BAL,15.0,9,4.0,2.0,1.0,0.0,22.0,7.0,59.0,65.0,6.0,4.0,2.0,2.0,4.0,0.0,7.0,7.0,3.0,40.0
68,CIN,ARI,23.0,7,0.0,0.0,1.0,0.0,19.0,4.0,61.0,72.0,2.0,4.0,2.0,2.0,4.0,0.0,8.0,6.0,1.0,47.0
69,HOU,ATL,18.0,9,1.0,4.0,2.0,0.0,16.0,5.0,54.0,82.0,2.0,11.0,8.0,2.0,10.0,1.0,3.0,6.0,6.0,60.0
70,NO,TB,19.0,8,1.0,1.0,1.0,0.0,10.0,1.0,53.0,69.0,6.0,7.0,6.0,1.0,7.0,0.0,2.0,9.0,2.0,43.0
71,NYG,MIN,21.0,8,1.0,2.0,1.0,1.0,17.0,7.0,54.0,72.0,7.0,3.0,3.0,0.0,3.0,0.0,5.0,4.0,3.0,43.0
72,OAK,CHI,13.0,6,2.0,1.0,1.0,0.0,16.0,2.0,56.0,66.0,4.0,6.0,2.0,4.0,6.0,0.0,1.0,9.0,2.0,47.0
73,PHI,NYJ,21.0,5,2.0,3.0,2.0,0.0,18.0,6.0,48.0,67.0,11.0,5.0,1.0,2.0,4.0,1.0,2.0,13.0,5.0,32.0
74,LAC,DEN,19.0,8,3.0,3.0,1.0,0.0,16.0,3.0,48.0,71.0,3.0,3.0,1.0,1.0,3.0,0.0,6.0,9.0,4.0,46.0
75,DAL,GB,26.0,9,3.0,1.0,0.0,0.0,19.0,5.0,50.0,83.0,5.0,7.0,2.0,5.0,7.0,0.0,5.0,9.0,1.0,49.0
76,KC,IND,27.0,6,1.0,1.0,0.0,0.0,18.0,6.0,59.0,72.0,4.0,2.0,1.0,1.0,2.0,0.0,6.0,7.0,1.0,40.0
77,SF,CLE,22.0,5,2.0,3.0,1.0,0.0,11.0,5.0,58.0,59.0,6.0,4.0,2.0,2.0,4.0,0.0,5.0,11.0,4.0,29.0
78,NE,NYG,22.0,6,4.0,2.0,1.0,0.0,8.0,1.0,50.0,76.0,4.0,7.0,1.0,3.0,7.0,0.0,1.0,9.0,3.0,46.0
79,TB,CAR,31.0,14,5.0,3.0,2.0,0.0,12.0,5.0,44.0,96.0,9.0,7.0,3.0,4.0,5.0,2.0,6.0,13.0,5.0,50.0
80,MIA,WAS,26.0,5,2.0,1.0,2.0,0.0,11.0,2.0,54.0,74.0,5.0,4.0,3.0,1.0,3.0,1.0,3.0,14.0,3.0,40.0
81,MIN,PHI,19.0,11,3.0,2.0,0.0,0.0,11.0,10.0,57.0,73.0,3.0,7.0,6.0,1.0,7.0,0.0,3.0,6.0,2.0,48.0
82,KC,HOU,25.0,8,3.0,2.0,0.0,0.0,21.0,2.0,52.0,79.0,1.0,7.0,4.0,3.0,6.0,1.0,4.0,2.0,2.0,49.0
83,JAX,NO,26.0,6,1.0,1.0,0.0,0.0,5.0,3.0,50.0,70.0,5.0,1.0,1.0,0.0,1.0,0.0,4.0,11.0,1.0,38.0
84,CLE,SEA,22.0,10,3.0,3.0,0.0,0.0,19.0,7.0,63.0,74.0,3.0,8.0,3.0,5.0,6.0,2.0,2.0,6.0,3.0,45.0
85,BAL,CIN,29.0,6,1.0,1.0,0.0,0.0,14.0,4.0,57.0,75.0,3.0,4.0,0.0,3.0,4.0,0.0,4.0,7.0,1.0,42.0
86,LA,SF,19.0,4,1.0,2.0,1.0,0.0,12.0,6.0,63.0,63.0,6.0,3.0,0.0,3.0,3.0,0.0,3.0,9.0,3.0,37.0
87,ARI,ATL,16.0,8,0.0,1.0,0.0,0.0,16.0,3.0,54.0,75.0,2.0,8.0,7.0,1.0,8.0,0.0,4.0,6.0,1.0,57.0
88,NYJ,DAL,20.0,6,1.0,0.0,0.0,0.0,17.0,5.0,54.0,76.0,3.0,5.0,2.0,3.0,4.0,1.0,5.0,7.0,0.0,51.0
89,DEN,TEN,20.0,6,4.0,2.0,1.0,0.0,14.0,6.0,51.0,70.0,8.0,1.0,0.0,1.0,1.0,0.0,3.0,17.0,3.0,38.0
90,LAC,PIT,20.0,3,3.0,0.0,2.0,0.0,14.0,5.0,50.0,65.0,1.0,5.0,3.0,1.0,5.0,0.0,3.0,7.0,2.0,41.0
91,GB,DET,28.0,3,1.0,2.0,1.0,0.0,14.0,0.0,49.0,75.0,4.0,3.0,2.0,1.0,3.0,0.0,8.0,7.0,3.0,42.0
92,DEN,KC,23.0,9,0.0,3.0,1.0,0.0,10.0,3.0,49.0,74.0,10.0,4.0,2.0,1.0,3.0,1.0,4.0,13.0,4.0,41.0
93,BUF,MIA,21.0,10,1.0,2.0,1.0,0.0,15.0,7.0,54.0,64.0,3.0,6.0,3.0,2.0,5.0,1.0,3.0,7.0,3.0,39.0
94,CIN,JAX,35.0,7,3.0,1.0,1.0,0.0,17.0,9.0,64.0,80.0,4.0,4.0,2.0,1.0,3.0,1.0,5.0,12.0,2.0,37.0
95,DET,MIN,24.0,9,1.0,2.0,0.0,0.0,14.0,5.0,57.0,82.0,2.0,10.0,8.0,2.0,9.0,1.0,2.0,5.0,2.0,54.0
96,GB,OAK,12.0,8,1.0,1.0,0.0,0.0,11.0,2.0,54.0,63.0,1.0,9.0,8.0,1.0,9.0,0.0,1.0,5.0,1.0,49.0
97,ATL,LA,25.0,8,1.0,4.0,0.0,0.0,10.0,9.0,51.0,76.0,5.0,5.0,3.0,1.0,5.0,0.0,6.0,8.0,4.0,45.0
98,IND,HOU,23.0,6,2.0,0.0,1.0,1.0,16.0,4.0,50.0,78.0,4.0,6.0,5.0,1.0,6.0,0.0,3.0,6.0,1.0,49.0
99,WAS,SF,11.0,2,1.0,1.0,1.0,0.0,9.0,7.0,65.0,38.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,2.0,21.0
100,NYG,ARI,19.0,6,1.0,3.0,0.0,0.0,16.0,9.0,60.0,66.0,10.0,6.0,1.0,4.0,6.0,0.0,3.0,8.0,3.0,36.0
101,TEN,LAC,19.0,7,1.0,3.0,1.0,0.0,11.0,5.0,50.0,71.0,3.0,5.0,4.0,1.0,5.0,0.0,3.0,4.0,4.0,48.0
102,CHI,NO,35.0,4,0.0,2.0,0.0,1.0,7.0,2.0,42.0,96.0,3.0,7.0,4.0,2.0,6.0,1.0,5.0,11.0,2.0,57.0
103,SEA,BAL,31.0,7,1.0,1.0,2.0,0.0,10.0,8.0,61.0,63.0,2.0,4.0,1.0,1.0,4.0,0.0,7.0,6.0,3.0,29.0
104,DAL,PHI,14.0,9,2.0,4.0,1.0,0.0,11.0,4.0,64.0,59.0,6.0,5.0,2.0,3.0,5.0,0.0,4.0,6.0,5.0,37.0
105,NYJ,NE,30.0,4,5.0,1.0,2.0,1.0,15.0,7.0,54.0,78.0,1.0,4.0,1.0,3.0,4.0,0.0,1.0,12.0,3.0,42.0
106,MIN,WAS,8.0,8,1.0,3.0,0.0,0.0,11.0,3.0,54.0,54.0,7.0,1.0,0.0,1.0,1.0,0.0,7.0,2.0,3.0,38.0
107,ATL,SEA,18.0,7,1.0,2.0,0.0,0.0,14.0,5.0,50.0,78.0,4.0,5.0,3.0,2.0,3.0,2.0,6.0,5.0,2.0,53.0
108,IND,DEN,22.0,5,0.0,3.0,0.0,0.0,20.0,9.0,59.0,64.0,7.0,2.0,0.0,2.0,2.0,0.0,6.0,12.0,3.0,35.0
109,TEN,TB,32.0,9,2.0,4.0,1.0,0.0,15.0,10.0,51.0,84.0,6.0,5.0,5.0,0.0,3.0,2.0,5.0,8.0,5.0,42.0
110,NO,ARI,23.0,9,1.0,0.0,1.0,0.0,7.0,3.0,40.0,81.0,4.0,4.0,3.0,1.0,4.0,0.0,5.0,7.0,1.0,53.0
111,LA,CIN,34.0,7,0.0,0.0,0.0,0.0,15.0,3.0,48.0,88.0,5.0,4.0,3.0,1.0,4.0,0.0,2.0,10.0,0.0,49.0
112,BUF,PHI,25.0,8,0.0,5.0,0.0,0.0,12.0,6.0,62.0,65.0,7.0,6.0,3.0,3.0,5.0,1.0,2.0,10.0,5.0,33.0
113,CHI,LAC,20.0,3,2.0,0.0,1.0,0.0,13.0,5.0,50.0,69.0,5.0,3.0,1.0,2.0,3.0,0.0,7.0,8.0,1.0,42.0
114,DET,NYG,19.0,4,1.0,3.0,0.0,0.0,12.0,3.0,49.0,81.0,7.0,8.0,7.0,0.0,7.0,1.0,2.0,5.0,3.0,53.0
115,JAX,NYJ,18.0,6,3.0,3.0,1.0,0.0,19.0,6.0,48.0,75.0,10.0,5.0,5.0,0.0,4.0,1.0,3.0,9.0,4.0,43.0
116,SF,CAR,18.0,6,4.0,0.0,1.0,1.0,13.0,6.0,58.0,70.0,10.0,8.0,2.0,6.0,6.0,2.0,2.0,10.0,1.0,37.0
117,HOU,OAK,24.0,10,0.0,1.0,0.0,0.0,18.0,9.0,55.0,72.0,3.0,6.0,6.0,0.0,6.0,0.0,3.0,10.0,1.0,45.0
118,NE,CLE,26.0,5,1.0,1.0,2.0,0.0,17.0,5.0,49.0,75.0,8.0,4.0,3.0,0.0,4.0,0.0,6.0,9.0,3.0,40.0
119,KC,GB,22.0,4,0.0,1.0,0.0,0.0,7.0,0.0,46.0,76.0,7.0,7.0,5.0,2.0,7.0,0.0,3.0,6.0,1.0,47.0
120,PIT,MIA,26.0,4,3.0,4.0,0.0,0.0,14.0,4.0,48.0,76.0,6.0,5.0,4.0,1.0,5.0,0.0,3.0,5.0,4.0,41.0
121,ARI,SF,16.0,3,0.0,0.0,0.0,0.0,17.0,9.0,54.0,66.0,4.0,7.0,6.0,1.0,6.0,1.0,1.0,10.0,0.0,45.0
122,JAX,HOU,24.0,7,2.0,4.0,0.0,0.0,11.0,2.0,49.0,80.0,5.0,3.0,2.0,1.0,3.0,0.0,4.0,6.0,4.0,49.0
123,PHI,CHI,24.0,5,0.0,0.0,2.0,0.0,17.0,4.0,53.0,67.0,7.0,4.0,1.0,3.0,4.0,0.0,3.0,13.0,2.0,36.0
124,PIT,IND,17.0,5,2.0,5.0,1.0,1.0,12.0,6.0,54.0,73.0,6.0,5.0,4.0,0.0,4.0,1.0,6.0,4.0,6.0,47.0
125,MIA,NYJ,23.0,5,1.0,0.0,1.0,2.0,16.0,7.0,45.0,82.0,7.0,4.0,4.0,0.0,4.0,0.0,6.0,8.0,1.0,51.0
126,KC,MIN,29.0,7,0.0,3.0,1.0,0.0,7.0,3.0,45.0,79.0,6.0,5.0,4.0,1.0,5.0,0.0,5.0,13.0,4.0,44.0
127,CAR,TEN,24.0,4,3.0,1.0,0.0,0.0,17.0,3.0,54.0,79.0,7.0,7.0,3.0,4.0,6.0,1.0,5.0,7.0,1.0,44.0
128,BUF,WAS,13.0,4,0.0,2.0,1.0,0.0,5.0,4.0,62.0,48.0,6.0,3.0,1.0,2.0,3.0,0.0,4.0,8.0,3.0,29.0
129,SEA,TB,29.0,12,0.0,3.0,0.0,0.0,14.0,7.0,48.0,93.0,5.0,9.0,7.0,2.0,7.0,1.0,7.0,7.0,3.0,58.0
130,OAK,DET,25.0,6,1.0,0.0,4.0,0.0,15.0,2.0,55.0,75.0,3.0,7.0,5.0,2.0,7.0,0.0,3.0,4.0,4.0,46.0
131,LAC,GB,19.0,2,0.0,0.0,0.0,0.0,13.0,1.0,50.0,68.0,5.0,3.0,1.0,2.0,2.0,1.0,6.0,6.0,0.0,44.0
132,DEN,CLE,23.0,8,0.0,1.0,0.0,0.0,12.0,6.0,49.0,67.0,5.0,4.0,3.0,1.0,4.0,0.0,5.0,7.0,1.0,39.0
133,BAL,NE,21.0,7,1.0,2.0,2.0,0.0,11.0,3.0,58.0,72.0,3.0,7.0,2.0,4.0,7.0,0.0,3.0,7.0,4.0,47.0
134,NYG,DAL,26.0,3,2.0,3.0,1.0,0.0,18.0,4.0,52.0,81.0,5.0,5.0,4.0,0.0,5.0,0.0,8.0,5.0,4.0,48.0
135,OAK,LAC,21.0,3,3.0,1.0,0.0,0.0,20.0,4.0,51.0,70.0,8.0,6.0,3.0,2.0,6.0,0.0,4.0,7.0,1.0,38.0
136,CIN,BAL,16.0,8,2.0,2.0,1.0,0.0,6.0,5.0,63.0,55.0,3.0,8.0,4.0,2.0,8.0,0.0,2.0,2.0,3.0,34.0
137,CLE,BUF,31.0,2,0.0,1.0,1.0,1.0,11.0,4.0,46.0,82.0,3.0,4.0,2.0,2.0,4.0,0.0,4.0,7.0,2.0,48.0
138,CHI,DET,25.0,1,1.0,0.0,1.0,0.0,15.0,2.0,51.0,76.0,7.0,4.0,4.0,0.0,4.0,0.0,2.0,15.0,1.0,43.0
139,NYJ,NYG,25.0,9,0.0,3.0,1.0,0.0,13.0,7.0,46.0,80.0,8.0,8.0,5.0,2.0,6.0,2.0,3.0,11.0,4.0,45.0
140,TEN,KC,21.0,7,0.0,2.0,1.0,0.0,17.0,3.0,52.0,76.0,6.0,8.0,5.0,2.0,7.0,1.0,5.0,5.0,3.0,49.0
141,TB,ARI,32.0,9,3.0,2.0,1.0,0.0,20.0,6.0,44.0,99.0,6.0,6.0,4.0,2.0,6.0,0.0,5.0,6.0,3.0,58.0
142,NO,ATL,27.0,6,1.0,0.0,0.0,0.0,19.0,2.0,45.0,88.0,7.0,2.0,2.0,0.0,2.0,0.0,7.0,6.0,0.0,53.0
143,IND,MIA,29.0,11,4.0,2.0,0.0,0.0,7.0,6.0,55.0,76.0,4.0,2.0,1.0,1.0,2.0,0.0,5.0,9.0,2.0,39.0
144,PIT,LA,33.0,4,3.0,6.0,2.0,1.0,23.0,8.0,50.0,87.0,7.0,3.0,1.0,0.0,3.0,0.0,3.0,17.0,8.0,44.0
145,GB,CAR,26.0,7,1.0,1.0,1.0,0.0,15.0,2.0,50.0,78.0,5.0,5.0,1.0,4.0,4.0,1.0,2.0,7.0,2.0,45.0
146,DAL,MIN,27.0,10,1.0,0.0,0.0,0.0,10.0,8.0,58.0,82.0,2.0,6.0,5.0,1.0,5.0,1.0,4.0,6.0,0.0,51.0
147,SF,SEA,30.0,10,2.0,6.0,0.0,0.0,14.0,5.0,61.0,91.0,10.0,5.0,2.0,1.0,4.0,1.0,6.0,12.0,6.0,48.0
148,CLE,PIT,32.0,5,4.0,1.0,0.0,0.0,14.0,9.0,51.0,81.0,5.0,4.0,3.0,1.0,4.0,0.0,3.0,13.0,1.0,40.0
149,CAR,ATL,25.0,8,4.0,1.0,2.0,0.0,11.0,3.0,41.0,91.0,8.0,3.0,1.0,1.0,2.0,1.0,5.0,7.0,3.0,53.0
150,DET,DAL,28.0,6,0.0,1.0,0.0,0.0,17.0,3.0,53.0,77.0,4.0,8.0,5.0,3.0,6.0,2.0,2.0,9.0,1.0,44.0
151,IND,JAX,21.0,5,2.0,1.0,1.0,0.0,11.0,2.0,45.0,77.0,5.0,6.0,3.0,3.0,5.0,1.0,2.0,9.0,2.0,48.0
152,MIA,BUF,25.0,5,0.0,2.0,1.0,0.0,11.0,3.0,47.0,86.0,7.0,7.0,3.0,3.0,6.0,1.0,3.0,11.0,3.0,53.0
153,BAL,HOU,18.0,5,1.0,1.0,1.0,0.0,13.0,3.0,57.0,64.0,7.0,6.0,4.0,2.0,6.0,0.0,4.0,3.0,2.0,38.0
154,MIN,DEN,27.0,8,1.0,2.0,2.0,0.0,11.0,5.0,51.0,83.0,7.0,6.0,4.0,2.0,5.0,1.0,4.0,8.0,4.0,47.0
155,WAS,NYJ,26.0,2,2.0,3.0,2.0,0.0,16.0,1.0,53.0,76.0,8.0,7.0,6.0,1.0,5.0,2.0,3.0,10.0,5.0,38.0
