,Home,Away,Incomplete Passes,Touchbacks,Interceptions,Fumble Forced,Fumble Not Forced,Safety,Penalty,Tackled For Loss,Rush Attempts,Pass Attempts,Sack,Touchdowns,Pass Touchdowns,Rush Touchdowns,Extra Point Attempts,Two Point Attempts,Field Goal Attempts,Punt Attempts,Fumble,Complete Passes
51,TEN,DEN,25.0,3,1.0,2.0,1.0,0.0,16.0,8.0,43.0,86.0,8.0,4.0,3.0,0.0,4.0,0.0,7.0,11.0,3.0,52.0
52,GB,DET,21.0,1,4.0,3.0,1.0,0.0,16.0,3.0,42.0,76.0,5.0,6.0,5.0,0.0,5.0,0.0,5.0,5.0,4.0,46.0
53,ATL,SF,24.0,2,4.0,2.0,1.0,0.0,10.0,3.0,52.0,79.0,4.0,3.0,2.0,0.0,2.0,0.0,3.0,10.0,3.0,47.0
54,NO,CAR,25.0,3,0.0,4.0,0.0,0.0,8.0,8.0,52.0,74.0,5.0,3.0,2.0,1.0,3.0,0.0,3.0,9.0,4.0,44.0
55,LA,SEA,32.0,2,2.0,1.0,0.0,0.0,11.0,9.0,52.0,86.0,8.0,2.0,2.0,0.0,2.0,0.0,3.0,14.0,1.0,44.0
56,JAC,IND,17.0,1,1.0,2.0,0.0,0.0,10.0,3.0,54.0,69.0,1.0,8.0,4.0,4.0,8.0,0.0,1.0,6.0,2.0,50.0
57,OAK,HOU,26.0,7,2.0,2.0,0.0,0.0,7.0,4.0,61.0,72.0,4.0,7.0,4.0,3.0,7.0,0.0,3.0,11.0,2.0,40.0
58,PHI,WAS,24.0,3,2.0,3.0,1.0,0.0,13.0,3.0,60.0,64.0,2.0,3.0,2.0,1.0,2.0,1.0,3.0,10.0,4.0,35.0
59,LAC,ARI,16.0,1,2.0,2.0,0.0,0.0,10.0,5.0,52.0,59.0,10.0,6.0,2.0,2.0,4.0,0.0,4.0,6.0,2.0,31.0
60,NYG,CHI,21.0,4,2.0,5.0,1.0,0.0,14.0,6.0,48.0,68.0,12.0,2.0,0.0,2.0,2.0,0.0,3.0,16.0,6.0,33.0
61,MIA,NE,15.0,5,4.0,0.0,1.0,0.0,8.0,4.0,52.0,74.0,5.0,7.0,3.0,1.0,5.0,0.0,3.0,5.0,1.0,50.0
62,BUF,JAC,13.0,1,1.0,3.0,2.0,0.0,10.0,7.0,61.0,56.0,5.0,6.0,6.0,0.0,5.0,1.0,7.0,4.0,5.0,36.0
63,BAL,DEN,26.0,5,0.0,1.0,0.0,0.0,15.0,4.0,60.0,65.0,2.0,6.0,2.0,4.0,6.0,0.0,2.0,11.0,1.0,37.0
64,IND,KC,30.0,1,1.0,2.0,1.0,0.0,9.0,8.0,58.0,75.0,2.0,1.0,0.0,1.0,1.0,0.0,8.0,6.0,3.0,42.0
65,WAS,GB,40.0,1,2.0,1.0,1.0,0.0,13.0,4.0,38.0,104.0,9.0,2.0,2.0,0.0,2.0,0.0,8.0,14.0,2.0,53.0
66,DET,LA,33.0,1,2.0,1.0,1.0,0.0,18.0,5.0,54.0,82.0,2.0,6.0,4.0,0.0,4.0,0.0,5.0,7.0,1.0,46.0
67,CAR,CHI,22.0,2,7.0,1.0,3.0,0.0,12.0,7.0,67.0,59.0,8.0,2.0,0.0,2.0,2.0,0.0,6.0,15.0,4.0,22.0
68,CIN,TB,24.0,3,4.0,2.0,3.0,0.0,12.0,5.0,51.0,74.0,3.0,5.0,3.0,1.0,3.0,1.0,3.0,12.0,5.0,44.0
69,HOU,NYG,30.0,1,3.0,2.0,2.0,0.0,17.0,8.0,47.0,79.0,3.0,5.0,3.0,2.0,5.0,0.0,3.0,11.0,4.0,43.0
70,CLE,ATL,24.0,2,2.0,2.0,3.0,0.0,13.0,4.0,52.0,72.0,5.0,3.0,2.0,0.0,2.0,0.0,4.0,9.0,4.0,41.0
71,ARI,NO,22.0,3,4.0,6.0,1.0,0.0,9.0,4.0,47.0,73.0,5.0,5.0,2.0,0.0,3.0,0.0,6.0,8.0,6.0,43.0
72,DAL,TEN,25.0,5,3.0,1.0,0.0,0.0,16.0,2.0,50.0,80.0,9.0,7.0,5.0,2.0,7.0,0.0,5.0,7.0,1.0,43.0
73,OAK,LAC,26.0,3,0.0,7.0,0.0,1.0,19.0,6.0,56.0,74.0,7.0,7.0,3.0,2.0,4.0,1.0,4.0,7.0,7.0,41.0
74,SF,PHI,22.0,2,2.0,5.0,1.0,1.0,15.0,4.0,49.0,76.0,6.0,6.0,4.0,1.0,5.0,0.0,5.0,7.0,5.0,46.0
75,NYJ,MIN,42.0,0,1.0,2.0,2.0,0.0,14.0,3.0,56.0,85.0,6.0,5.0,3.0,1.0,3.0,1.0,5.0,14.0,4.0,35.0
76,GB,MIA,29.0,0,2.0,0.0,1.0,0.0,11.0,3.0,60.0,77.0,5.0,4.0,3.0,1.0,4.0,0.0,5.0,9.0,1.0,41.0
77,LA,LAC,27.0,5,1.0,0.0,0.0,0.0,12.0,3.0,52.0,78.0,10.0,4.0,2.0,2.0,4.0,0.0,4.0,12.0,0.0,40.0
78,NE,BAL,23.0,7,2.0,1.0,0.0,0.0,17.0,4.0,60.0,85.0,6.0,4.0,3.0,1.0,4.0,0.0,5.0,15.0,1.0,54.0
79,PIT,CLE,18.0,2,3.0,1.0,2.0,0.0,8.0,4.0,57.0,65.0,5.0,5.0,4.0,1.0,5.0,0.0,1.0,11.0,3.0,39.0
80,HOU,KC,17.0,3,0.0,0.0,0.0,0.0,10.0,2.0,60.0,65.0,3.0,9.0,5.0,4.0,9.0,0.0,1.0,8.0,0.0,45.0
81,NYG,DET,30.0,2,1.0,5.0,1.0,0.0,13.0,5.0,51.0,83.0,4.0,6.0,4.0,2.0,6.0,0.0,2.0,11.0,6.0,48.0
82,PHI,ATL,23.0,4,2.0,1.0,0.0,0.0,11.0,7.0,57.0,75.0,4.0,6.0,5.0,1.0,6.0,0.0,6.0,8.0,1.0,46.0
83,TB,NO,30.0,1,1.0,5.0,0.0,0.0,14.0,4.0,50.0,81.0,1.0,5.0,4.0,1.0,4.0,1.0,4.0,4.0,5.0,48.0
84,CHI,SEA,37.0,3,0.0,1.0,1.0,1.0,7.0,4.0,45.0,85.0,6.0,5.0,1.0,3.0,4.0,0.0,3.0,18.0,2.0,42.0
85,DEN,NYJ,31.0,9,2.0,2.0,2.0,0.0,11.0,7.0,67.0,67.0,3.0,5.0,2.0,3.0,5.0,0.0,4.0,11.0,4.0,31.0
86,SF,OAK,28.0,3,2.0,2.0,0.0,0.0,19.0,3.0,61.0,58.0,4.0,2.0,2.0,0.0,2.0,0.0,4.0,14.0,2.0,24.0
87,MIN,DAL,11.0,0,2.0,0.0,1.0,0.0,16.0,4.0,56.0,54.0,3.0,6.0,4.0,1.0,6.0,0.0,1.0,10.0,1.0,38.0
88,WAS,IND,27.0,1,2.0,4.0,0.0,0.0,10.0,7.0,53.0,87.0,4.0,6.0,3.0,3.0,6.0,0.0,6.0,10.0,4.0,54.0
89,JAC,TEN,19.0,1,3.0,0.0,2.0,0.0,15.0,8.0,64.0,59.0,2.0,3.0,2.0,1.0,3.0,0.0,4.0,5.0,2.0,35.0
90,ATL,CIN,22.0,0,1.0,3.0,0.0,0.0,10.0,6.0,51.0,88.0,3.0,9.0,6.0,2.0,6.0,2.0,4.0,6.0,3.0,60.0
91,MIA,PIT,21.0,4,0.0,5.0,0.0,0.0,8.0,5.0,48.0,67.0,4.0,3.0,3.0,0.0,3.0,0.0,8.0,6.0,5.0,42.0
92,BAL,BUF,27.0,6,2.0,4.0,1.0,0.0,10.0,4.0,64.0,77.0,3.0,8.0,7.0,1.0,8.0,0.0,5.0,7.0,5.0,45.0
93,KC,JAC,19.0,2,2.0,2.0,0.0,0.0,13.0,7.0,65.0,54.0,2.0,8.0,4.0,3.0,7.0,0.0,2.0,6.0,2.0,31.0
94,NO,CLE,22.0,3,4.0,1.0,2.0,0.0,9.0,6.0,46.0,77.0,4.0,5.0,2.0,1.0,3.0,0.0,4.0,8.0,3.0,47.0
95,CHI,WAS,23.0,1,6.0,7.0,1.0,0.0,13.0,7.0,44.0,78.0,6.0,4.0,2.0,0.0,2.0,0.0,2.0,14.0,8.0,43.0
96,CAR,SF,29.0,6,2.0,2.0,1.0,0.0,15.0,8.0,56.0,76.0,3.0,4.0,3.0,0.0,3.0,0.0,5.0,10.0,3.0,42.0
97,TEN,PHI,32.0,10,4.0,3.0,0.0,0.0,16.0,4.0,50.0,83.0,4.0,5.0,4.0,0.0,4.0,0.0,7.0,9.0,3.0,43.0
98,TB,LA,30.0,0,0.0,3.0,0.0,0.0,18.0,1.0,54.0,70.0,4.0,3.0,3.0,0.0,2.0,1.0,5.0,8.0,3.0,36.0
99,SEA,ARI,38.0,4,1.0,3.0,2.0,0.0,15.0,6.0,56.0,78.0,7.0,2.0,1.0,1.0,2.0,0.0,6.0,10.0,5.0,32.0
100,LAC,NE,28.0,1,1.0,1.0,3.0,0.0,13.0,3.0,41.0,88.0,6.0,4.0,2.0,2.0,4.0,0.0,6.0,6.0,4.0,53.0
101,DEN,OAK,24.0,12,1.0,5.0,1.0,0.0,15.0,5.0,69.0,55.0,6.0,10.0,4.0,5.0,9.0,0.0,1.0,11.0,5.0,24.0
102,GB,MIN,22.0,1,5.0,1.0,1.0,0.0,8.0,4.0,59.0,65.0,1.0,7.0,3.0,3.0,6.0,0.0,1.0,4.0,2.0,37.0
103,DAL,NYG,26.0,6,3.0,4.0,1.0,0.0,11.0,2.0,50.0,80.0,4.0,9.0,7.0,1.0,7.0,1.0,4.0,9.0,5.0,46.0
104,SF,DEN,18.0,0,1.0,1.0,2.0,0.0,14.0,3.0,59.0,63.0,4.0,5.0,2.0,3.0,5.0,0.0,3.0,13.0,3.0,40.0
105,DAL,JAC,15.0,3,4.0,1.0,1.0,0.0,9.0,5.0,56.0,75.0,5.0,7.0,5.0,2.0,7.0,0.0,1.0,8.0,2.0,51.0
106,CIN,MIA,32.0,0,2.0,0.0,1.0,0.0,8.0,3.0,57.0,75.0,0.0,3.0,2.0,1.0,3.0,0.0,5.0,13.0,1.0,41.0
107,KC,BUF,35.0,5,1.0,3.0,0.0,0.0,10.0,3.0,78.0,80.0,6.0,2.0,2.0,0.0,2.0,0.0,5.0,13.0,3.0,38.0
108,DET,WAS,33.0,3,2.0,2.0,2.0,0.0,17.0,7.0,44.0,94.0,8.0,8.0,5.0,1.0,3.0,4.0,3.0,18.0,4.0,47.0
109,LA,CAR,18.0,1,3.0,2.0,1.0,0.0,13.0,8.0,46.0,74.0,5.0,3.0,3.0,0.0,3.0,0.0,4.0,10.0,3.0,48.0
110,NYJ,GB,39.0,1,2.0,2.0,1.0,0.0,10.0,2.0,55.0,76.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,13.0,3.0,31.0
111,LAC,TEN,26.0,3,1.0,0.0,0.0,1.0,18.0,7.0,53.0,74.0,1.0,7.0,4.0,3.0,6.0,1.0,3.0,10.0,0.0,45.0
112,NE,MIN,22.0,3,1.0,0.0,0.0,0.0,11.0,7.0,55.0,67.0,1.0,6.0,2.0,4.0,5.0,1.0,1.0,9.0,0.0,42.0
113,ARI,TB,19.0,3,4.0,2.0,1.0,0.0,12.0,5.0,53.0,68.0,3.0,10.0,3.0,4.0,7.0,0.0,2.0,10.0,3.0,42.0
114,OAK,SEA,30.0,4,1.0,1.0,1.0,0.0,18.0,8.0,58.0,69.0,10.0,3.0,2.0,1.0,3.0,0.0,8.0,14.0,2.0,28.0
115,NO,PIT,19.0,1,2.0,3.0,0.0,0.0,7.0,6.0,42.0,77.0,5.0,3.0,2.0,1.0,3.0,0.0,4.0,8.0,3.0,51.0
116,IND,HOU,34.0,1,1.0,2.0,1.0,0.0,14.0,5.0,46.0,87.0,4.0,5.0,3.0,1.0,4.0,0.0,4.0,9.0,3.0,48.0
117,DET,NYJ,33.0,1,1.0,3.0,3.0,0.0,22.0,6.0,58.0,79.0,3.0,5.0,3.0,2.0,5.0,0.0,3.0,16.0,6.0,42.0
118,BAL,MIA,16.0,4,3.0,1.0,3.0,0.0,9.0,7.0,56.0,68.0,6.0,3.0,2.0,1.0,3.0,0.0,7.0,3.0,4.0,43.0
119,CLE,NE,23.0,1,1.0,2.0,1.0,0.0,7.0,3.0,64.0,58.0,1.0,6.0,2.0,4.0,6.0,0.0,2.0,8.0,3.0,33.0
120,HOU,LAC,15.0,1,2.0,2.0,0.0,0.0,10.0,5.0,61.0,58.0,3.0,6.0,4.0,2.0,5.0,1.0,3.0,5.0,2.0,38.0
121,BUF,CHI,31.0,3,2.0,2.0,0.0,0.0,11.0,7.0,50.0,84.0,2.0,6.0,3.0,3.0,4.0,2.0,1.0,7.0,2.0,48.0
122,MIN,ARI,20.0,1,2.0,2.0,0.0,0.0,18.0,7.0,41.0,83.0,9.0,6.0,3.0,1.0,5.0,0.0,3.0,12.0,2.0,52.0
123,ATL,TB,21.0,1,2.0,0.0,0.0,0.0,9.0,7.0,60.0,59.0,1.0,6.0,3.0,2.0,6.0,0.0,2.0,6.0,0.0,35.0
124,CAR,NO,33.0,4,2.0,1.0,1.0,0.0,17.0,2.0,56.0,84.0,5.0,4.0,2.0,1.0,3.0,0.0,4.0,12.0,2.0,44.0
125,SEA,NYG,20.0,1,2.0,2.0,1.0,0.0,14.0,4.0,61.0,55.0,0.0,6.0,4.0,2.0,6.0,0.0,2.0,6.0,3.0,33.0
126,PHI,IND,31.0,5,2.0,0.0,1.0,0.0,21.0,4.0,50.0,87.0,6.0,5.0,2.0,3.0,5.0,0.0,5.0,9.0,1.0,48.0
127,OAK,KC,28.0,4,2.0,4.0,2.0,0.0,27.0,4.0,60.0,76.0,7.0,4.0,3.0,0.0,4.0,0.0,6.0,15.0,5.0,39.0
128,GB,DAL,17.0,1,2.0,4.0,2.0,0.0,7.0,6.0,49.0,70.0,5.0,7.0,4.0,1.0,5.0,0.0,2.0,8.0,6.0,46.0
129,CIN,PIT,22.0,1,2.0,4.0,0.0,0.0,10.0,7.0,50.0,69.0,5.0,6.0,4.0,2.0,6.0,0.0,5.0,10.0,4.0,40.0
130,ATL,BAL,29.0,7,1.0,1.0,1.0,0.0,7.0,2.0,44.0,89.0,4.0,6.0,6.0,0.0,5.0,1.0,2.0,9.0,2.0,54.0
131,BUF,DET,32.0,1,1.0,3.0,1.0,0.0,15.0,8.0,59.0,77.0,2.0,3.0,2.0,1.0,2.0,1.0,4.0,15.0,4.0,41.0
132,TB,CAR,19.0,2,0.0,1.0,2.0,0.0,17.0,8.0,61.0,56.0,3.0,5.0,2.0,3.0,5.0,0.0,4.0,9.0,3.0,34.0
133,JAC,HOU,17.0,5,0.0,2.0,1.0,0.0,16.0,3.0,57.0,65.0,2.0,7.0,4.0,3.0,7.0,0.0,4.0,7.0,3.0,46.0
134,IND,CIN,24.0,2,3.0,2.0,0.0,0.0,9.0,6.0,42.0,83.0,5.0,4.0,2.0,1.0,3.0,0.0,4.0,11.0,2.0,51.0
135,CLE,NYJ,29.0,2,1.0,2.0,0.0,0.0,13.0,4.0,70.0,80.0,5.0,5.0,3.0,2.0,4.0,0.0,7.0,8.0,2.0,45.0
136,MIA,TEN,31.0,7,2.0,3.0,0.0,0.0,10.0,3.0,56.0,78.0,3.0,5.0,3.0,2.0,4.0,1.0,4.0,8.0,3.0,42.0
137,CHI,MIN,21.0,3,5.0,1.0,0.0,0.0,13.0,9.0,61.0,67.0,1.0,4.0,4.0,0.0,4.0,0.0,6.0,8.0,1.0,40.0
138,DEN,KC,32.0,4,0.0,3.0,0.0,0.0,9.0,2.0,53.0,94.0,4.0,11.0,9.0,1.0,8.0,2.0,3.0,5.0,3.0,56.0
139,SF,LA,23.0,3,0.0,2.0,0.0,0.0,26.0,6.0,50.0,78.0,8.0,4.0,2.0,2.0,4.0,0.0,5.0,18.0,2.0,47.0
140,ARI,SEA,34.0,5,2.0,1.0,0.0,0.0,16.0,3.0,45.0,93.0,7.0,5.0,2.0,3.0,4.0,1.0,7.0,7.0,1.0,49.0
141,NYG,DAL,21.0,4,3.0,1.0,1.0,0.0,13.0,2.0,55.0,71.0,1.0,6.0,5.0,0.0,5.0,0.0,5.0,7.0,2.0,46.0
142,PIT,NE,31.0,3,1.0,0.0,0.0,0.0,16.0,2.0,42.0,97.0,5.0,8.0,6.0,1.0,5.0,2.0,4.0,10.0,0.0,60.0
143,WAS,PHI,19.0,4,3.0,2.0,1.0,0.0,12.0,3.0,56.0,62.0,3.0,12.0,6.0,5.0,11.0,0.0,1.0,10.0,3.0,37.0
144,MIA,CHI,19.0,2,2.0,1.0,2.0,0.0,10.0,9.0,53.0,63.0,9.0,1.0,0.0,1.0,1.0,0.0,3.0,11.0,3.0,33.0
145,CAR,BAL,22.0,6,2.0,4.0,2.0,0.0,10.0,7.0,53.0,67.0,6.0,5.0,2.0,1.0,3.0,0.0,5.0,14.0,6.0,37.0
146,KC,ARI,30.0,9,0.0,0.0,0.0,0.0,16.0,1.0,49.0,72.0,2.0,5.0,3.0,2.0,5.0,0.0,3.0,12.0,0.0,40.0
147,TEN,WAS,28.0,3,2.0,2.0,1.0,0.0,14.0,9.0,58.0,79.0,4.0,2.0,1.0,0.0,1.0,0.0,9.0,9.0,3.0,45.0
148,MIN,GB,29.0,0,1.0,1.0,1.0,0.0,7.0,5.0,48.0,74.0,4.0,4.0,4.0,0.0,4.0,0.0,2.0,10.0,2.0,40.0
149,DAL,DET,20.0,4,1.0,3.0,0.0,1.0,16.0,5.0,50.0,76.0,5.0,7.0,5.0,1.0,6.0,0.0,1.0,10.0,3.0,50.0
150,JAC,CLE,21.0,2,5.0,3.0,0.0,0.0,7.0,2.0,54.0,72.0,10.0,5.0,3.0,1.0,4.0,0.0,5.0,7.0,3.0,36.0
151,NYJ,HOU,29.0,0,1.0,2.0,0.0,0.0,7.0,5.0,57.0,75.0,4.0,6.0,4.0,2.0,6.0,0.0,6.0,10.0,2.0,41.0
152,CIN,BUF,24.0,2,4.0,1.0,0.0,0.0,17.0,5.0,55.0,74.0,3.0,11.0,6.0,3.0,9.0,0.0,3.0,3.0,1.0,43.0
153,PIT,OAK,32.0,2,2.0,4.0,0.0,0.0,21.0,4.0,49.0,80.0,8.0,5.0,3.0,2.0,5.0,0.0,1.0,15.0,4.0,38.0
154,LA,ATL,27.0,1,1.0,0.0,0.0,0.0,10.0,3.0,43.0,82.0,0.0,5.0,4.0,1.0,4.0,1.0,5.0,9.0,0.0,53.0
155,NO,SEA,24.0,5,2.0,2.0,0.0,0.0,11.0,6.0,46.0,87.0,0.0,6.0,5.0,1.0,6.0,0.0,5.0,3.0,2.0,61.0
