,Home,Away,Incomplete Passes,Touchbacks,Interceptions,Fumble Forced,Fumble Not Forced,Safety,Penalty,Tackled For Loss,Rush Attempts,Pass Attempts,Sack,Touchdowns,Pass Touchdowns,Rush Touchdowns,Extra Point Attempts,Two Point Attempts,Field Goal Attempts,Punt Attempts,Fumble,Complete Passes
156,SF,TB,22.0,2,1.0,1.0,0.0,0.0,6.0,4.0,60.0,61.0,8.0,3.0,2.0,1.0,3.0,0.0,1.0,11.0,1.0,30.0
157,NE,IND,17.0,0,3.0,0.0,1.0,0.0,7.0,2.0,54.0,78.0,1.0,8.0,6.0,2.0,8.0,0.0,1.0,5.0,1.0,57.0
158,PHI,NYG,24.0,3,3.0,6.0,2.0,0.0,16.0,4.0,45.0,75.0,3.0,4.0,2.0,2.0,3.0,1.0,6.0,7.0,8.0,44.0
159,LAC,DEN,22.0,1,2.0,1.0,0.0,0.0,13.0,1.0,53.0,70.0,6.0,7.0,5.0,2.0,7.0,0.0,1.0,13.0,1.0,40.0
160,DET,NE,23.0,2,2.0,0.0,0.0,0.0,13.0,1.0,52.0,76.0,3.0,9.0,5.0,4.0,9.0,0.0,3.0,6.0,0.0,48.0
161,DAL,NO,26.0,6,2.0,5.0,4.0,0.0,8.0,1.0,53.0,84.0,3.0,6.0,1.0,5.0,6.0,0.0,6.0,4.0,9.0,53.0
162,NYJ,CIN,31.0,1,3.0,0.0,1.0,1.0,10.0,2.0,57.0,72.0,5.0,4.0,2.0,1.0,4.0,0.0,4.0,15.0,1.0,33.0
163,WAS,MIN,21.0,0,1.0,1.0,0.0,0.0,9.0,0.0,51.0,64.0,6.0,3.0,1.0,2.0,3.0,0.0,3.0,13.0,1.0,36.0
164,CLE,CAR,21.0,0,3.0,3.0,0.0,0.0,13.0,4.0,59.0,69.0,5.0,5.0,0.0,4.0,4.0,0.0,6.0,7.0,3.0,40.0
165,BUF,PIT,34.0,3,1.0,4.0,0.0,0.0,14.0,4.0,62.0,85.0,7.0,2.0,1.0,1.0,2.0,0.0,7.0,10.0,4.0,43.0
166,NYG,JAC,24.0,1,1.0,3.0,0.0,0.0,7.0,2.0,61.0,63.0,4.0,4.0,2.0,2.0,3.0,1.0,5.0,6.0,3.0,34.0
167,HOU,TEN,21.0,3,3.0,1.0,0.0,0.0,16.0,7.0,51.0,69.0,3.0,2.0,2.0,0.0,2.0,0.0,2.0,11.0,1.0,42.0
168,ATL,GB,13.0,3,0.0,4.0,1.0,0.0,12.0,6.0,50.0,66.0,3.0,4.0,2.0,2.0,4.0,0.0,3.0,6.0,5.0,50.0
169,SEA,KC,25.0,2,2.0,3.0,0.0,0.0,8.0,2.0,60.0,71.0,2.0,9.0,6.0,2.0,8.0,0.0,2.0,9.0,3.0,42.0
170,OAK,MIA,25.0,2,3.0,3.0,0.0,0.0,9.0,9.0,61.0,66.0,4.0,5.0,3.0,1.0,5.0,0.0,7.0,6.0,3.0,34.0
171,BAL,TB,29.0,3,1.0,0.0,1.0,0.0,13.0,1.0,49.0,76.0,4.0,3.0,3.0,0.0,3.0,0.0,2.0,16.0,1.0,42.0
172,CHI,PHI,21.0,0,1.0,2.0,2.0,0.0,9.0,8.0,50.0,73.0,8.0,6.0,6.0,0.0,6.0,0.0,5.0,8.0,3.0,43.0
173,DEN,LA,32.0,8,0.0,2.0,0.0,0.0,10.0,7.0,53.0,84.0,5.0,8.0,6.0,2.0,7.0,1.0,6.0,9.0,2.0,46.0
174,IND,LAC,17.0,1,4.0,1.0,0.0,0.0,5.0,5.0,47.0,74.0,3.0,5.0,2.0,1.0,3.0,0.0,5.0,7.0,1.0,50.0
175,ARI,SF,29.0,2,2.0,0.0,2.0,0.0,12.0,5.0,58.0,60.0,2.0,3.0,1.0,2.0,3.0,0.0,6.0,8.0,2.0,27.0
176,PHI,HOU,23.0,1,2.0,2.0,1.0,0.0,15.0,7.0,55.0,72.0,3.0,7.0,4.0,3.0,7.0,0.0,3.0,5.0,3.0,44.0
177,MIN,BUF,13.0,2,5.0,2.0,3.0,0.0,10.0,7.0,63.0,50.0,2.0,7.0,3.0,3.0,6.0,0.0,1.0,10.0,5.0,30.0
178,CIN,NO,14.0,1,1.0,2.0,0.0,0.0,18.0,4.0,48.0,68.0,5.0,7.0,3.0,4.0,6.0,1.0,5.0,5.0,2.0,47.0
179,GB,SF,23.0,2,1.0,0.0,0.0,0.0,11.0,1.0,56.0,63.0,8.0,5.0,4.0,1.0,5.0,0.0,6.0,8.0,0.0,31.0
180,DET,CHI,13.0,3,0.0,2.0,0.0,0.0,10.0,3.0,55.0,56.0,6.0,5.0,2.0,3.0,5.0,0.0,3.0,7.0,2.0,37.0
181,NYG,WAS,25.0,1,3.0,6.0,1.0,0.0,10.0,2.0,52.0,73.0,4.0,5.0,1.0,4.0,5.0,0.0,2.0,13.0,7.0,41.0
182,KC,DEN,33.0,0,0.0,2.0,1.0,0.0,12.0,1.0,62.0,65.0,6.0,1.0,1.0,0.0,1.0,0.0,3.0,14.0,3.0,26.0
183,TEN,JAC,21.0,2,2.0,1.0,0.0,0.0,8.0,4.0,67.0,53.0,2.0,2.0,0.0,2.0,2.0,0.0,5.0,4.0,1.0,28.0
184,MIA,CLE,23.0,3,3.0,0.0,2.0,0.0,8.0,3.0,54.0,69.0,3.0,2.0,2.0,0.0,2.0,0.0,5.0,16.0,2.0,40.0
185,LAC,OAK,21.0,3,1.0,1.0,1.0,0.0,16.0,3.0,60.0,60.0,5.0,5.0,2.0,3.0,5.0,0.0,3.0,6.0,2.0,33.0
186,SEA,CAR,26.0,1,3.0,0.0,1.0,0.0,12.0,2.0,61.0,70.0,6.0,6.0,0.0,5.0,5.0,0.0,2.0,10.0,1.0,35.0
187,ARI,LA,26.0,0,3.0,1.0,0.0,0.0,8.0,8.0,55.0,64.0,6.0,1.0,0.0,1.0,1.0,0.0,6.0,10.0,1.0,29.0
188,IND,DAL,16.0,5,4.0,1.0,1.0,0.0,8.0,2.0,63.0,77.0,2.0,9.0,3.0,3.0,5.0,1.0,4.0,7.0,2.0,54.0
189,TB,ATL,34.0,1,3.0,0.0,0.0,0.0,15.0,6.0,56.0,76.0,1.0,7.0,4.0,2.0,7.0,0.0,1.0,12.0,0.0,38.0
190,BAL,PIT,31.0,6,1.0,2.0,1.0,0.0,18.0,6.0,44.0,78.0,7.0,2.0,2.0,0.0,2.0,0.0,3.0,12.0,3.0,39.0
191,NE,NYJ,21.0,0,3.0,0.0,1.0,0.0,5.0,1.0,57.0,66.0,4.0,6.0,4.0,2.0,6.0,0.0,3.0,6.0,1.0,38.0
192,TEN,IND,21.0,2,0.0,1.0,3.0,0.0,12.0,8.0,57.0,75.0,1.0,7.0,5.0,2.0,7.0,0.0,3.0,7.0,4.0,53.0
193,JAC,OAK,20.0,3,2.0,1.0,0.0,0.0,10.0,5.0,59.0,60.0,5.0,9.0,5.0,4.0,9.0,0.0,2.0,10.0,1.0,33.0
194,CAR,ATL,22.0,3,2.0,1.0,0.0,0.0,7.0,7.0,64.0,67.0,8.0,5.0,1.0,4.0,5.0,0.0,2.0,14.0,1.0,35.0
195,BUF,CLE,16.0,1,1.0,7.0,0.0,0.0,8.0,2.0,67.0,46.0,3.0,1.0,1.0,0.0,1.0,0.0,4.0,8.0,7.0,26.0
196,PIT,CIN,21.0,1,3.0,0.0,1.0,0.0,13.0,0.0,41.0,72.0,7.0,3.0,1.0,0.0,1.0,0.0,3.0,10.0,1.0,41.0
197,WAS,TB,23.0,1,0.0,1.0,2.0,0.0,6.0,3.0,55.0,63.0,3.0,3.0,3.0,0.0,2.0,1.0,6.0,9.0,3.0,37.0
198,DET,GB,23.0,3,4.0,1.0,0.0,0.0,9.0,9.0,61.0,65.0,6.0,1.0,1.0,0.0,1.0,0.0,2.0,16.0,1.0,32.0
199,NO,LA,25.0,1,4.0,3.0,0.0,0.0,9.0,1.0,53.0,76.0,4.0,5.0,3.0,1.0,4.0,0.0,4.0,6.0,3.0,43.0
200,SF,SEA,21.0,3,4.0,1.0,1.0,0.0,10.0,4.0,49.0,72.0,3.0,7.0,5.0,0.0,6.0,0.0,5.0,7.0,2.0,44.0
201,CHI,NE,25.0,3,2.0,2.0,2.0,0.0,8.0,6.0,49.0,71.0,5.0,5.0,2.0,2.0,4.0,0.0,3.0,7.0,4.0,39.0
202,LAC,KC,16.0,2,1.0,2.0,0.0,0.0,8.0,5.0,60.0,50.0,6.0,4.0,2.0,2.0,4.0,0.0,1.0,10.0,2.0,27.0
203,ARI,DEN,42.0,0,3.0,2.0,4.0,0.0,15.0,4.0,65.0,80.0,1.0,5.0,0.0,4.0,4.0,0.0,9.0,10.0,6.0,34.0
204,NYJ,MIA,40.0,1,1.0,5.0,2.0,0.0,11.0,4.0,63.0,74.0,11.0,1.0,1.0,0.0,1.0,0.0,3.0,18.0,7.0,22.0
205,DAL,PHI,17.0,3,4.0,1.0,0.0,0.0,11.0,4.0,51.0,64.0,3.0,6.0,4.0,2.0,6.0,0.0,5.0,8.0,1.0,40.0
206,MIN,NYG,30.0,2,3.0,0.0,2.0,0.0,17.0,8.0,50.0,77.0,5.0,3.0,1.0,2.0,3.0,0.0,1.0,17.0,2.0,39.0
207,HOU,BAL,40.0,4,2.0,2.0,0.0,0.0,11.0,5.0,46.0,103.0,7.0,8.0,5.0,1.0,6.0,1.0,3.0,11.0,2.0,53.0
208,LAC,SF,15.0,0,1.0,0.0,0.0,0.0,9.0,3.0,56.0,61.0,7.0,5.0,3.0,2.0,5.0,0.0,2.0,9.0,0.0,38.0
209,LA,KC,33.0,1,3.0,1.0,0.0,0.0,14.0,6.0,63.0,78.0,6.0,4.0,1.0,3.0,4.0,0.0,4.0,14.0,1.0,36.0
210,BAL,NO,26.0,2,1.0,3.0,0.0,0.0,15.0,5.0,53.0,72.0,6.0,6.0,5.0,1.0,6.0,0.0,4.0,11.0,3.0,39.0
211,TB,DET,26.0,1,0.0,0.0,0.0,0.0,16.0,5.0,56.0,74.0,3.0,4.0,2.0,2.0,4.0,0.0,5.0,7.0,0.0,45.0
212,CAR,ARI,21.0,2,1.0,3.0,0.0,0.0,10.0,11.0,63.0,57.0,5.0,2.0,1.0,0.0,1.0,1.0,6.0,9.0,3.0,30.0
213,NYG,PHI,28.0,1,2.0,2.0,3.0,0.0,9.0,5.0,52.0,79.0,5.0,9.0,7.0,1.0,8.0,0.0,2.0,13.0,5.0,44.0
214,MIA,BUF,20.0,4,2.0,0.0,2.0,0.0,9.0,5.0,46.0,76.0,5.0,4.0,3.0,1.0,4.0,0.0,5.0,9.0,2.0,49.0
215,CIN,CLE,15.0,0,0.0,1.0,0.0,0.0,8.0,1.0,59.0,52.0,4.0,3.0,2.0,1.0,3.0,0.0,5.0,6.0,1.0,33.0
216,IND,JAC,23.0,1,1.0,0.0,3.0,0.0,12.0,5.0,46.0,79.0,2.0,7.0,4.0,1.0,6.0,0.0,3.0,10.0,3.0,53.0
217,TEN,HOU,27.0,2,2.0,2.0,0.0,0.0,21.0,7.0,47.0,85.0,7.0,6.0,4.0,2.0,6.0,0.0,2.0,8.0,2.0,49.0
218,DAL,WAS,28.0,4,2.0,1.0,2.0,0.0,12.0,3.0,46.0,89.0,7.0,7.0,6.0,1.0,5.0,2.0,5.0,6.0,3.0,50.0
219,SEA,ATL,27.0,6,3.0,3.0,1.0,0.0,14.0,4.0,58.0,72.0,3.0,6.0,3.0,2.0,4.0,1.0,3.0,8.0,4.0,38.0
220,OAK,DEN,17.0,1,2.0,2.0,1.0,1.0,19.0,12.0,74.0,44.0,2.0,6.0,2.0,4.0,6.0,0.0,6.0,11.0,3.0,23.0
221,PIT,NYJ,31.0,1,0.0,2.0,0.0,1.0,6.0,2.0,52.0,77.0,4.0,4.0,1.0,2.0,4.0,0.0,3.0,8.0,2.0,42.0
222,NE,GB,21.0,1,1.0,2.0,1.0,0.0,9.0,3.0,54.0,69.0,8.0,7.0,5.0,1.0,6.0,0.0,3.0,9.0,3.0,39.0
223,MIN,CHI,19.0,1,4.0,2.0,3.0,0.0,11.0,9.0,57.0,62.0,5.0,6.0,4.0,1.0,6.0,0.0,4.0,9.0,5.0,34.0
224,PIT,CAR,22.0,1,1.0,1.0,2.0,0.0,10.0,5.0,55.0,62.0,7.0,3.0,1.0,2.0,3.0,0.0,4.0,11.0,3.0,32.0
225,ARI,DAL,26.0,4,2.0,1.0,4.0,0.0,13.0,3.0,55.0,68.0,6.0,6.0,3.0,1.0,4.0,0.0,5.0,11.0,5.0,34.0
226,CLE,BAL,17.0,0,4.0,2.0,0.0,0.0,3.0,0.0,64.0,50.0,1.0,3.0,3.0,0.0,3.0,0.0,3.0,6.0,2.0,28.0
227,KC,TEN,31.0,2,3.0,2.0,2.0,0.0,16.0,9.0,56.0,77.0,4.0,6.0,5.0,0.0,5.0,0.0,3.0,13.0,4.0,39.0
228,BUF,NE,28.0,1,3.0,3.0,1.0,0.0,12.0,1.0,62.0,67.0,3.0,4.0,3.0,1.0,4.0,0.0,3.0,7.0,4.0,33.0
229,CHI,NYJ,24.0,1,2.0,2.0,1.0,0.0,9.0,4.0,57.0,65.0,2.0,9.0,4.0,4.0,8.0,0.0,4.0,8.0,3.0,37.0
230,LA,SF,25.0,0,1.0,5.0,2.0,1.0,13.0,6.0,49.0,76.0,5.0,4.0,2.0,1.0,3.0,0.0,5.0,13.0,7.0,45.0
231,JAC,WAS,33.0,2,3.0,2.0,0.0,0.0,12.0,5.0,47.0,82.0,5.0,4.0,2.0,2.0,4.0,0.0,4.0,16.0,2.0,41.0
232,MIA,DET,25.0,6,2.0,3.0,2.0,0.0,14.0,7.0,58.0,74.0,4.0,7.0,3.0,3.0,6.0,0.0,4.0,10.0,5.0,43.0
233,DEN,HOU,21.0,8,2.0,2.0,3.0,0.0,7.0,5.0,55.0,63.0,1.0,5.0,2.0,3.0,5.0,0.0,4.0,8.0,5.0,39.0
234,OAK,IND,25.0,3,2.0,1.0,0.0,0.0,14.0,5.0,59.0,75.0,3.0,6.0,4.0,1.0,6.0,0.0,6.0,12.0,1.0,45.0
235,CIN,LAC,17.0,0,1.0,2.0,1.0,0.0,7.0,8.0,60.0,62.0,1.0,7.0,5.0,2.0,7.0,0.0,2.0,8.0,3.0,43.0
236,GB,NYG,24.0,0,4.0,3.0,1.0,0.0,8.0,6.0,56.0,73.0,3.0,8.0,6.0,2.0,8.0,0.0,2.0,9.0,4.0,42.0
237,TB,SEA,13.0,1,0.0,2.0,2.0,0.0,4.0,5.0,54.0,56.0,5.0,7.0,5.0,2.0,6.0,1.0,2.0,10.0,4.0,37.0
238,ATL,NO,26.0,5,2.0,1.0,1.0,0.0,9.0,6.0,46.0,80.0,2.0,4.0,2.0,1.0,3.0,0.0,1.0,15.0,2.0,50.0
239,PHI,MIN,26.0,2,1.0,2.0,1.0,0.0,17.0,8.0,53.0,77.0,8.0,5.0,1.0,3.0,4.0,0.0,2.0,11.0,3.0,42.0
240,ATL,CAR,26.0,5,1.0,3.0,3.0,0.0,14.0,5.0,51.0,76.0,4.0,5.0,3.0,1.0,4.0,0.0,2.0,11.0,6.0,45.0
241,CLE,PIT,28.0,2,3.0,2.0,0.0,0.0,9.0,4.0,47.0,80.0,6.0,6.0,4.0,2.0,5.0,1.0,3.0,5.0,2.0,42.0
242,DET,MIN,21.0,2,2.0,1.0,0.0,0.0,8.0,5.0,51.0,75.0,4.0,3.0,1.0,1.0,2.0,0.0,4.0,9.0,1.0,48.0
243,BAL,CIN,15.0,2,3.0,3.0,2.0,0.0,11.0,7.0,58.0,68.0,4.0,2.0,1.0,1.0,2.0,0.0,3.0,11.0,5.0,46.0
244,NE,MIA,32.0,0,1.0,2.0,0.0,0.0,10.0,4.0,61.0,71.0,5.0,6.0,4.0,1.0,5.0,0.0,2.0,8.0,2.0,33.0
245,NYJ,BUF,16.0,0,5.0,3.0,0.0,0.0,6.0,5.0,68.0,45.0,4.0,6.0,2.0,2.0,4.0,0.0,1.0,12.0,3.0,20.0
246,KC,OAK,31.0,0,2.0,1.0,1.0,0.0,15.0,5.0,66.0,73.0,11.0,5.0,1.0,3.0,4.0,0.0,2.0,11.0,2.0,29.0
247,NO,TB,22.0,1,1.0,4.0,1.0,0.0,12.0,7.0,46.0,74.0,6.0,3.0,3.0,0.0,3.0,0.0,5.0,4.0,5.0,45.0
248,GB,CHI,24.0,4,3.0,1.0,1.0,0.0,10.0,1.0,43.0,75.0,8.0,1.0,1.0,0.0,1.0,0.0,2.0,16.0,2.0,40.0
249,WAS,NYG,28.0,3,2.0,3.0,0.0,0.0,6.0,10.0,52.0,75.0,2.0,4.0,3.0,1.0,4.0,0.0,3.0,11.0,3.0,43.0
250,IND,TEN,25.0,1,0.0,1.0,1.0,0.0,12.0,5.0,49.0,82.0,2.0,4.0,4.0,0.0,4.0,0.0,6.0,10.0,2.0,55.0
251,HOU,JAC,16.0,1,1.0,1.0,0.0,0.0,7.0,7.0,72.0,49.0,2.0,6.0,2.0,4.0,6.0,0.0,4.0,7.0,1.0,30.0
252,PHI,DAL,31.0,3,3.0,2.0,1.0,0.0,10.0,2.0,61.0,71.0,8.0,3.0,2.0,0.0,2.0,0.0,3.0,15.0,3.0,29.0
253,DEN,LAC,33.0,4,3.0,2.0,1.0,0.0,8.0,5.0,60.0,81.0,8.0,7.0,2.0,4.0,7.0,0.0,5.0,9.0,3.0,37.0
254,SF,ARI,35.0,2,2.0,2.0,1.0,0.0,13.0,6.0,47.0,90.0,8.0,6.0,3.0,2.0,5.0,0.0,1.0,15.0,3.0,45.0
255,SEA,LA,30.0,0,1.0,2.0,1.0,0.0,13.0,5.0,50.0,75.0,3.0,1.0,1.0,0.0,1.0,0.0,5.0,16.0,3.0,41.0
