,Home,Away,Incomplete Passes,Touchbacks,Interceptions,Fumble Forced,Fumble  Forced,Safety,Penalty,Tackled For Loss,Rush Attempts,Pass Attempts,Sack,Touchdowns,Pass Touchdowns,Rush Touchdowns,Extra Point Attempts,Two Point Attempts,Field Goal Attempts,Punt Attempts,Fumble,Complete Passes
51,TEN,PHI,29.0,15,1.0,3.0,1.0,0.0,12.0,5.0,44.0,100.0,7.0,5.0,4.0,1.0,4.0,0.0,5.0,11.0,4.0,63.0
52,IND,HOU,34.0,9,1.0,2.0,1.0,0.0,20.0,8.0,52.0,117.0,11.0,8.0,6.0,1.0,6.0,2.0,6.0,10.0,3.0,69.0
53,GB,BUF,32.0,5,3.0,4.0,0.0,0.0,8.0,6.0,48.0,82.0,9.0,2.0,1.0,1.0,2.0,0.0,3.0,12.0,4.0,38.0
54,DAL,DET,16.0,10,0.0,2.0,0.0,0.0,10.0,5.0,55.0,63.0,6.0,5.0,4.0,1.0,5.0,0.0,5.0,6.0,2.0,41.0
55,CHI,TB,17.0,9,3.0,1.0,0.0,0.0,15.0,7.0,49.0,69.0,5.0,7.0,7.0,0.0,7.0,0.0,3.0,7.0,1.0,44.0
56,ATL,CIN,21.0,8,1.0,0.0,0.0,0.0,16.0,3.0,47.0,88.0,6.0,9.0,6.0,3.0,7.0,2.0,4.0,3.0,0.0,58.0
57,ARI,SEA,19.0,4,0.0,3.0,2.0,0.0,13.0,9.0,62.0,56.0,3.0,4.0,1.0,3.0,4.0,0.0,7.0,9.0,5.0,34.0
58,OAK,CLE,39.0,13,4.0,2.0,1.0,0.0,14.0,4.0,62.0,106.0,5.0,10.0,6.0,3.0,5.0,4.0,7.0,13.0,3.0,56.0
59,NYG,NO,25.0,8,0.0,2.0,1.0,0.0,11.0,3.0,47.0,80.0,4.0,5.0,1.0,4.0,4.0,1.0,5.0,6.0,3.0,50.0
60,LAC,SF,25.0,8,3.0,2.0,1.0,0.0,9.0,4.0,48.0,79.0,2.0,6.0,5.0,0.0,4.0,1.0,6.0,9.0,3.0,48.0
61,PIT,BAL,33.0,5,1.0,2.0,0.0,0.0,12.0,2.0,41.0,93.0,3.0,3.0,3.0,0.0,2.0,1.0,6.0,9.0,2.0,55.0
62,DEN,KC,28.0,11,1.0,0.0,1.0,0.0,13.0,1.0,48.0,83.0,5.0,5.0,1.0,4.0,5.0,0.0,5.0,7.0,1.0,49.0
63,NE,IND,27.0,10,4.0,1.0,0.0,0.0,11.0,1.0,44.0,104.0,1.0,8.0,6.0,2.0,8.0,0.0,3.0,7.0,1.0,72.0
64,BUF,TEN,20.0,6,2.0,3.0,0.0,0.0,9.0,10.0,68.0,49.0,3.0,1.0,0.0,1.0,1.0,0.0,6.0,6.0,3.0,24.0
65,PIT,ATL,23.0,9,1.0,2.0,0.0,0.0,14.0,5.0,48.0,80.0,6.0,8.0,4.0,3.0,7.0,0.0,1.0,7.0,2.0,50.0
66,NYJ,DEN,26.0,8,2.0,3.0,0.0,0.0,10.0,8.0,55.0,79.0,5.0,6.0,5.0,1.0,5.0,1.0,4.0,11.0,3.0,45.0
67,KC,JAX,38.0,8,6.0,1.0,0.0,0.0,16.0,1.0,47.0,105.0,6.0,5.0,1.0,3.0,4.0,0.0,3.0,5.0,1.0,55.0
68,DET,GB,32.0,7,0.0,2.0,1.0,0.0,20.0,4.0,48.0,87.0,7.0,7.0,5.0,2.0,5.0,2.0,7.0,5.0,3.0,46.0
69,CLE,BAL,44.0,10,2.0,3.0,0.0,0.0,14.0,9.0,53.0,107.0,7.0,1.0,1.0,0.0,1.0,0.0,7.0,17.0,3.0,54.0
70,CAR,NYG,24.0,11,4.0,1.0,2.0,0.0,11.0,11.0,47.0,75.0,2.0,6.0,5.0,0.0,4.0,1.0,7.0,5.0,3.0,44.0
71,CIN,MIA,22.0,7,3.0,1.0,0.0,0.0,15.0,6.0,48.0,70.0,5.0,5.0,2.0,0.0,2.0,0.0,4.0,9.0,1.0,40.0
72,LAC,OAK,13.0,4,1.0,1.0,0.0,0.0,16.0,5.0,44.0,64.0,4.0,4.0,3.0,1.0,4.0,0.0,5.0,7.0,1.0,46.0
73,SF,ARI,33.0,7,2.0,3.0,2.0,0.0,14.0,10.0,58.0,86.0,5.0,7.0,3.0,3.0,3.0,3.0,1.0,12.0,5.0,44.0
74,PHI,MIN,18.0,6,0.0,1.0,3.0,0.0,12.0,4.0,41.0,76.0,4.0,4.0,3.0,0.0,2.0,1.0,7.0,6.0,4.0,54.0
75,SEA,LA,15.0,5,2.0,1.0,1.0,0.0,14.0,3.0,62.0,56.0,3.0,8.0,4.0,4.0,8.0,0.0,3.0,5.0,2.0,36.0
76,HOU,DAL,19.0,13,3.0,1.0,1.0,0.0,12.0,8.0,60.0,76.0,3.0,2.0,2.0,0.0,2.0,0.0,8.0,8.0,2.0,51.0
77,NO,WAS,18.0,9,1.0,3.0,0.0,0.0,10.0,4.0,51.0,74.0,5.0,8.0,3.0,5.0,6.0,2.0,3.0,3.0,3.0,49.0
78,NYG,PHI,28.0,7,1.0,2.0,3.0,0.0,9.0,2.0,48.0,84.0,5.0,5.0,3.0,2.0,5.0,0.0,6.0,10.0,5.0,50.0
79,ATL,TB,19.0,10,2.0,1.0,3.0,0.0,9.0,6.0,42.0,86.0,3.0,8.0,7.0,1.0,7.0,1.0,3.0,6.0,4.0,61.0
80,WAS,CAR,27.0,7,1.0,4.0,0.0,0.0,13.0,3.0,46.0,81.0,4.0,4.0,4.0,0.0,3.0,1.0,4.0,7.0,4.0,48.0
81,OAK,SEA,13.0,5,1.0,3.0,1.0,0.0,13.0,3.0,56.0,61.0,7.0,3.0,3.0,0.0,3.0,0.0,4.0,5.0,4.0,40.0
82,NYJ,IND,22.0,11,4.0,3.0,1.0,0.0,15.0,6.0,59.0,75.0,2.0,7.0,6.0,0.0,6.0,0.0,9.0,3.0,4.0,47.0
83,MIN,ARI,18.0,6,2.0,2.0,0.0,0.0,14.0,4.0,52.0,73.0,8.0,5.0,1.0,3.0,4.0,0.0,3.0,11.0,2.0,45.0
84,CIN,PIT,30.0,5,0.0,1.0,0.0,0.0,15.0,5.0,34.0,92.0,3.0,6.0,3.0,3.0,5.0,1.0,2.0,10.0,1.0,58.0
85,CLE,LAC,30.0,3,3.0,0.0,3.0,0.0,16.0,4.0,57.0,74.0,6.0,6.0,3.0,3.0,5.0,1.0,3.0,11.0,3.0,34.0
86,HOU,BUF,20.0,7,4.0,4.0,1.0,0.0,18.0,9.0,51.0,64.0,9.0,3.0,2.0,0.0,2.0,0.0,4.0,11.0,5.0,31.0
87,MIA,CHI,22.0,14,3.0,3.0,0.0,0.0,13.0,1.0,62.0,78.0,2.0,7.0,6.0,1.0,6.0,1.0,4.0,6.0,3.0,50.0
88,DEN,LA,28.0,7,2.0,1.0,0.0,0.0,16.0,0.0,56.0,76.0,7.0,4.0,2.0,2.0,4.0,0.0,6.0,7.0,1.0,39.0
89,TEN,BAL,16.0,3,1.0,1.0,0.0,0.0,14.0,3.0,49.0,63.0,11.0,3.0,1.0,2.0,3.0,0.0,0.0,13.0,1.0,35.0
90,DAL,JAX,20.0,11,1.0,1.0,2.0,0.0,7.0,7.0,60.0,59.0,6.0,5.0,3.0,2.0,5.0,0.0,4.0,9.0,3.0,32.0
91,NE,KC,22.0,13,2.0,2.0,0.0,0.0,5.0,1.0,55.0,73.0,2.0,8.0,5.0,3.0,8.0,0.0,9.0,1.0,2.0,47.0
92,GB,SF,27.0,7,1.0,2.0,0.0,0.0,8.0,4.0,51.0,74.0,5.0,6.0,4.0,2.0,6.0,0.0,7.0,7.0,2.0,41.0
93,ARI,DEN,21.0,5,4.0,3.0,0.0,0.0,11.0,6.0,52.0,69.0,8.0,7.0,3.0,2.0,5.0,0.0,2.0,12.0,3.0,36.0
94,LAC,TEN,14.0,2,1.0,0.0,0.0,0.0,8.0,5.0,49.0,63.0,4.0,4.0,3.0,1.0,3.0,1.0,5.0,5.0,0.0,43.0
95,JAX,HOU,26.0,9,1.0,3.0,2.0,0.0,8.0,1.0,59.0,71.0,5.0,3.0,2.0,1.0,3.0,0.0,2.0,12.0,5.0,39.0
96,PHI,CAR,21.0,3,0.0,2.0,1.0,0.0,9.0,6.0,41.0,83.0,6.0,5.0,4.0,1.0,4.0,1.0,2.0,8.0,3.0,55.0
97,NYJ,MIN,37.0,4,3.0,1.0,5.0,0.0,14.0,9.0,48.0,86.0,4.0,6.0,3.0,3.0,6.0,0.0,5.0,16.0,6.0,42.0
98,CHI,NE,32.0,6,3.0,2.0,1.0,0.0,12.0,3.0,52.0,89.0,3.0,9.0,5.0,2.0,8.0,0.0,2.0,9.0,3.0,51.0
99,IND,BUF,14.0,6,3.0,2.0,1.0,1.0,10.0,6.0,60.0,56.0,2.0,5.0,4.0,1.0,4.0,1.0,2.0,8.0,3.0,37.0
100,TB,CLE,29.0,12,2.0,4.0,1.0,1.0,22.0,6.0,55.0,95.0,9.0,6.0,2.0,4.0,6.0,0.0,3.0,13.0,5.0,55.0
101,MIA,DET,13.0,9,0.0,2.0,0.0,0.0,10.0,3.0,55.0,58.0,5.0,6.0,4.0,2.0,5.0,1.0,5.0,5.0,2.0,40.0
102,BAL,NO,24.0,5,0.0,0.0,2.0,0.0,11.0,4.0,62.0,72.0,2.0,6.0,4.0,2.0,6.0,0.0,2.0,5.0,2.0,46.0
103,WAS,DAL,24.0,9,0.0,3.0,1.0,0.0,13.0,10.0,54.0,65.0,5.0,4.0,2.0,1.0,3.0,0.0,4.0,11.0,4.0,36.0
104,SF,LA,16.0,9,2.0,2.0,2.0,1.0,3.0,5.0,60.0,59.0,8.0,5.0,3.0,2.0,5.0,0.0,4.0,9.0,4.0,33.0
105,KC,CIN,23.0,7,2.0,1.0,3.0,0.0,16.0,0.0,48.0,76.0,4.0,7.0,5.0,1.0,6.0,0.0,3.0,5.0,4.0,47.0
106,ATL,NYG,19.0,5,0.0,1.0,1.0,0.0,9.0,6.0,41.0,85.0,7.0,4.0,2.0,2.0,2.0,2.0,5.0,7.0,2.0,58.0
107,HOU,MIA,19.0,10,1.0,0.0,0.0,0.0,13.0,7.0,60.0,60.0,2.0,8.0,6.0,2.0,8.0,0.0,3.0,9.0,0.0,38.0
108,JAX,PHI,25.0,9,1.0,2.0,1.0,0.0,9.0,3.0,45.0,80.0,8.0,4.0,4.0,0.0,3.0,1.0,5.0,5.0,3.0,45.0
109,KC,DEN,19.0,5,2.0,2.0,1.0,0.0,17.0,5.0,49.0,75.0,7.0,7.0,6.0,1.0,6.0,1.0,3.0,9.0,3.0,47.0
110,PIT,CLE,24.0,6,2.0,2.0,1.0,1.0,15.0,8.0,52.0,76.0,3.0,6.0,4.0,2.0,5.0,1.0,4.0,9.0,3.0,46.0
111,NYG,WAS,27.0,6,2.0,1.0,0.0,0.0,19.0,4.0,47.0,86.0,7.0,3.0,2.0,1.0,3.0,0.0,5.0,10.0,1.0,50.0
112,DET,SEA,15.0,5,1.0,1.0,1.0,0.0,11.0,3.0,55.0,62.0,5.0,6.0,5.0,1.0,6.0,0.0,0.0,8.0,2.0,41.0
113,CIN,TB,30.0,10,4.0,0.0,1.0,0.0,15.0,7.0,54.0,93.0,8.0,9.0,5.0,3.0,7.0,1.0,3.0,9.0,1.0,50.0
114,CHI,NYJ,28.0,9,0.0,0.0,2.0,0.0,10.0,3.0,58.0,61.0,3.0,4.0,3.0,1.0,4.0,0.0,3.0,13.0,2.0,30.0
115,CAR,BAL,24.0,8,2.0,1.0,1.0,0.0,13.0,4.0,51.0,77.0,2.0,7.0,4.0,3.0,6.0,1.0,3.0,6.0,2.0,48.0
116,OAK,IND,16.0,11,0.0,1.0,0.0,0.0,20.0,2.0,59.0,60.0,0.0,9.0,6.0,3.0,8.0,1.0,2.0,3.0,1.0,43.0
117,ARI,SF,30.0,7,1.0,1.0,2.0,1.0,14.0,6.0,52.0,76.0,7.0,3.0,3.0,0.0,2.0,1.0,3.0,12.0,3.0,37.0
118,LA,GB,28.0,7,0.0,1.0,0.0,1.0,4.0,6.0,54.0,75.0,8.0,6.0,4.0,2.0,4.0,2.0,4.0,12.0,1.0,38.0
119,MIN,NO,13.0,6,2.0,1.0,1.0,0.0,13.0,4.0,51.0,69.0,4.0,6.0,3.0,2.0,5.0,0.0,3.0,4.0,2.0,50.0
120,BUF,NE,32.0,9,1.0,2.0,2.0,0.0,11.0,6.0,44.0,92.0,5.0,2.0,0.0,1.0,0.0,1.0,7.0,9.0,4.0,53.0
121,SF,OAK,13.0,8,0.0,2.0,3.0,0.0,9.0,7.0,55.0,54.0,8.0,4.0,3.0,1.0,4.0,0.0,4.0,9.0,5.0,33.0
122,BUF,CHI,22.0,10,4.0,3.0,0.0,0.0,24.0,10.0,53.0,75.0,5.0,6.0,1.0,3.0,3.0,1.0,3.0,10.0,3.0,43.0
123,CAR,TB,21.0,11,2.0,2.0,0.0,0.0,17.0,4.0,53.0,71.0,5.0,10.0,6.0,4.0,10.0,0.0,0.0,9.0,2.0,43.0
124,CLE,KC,20.0,9,2.0,0.0,0.0,0.0,15.0,4.0,49.0,82.0,4.0,8.0,5.0,3.0,5.0,3.0,2.0,4.0,0.0,53.0
125,MIA,NYJ,23.0,6,4.0,0.0,0.0,0.0,10.0,6.0,48.0,71.0,8.0,1.0,0.0,0.0,0.0,0.0,5.0,15.0,0.0,36.0
126,BAL,PIT,33.0,9,0.0,0.0,1.0,0.0,13.0,4.0,43.0,89.0,3.0,4.0,2.0,2.0,4.0,0.0,4.0,8.0,1.0,53.0
127,MIN,DET,14.0,4,1.0,0.0,2.0,0.0,10.0,3.0,47.0,69.0,11.0,3.0,1.0,1.0,2.0,0.0,4.0,9.0,2.0,43.0
128,WAS,ATL,26.0,5,2.0,0.0,0.0,0.0,17.0,3.0,39.0,89.0,5.0,7.0,5.0,2.0,7.0,0.0,1.0,7.0,0.0,56.0
129,DEN,HOU,23.0,8,0.0,1.0,0.0,0.0,15.0,10.0,53.0,72.0,6.0,4.0,3.0,1.0,4.0,0.0,5.0,11.0,1.0,43.0
130,SEA,LAC,25.0,2,1.0,0.0,1.0,0.0,22.0,6.0,54.0,72.0,6.0,6.0,4.0,1.0,4.0,1.0,3.0,12.0,1.0,39.0
131,NO,LA,22.0,9,1.0,1.0,0.0,0.0,6.0,2.0,53.0,77.0,0.0,10.0,7.0,3.0,9.0,1.0,4.0,3.0,1.0,53.0
132,NE,GB,32.0,6,0.0,2.0,0.0,0.0,12.0,2.0,56.0,82.0,3.0,6.0,3.0,3.0,6.0,0.0,2.0,8.0,2.0,47.0
133,DAL,TEN,18.0,7,1.0,2.0,1.0,0.0,9.0,6.0,55.0,70.0,9.0,6.0,4.0,2.0,6.0,0.0,2.0,4.0,3.0,42.0
134,PIT,CAR,9.0,7,1.0,2.0,1.0,0.0,6.0,5.0,52.0,62.0,6.0,10.0,7.0,2.0,9.0,0.0,1.0,7.0,3.0,46.0
135,CIN,NO,12.0,7,2.0,0.0,0.0,0.0,5.0,2.0,63.0,54.0,4.0,8.0,4.0,4.0,8.0,0.0,3.0,4.0,0.0,36.0
136,CLE,ATL,17.0,3,1.0,3.0,2.0,0.0,8.0,3.0,48.0,76.0,2.0,6.0,5.0,1.0,5.0,1.0,1.0,7.0,5.0,55.0
137,CHI,DET,22.0,5,2.0,3.0,0.0,0.0,12.0,4.0,46.0,82.0,7.0,8.0,5.0,3.0,5.0,3.0,3.0,7.0,3.0,48.0
138,KC,ARI,22.0,5,2.0,2.0,0.0,0.0,11.0,6.0,48.0,78.0,10.0,5.0,3.0,2.0,4.0,1.0,2.0,10.0,2.0,43.0
139,TEN,NE,28.0,6,0.0,2.0,1.0,0.0,8.0,7.0,55.0,73.0,5.0,5.0,2.0,3.0,5.0,0.0,4.0,11.0,3.0,40.0
140,TB,WAS,18.0,8,2.0,3.0,1.0,0.0,13.0,6.0,49.0,73.0,5.0,1.0,1.0,0.0,1.0,0.0,6.0,6.0,4.0,48.0
141,NYJ,BUF,25.0,4,2.0,1.0,0.0,0.0,5.0,7.0,64.0,64.0,4.0,6.0,2.0,3.0,6.0,0.0,3.0,11.0,1.0,33.0
142,IND,JAX,19.0,7,1.0,1.0,0.0,0.0,15.0,11.0,58.0,68.0,0.0,7.0,5.0,2.0,6.0,1.0,4.0,6.0,1.0,48.0
143,OAK,LAC,20.0,1,1.0,1.0,0.0,0.0,12.0,3.0,48.0,68.0,5.0,2.0,2.0,0.0,2.0,0.0,4.0,7.0,1.0,42.0
144,LA,SEA,20.0,10,0.0,1.0,0.0,0.0,17.0,3.0,58.0,71.0,6.0,8.0,5.0,3.0,7.0,1.0,4.0,5.0,1.0,45.0
145,GB,MIA,22.0,4,1.0,1.0,1.0,0.0,9.0,1.0,48.0,73.0,8.0,4.0,2.0,2.0,4.0,0.0,5.0,4.0,2.0,42.0
146,PHI,DAL,21.0,7,1.0,1.0,1.0,0.0,5.0,4.0,44.0,86.0,6.0,5.0,3.0,2.0,5.0,0.0,5.0,6.0,2.0,58.0
147,SF,NYG,22.0,7,2.0,0.0,0.0,0.0,18.0,6.0,52.0,71.0,1.0,5.0,4.0,1.0,5.0,0.0,5.0,8.0,0.0,46.0
148,SEA,GB,19.0,9,0.0,2.0,0.0,0.0,11.0,3.0,48.0,69.0,8.0,6.0,4.0,2.0,6.0,0.0,4.0,10.0,2.0,42.0
149,BAL,CIN,23.0,3,1.0,0.0,1.0,0.0,12.0,2.0,70.0,60.0,4.0,5.0,2.0,3.0,4.0,1.0,4.0,10.0,1.0,32.0
150,ATL,DAL,19.0,9,1.0,1.0,0.0,0.0,4.0,4.0,47.0,71.0,5.0,3.0,1.0,2.0,3.0,0.0,7.0,5.0,1.0,46.0
151,NYG,TB,9.0,1,4.0,2.0,1.0,0.0,12.0,3.0,61.0,60.0,5.0,10.0,4.0,4.0,9.0,0.0,1.0,5.0,3.0,42.0
152,JAX,PIT,25.0,11,3.0,2.0,0.0,0.0,14.0,4.0,54.0,74.0,8.0,4.0,2.0,2.0,3.0,1.0,3.0,15.0,2.0,37.0
153,WAS,HOU,25.0,5,4.0,3.0,0.0,0.0,12.0,3.0,60.0,71.0,8.0,5.0,2.0,2.0,4.0,0.0,6.0,6.0,3.0,34.0
154,IND,TEN,14.0,8,2.0,3.0,0.0,0.0,15.0,5.0,53.0,66.0,5.0,6.0,4.0,2.0,6.0,0.0,2.0,9.0,3.0,45.0
155,DET,CAR,26.0,6,1.0,0.0,0.0,0.0,3.0,6.0,42.0,80.0,4.0,5.0,4.0,1.0,4.0,1.0,3.0,11.0,0.0,48.0
