,Home,Away,Incomplete Passes,Touchbacks,Interceptions,Fumble Forced,Fumble  Forced,Safety,Penalty,Tackled For Loss,Rush Attempts,Pass Attempts,Sack,Touchdowns,Pass Touchdowns,Rush Touchdowns,Extra Point Attempts,Two Point Attempts,Field Goal Attempts,Punt Attempts,Fumble,Complete Passes
19,JAC,HOU,21.0,5,0.0,0.0,2.0,0.0,18.0,6.0,62.0,59.0,3.0,4.0,1.0,3.0,4.0,0.0,2.0,15.0,2.0,35.0
20,CIN,CLE,17.0,2,1.0,1.0,0.0,0.0,16.0,3.0,48.0,76.0,8.0,7.0,5.0,1.0,6.0,0.0,4.0,7.0,1.0,50.0
21,BUF,KC,27.0,11,1.0,2.0,2.0,0.0,9.0,4.0,60.0,66.0,5.0,7.0,4.0,2.0,6.0,0.0,1.0,14.0,4.0,33.0
22,PHI,BAL,26.0,7,3.0,2.0,1.0,0.0,13.0,6.0,62.0,78.0,4.0,5.0,2.0,3.0,5.0,0.0,4.0,10.0,3.0,45.0
23,CAR,NO,22.0,7,2.0,1.0,1.0,0.0,6.0,3.0,68.0,71.0,2.0,8.0,2.0,5.0,7.0,0.0,2.0,8.0,2.0,45.0
24,NE,ARI,29.0,8,1.0,2.0,0.0,0.0,13.0,10.0,61.0,79.0,5.0,3.0,2.0,1.0,2.0,1.0,7.0,12.0,2.0,43.0
25,IND,MIN,19.0,6,0.0,1.0,1.0,0.0,18.0,7.0,56.0,72.0,6.0,4.0,4.0,0.0,4.0,0.0,5.0,9.0,2.0,47.0
26,STL,WAS,16.0,10,2.0,3.0,0.0,0.0,18.0,7.0,57.0,67.0,3.0,7.0,4.0,2.0,5.0,1.0,4.0,9.0,3.0,46.0
27,SEA,DAL,21.0,3,1.0,2.0,2.0,0.0,10.0,3.0,57.0,63.0,3.0,4.0,2.0,1.0,3.0,0.0,2.0,10.0,4.0,38.0
28,PIT,NYJ,24.0,4,0.0,0.0,1.0,0.0,17.0,8.0,50.0,63.0,5.0,4.0,3.0,1.0,4.0,0.0,3.0,11.0,1.0,34.0
29,SD,TEN,21.0,2,2.0,3.0,0.0,0.0,12.0,3.0,49.0,66.0,4.0,6.0,4.0,2.0,6.0,0.0,2.0,11.0,3.0,39.0
30,SF,DET,23.0,5,1.0,1.0,1.0,0.0,13.0,2.0,53.0,68.0,5.0,4.0,3.0,1.0,4.0,0.0,7.0,5.0,2.0,39.0
31,ATL,DEN,22.0,6,3.0,2.0,0.0,0.0,18.0,4.0,55.0,77.0,4.0,6.0,3.0,3.0,6.0,0.0,2.0,11.0,2.0,48.0
32,CAR,NYG,20.0,5,3.0,2.0,1.0,0.0,8.0,4.0,49.0,74.0,4.0,4.0,1.0,3.0,4.0,0.0,5.0,5.0,3.0,47.0
33,DAL,TB,30.0,6,2.0,4.0,1.0,0.0,23.0,10.0,48.0,73.0,6.0,2.0,1.0,1.0,2.0,0.0,4.0,12.0,5.0,35.0
34,IND,JAC,34.0,6,1.0,1.0,1.0,0.0,17.0,6.0,62.0,68.0,1.0,4.0,3.0,1.0,3.0,1.0,5.0,12.0,2.0,32.0
35,CLE,BUF,27.0,4,2.0,0.0,3.0,0.0,16.0,3.0,47.0,83.0,5.0,5.0,4.0,1.0,5.0,0.0,1.0,14.0,3.0,49.0
36,MIA,NYJ,41.0,6,3.0,1.0,1.0,0.0,20.0,5.0,76.0,82.0,1.0,4.0,1.0,2.0,3.0,0.0,7.0,10.0,2.0,37.0
37,NO,KC,32.0,6,2.0,1.0,1.0,1.0,10.0,9.0,64.0,87.0,7.0,4.0,3.0,1.0,4.0,0.0,8.0,11.0,2.0,46.0
38,WAS,CIN,20.0,8,1.0,2.0,2.0,0.0,13.0,6.0,62.0,70.0,8.0,9.0,5.0,3.0,8.0,0.0,2.0,11.0,4.0,41.0
39,CHI,STL,28.0,7,3.0,0.0,0.0,0.0,10.0,8.0,51.0,74.0,8.0,2.0,0.0,1.0,1.0,0.0,5.0,10.0,0.0,35.0
40,MIN,SF,24.0,2,1.0,4.0,2.0,0.0,7.0,4.0,61.0,73.0,3.0,4.0,3.0,1.0,4.0,0.0,4.0,7.0,6.0,45.0
41,TEN,DET,25.0,10,0.0,2.0,1.0,0.0,16.0,9.0,55.0,99.0,1.0,9.0,5.0,1.0,6.0,1.0,9.0,5.0,3.0,72.0
42,SD,ATL,24.0,7,3.0,2.0,0.0,0.0,6.0,1.0,43.0,81.0,3.0,4.0,3.0,1.0,3.0,1.0,1.0,9.0,2.0,51.0
43,ARI,PHI,27.0,5,0.0,3.0,0.0,0.0,10.0,10.0,55.0,69.0,8.0,3.0,2.0,0.0,2.0,0.0,4.0,11.0,3.0,34.0
44,OAK,PIT,22.0,6,1.0,4.0,0.0,0.0,13.0,5.0,41.0,85.0,2.0,8.0,7.0,1.0,8.0,0.0,3.0,6.0,4.0,60.0
45,DEN,HOU,38.0,10,1.0,1.0,1.0,1.0,16.0,5.0,55.0,86.0,4.0,6.0,6.0,0.0,6.0,0.0,4.0,13.0,2.0,43.0
46,BAL,NE,23.0,8,1.0,0.0,2.0,0.0,24.0,5.0,60.0,82.0,2.0,7.0,4.0,3.0,7.0,0.0,4.0,7.0,2.0,56.0
47,SEA,GB,24.0,3,0.0,1.0,1.0,0.0,24.0,4.0,50.0,70.0,9.0,3.0,2.0,1.0,2.0,1.0,2.0,12.0,2.0,36.0
48,BAL,CLE,43.0,8,2.0,1.0,0.0,0.0,17.0,5.0,44.0,103.0,5.0,4.0,1.0,2.0,3.0,0.0,5.0,14.0,1.0,53.0
49,BUF,NE,27.0,11,4.0,6.0,0.0,0.0,4.0,7.0,67.0,79.0,4.0,11.0,7.0,4.0,11.0,0.0,3.0,8.0,6.0,44.0
50,NYJ,SF,25.0,5,1.0,4.0,1.0,0.0,12.0,3.0,61.0,57.0,5.0,4.0,0.0,3.0,3.0,0.0,4.0,12.0,5.0,26.0
51,STL,SEA,18.0,7,4.0,0.0,0.0,0.0,11.0,9.0,61.0,60.0,4.0,2.0,1.0,1.0,2.0,0.0,6.0,8.0,0.0,34.0
52,ATL,CAR,24.0,9,1.0,3.0,0.0,0.0,11.0,3.0,54.0,75.0,10.0,7.0,5.0,2.0,7.0,0.0,3.0,11.0,3.0,40.0
53,DET,MIN,31.0,6,0.0,1.0,0.0,0.0,10.0,8.0,48.0,84.0,7.0,3.0,0.0,1.0,2.0,0.0,5.0,11.0,1.0,46.0
54,KC,SD,19.0,6,4.0,4.0,2.0,0.0,16.0,5.0,56.0,71.0,5.0,7.0,4.0,2.0,5.0,1.0,3.0,9.0,6.0,42.0
55,HOU,TEN,16.0,3,2.0,2.0,0.0,0.0,8.0,6.0,60.0,59.0,4.0,7.0,4.0,1.0,5.0,0.0,1.0,13.0,2.0,37.0
56,JAC,CIN,20.0,8,2.0,2.0,1.0,0.0,9.0,2.0,52.0,71.0,6.0,4.0,3.0,1.0,4.0,0.0,3.0,9.0,3.0,43.0
57,DEN,OAK,24.0,10,0.0,1.0,1.0,0.0,9.0,5.0,54.0,76.0,3.0,4.0,3.0,1.0,4.0,0.0,5.0,7.0,2.0,49.0
58,ARI,MIA,30.0,7,4.0,4.0,2.0,0.0,10.0,6.0,44.0,102.0,12.0,5.0,4.0,1.0,4.0,1.0,4.0,14.0,5.0,55.0
59,TB,WAS,23.0,8,1.0,1.0,0.0,0.0,18.0,5.0,48.0,78.0,3.0,5.0,1.0,3.0,4.0,1.0,7.0,12.0,1.0,50.0
60,GB,NO,28.0,5,1.0,0.0,1.0,0.0,17.0,1.0,44.0,97.0,2.0,7.0,7.0,0.0,7.0,0.0,3.0,5.0,1.0,66.0
61,PHI,NYG,28.0,3,1.0,0.0,2.0,0.0,12.0,6.0,55.0,74.0,2.0,3.0,3.0,0.0,3.0,0.0,6.0,9.0,2.0,43.0
62,DAL,CHI,14.0,5,5.0,2.0,1.0,0.0,6.0,5.0,42.0,81.0,3.0,6.0,4.0,0.0,3.0,1.0,3.0,6.0,3.0,58.0
63,STL,ARI,35.0,6,1.0,1.0,0.0,0.0,12.0,6.0,49.0,81.0,10.0,2.0,2.0,0.0,2.0,0.0,3.0,14.0,1.0,35.0
64,PIT,PHI,26.0,4,0.0,4.0,3.0,0.0,14.0,3.0,54.0,70.0,3.0,3.0,2.0,1.0,3.0,0.0,3.0,8.0,7.0,41.0
65,IND,GB,34.0,9,2.0,1.0,0.0,0.0,18.0,5.0,54.0,99.0,9.0,7.0,5.0,2.0,4.0,3.0,6.0,12.0,1.0,52.0
66,NYG,CLE,22.0,3,3.0,1.0,1.0,0.0,13.0,2.0,53.0,72.0,0.0,8.0,5.0,3.0,8.0,0.0,4.0,5.0,2.0,47.0
67,WAS,ATL,24.0,5,3.0,0.0,1.0,0.0,6.0,3.0,49.0,80.0,4.0,5.0,3.0,1.0,4.0,0.0,3.0,12.0,1.0,49.0
68,CIN,MIA,24.0,8,2.0,3.0,1.0,0.0,7.0,8.0,54.0,74.0,5.0,3.0,1.0,2.0,3.0,0.0,5.0,11.0,4.0,43.0
69,KC,BAL,17.0,2,3.0,2.0,2.0,0.0,13.0,10.0,74.0,49.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,4.0,25.0
70,CAR,SEA,21.0,2,2.0,4.0,0.0,1.0,10.0,6.0,54.0,60.0,6.0,2.0,1.0,0.0,1.0,0.0,4.0,10.0,4.0,31.0
71,JAC,CHI,29.0,7,3.0,1.0,0.0,0.0,18.0,5.0,50.0,76.0,4.0,5.0,2.0,1.0,3.0,0.0,3.0,9.0,1.0,40.0
72,NE,DEN,21.0,5,0.0,5.0,0.0,0.0,10.0,6.0,74.0,81.0,6.0,7.0,4.0,3.0,7.0,0.0,1.0,6.0,5.0,54.0
73,SF,BUF,15.0,7,1.0,2.0,0.0,0.0,12.0,2.0,57.0,52.0,1.0,6.0,3.0,3.0,6.0,0.0,2.0,8.0,2.0,35.0
74,MIN,TEN,26.0,6,3.0,2.0,0.0,0.0,15.0,9.0,50.0,86.0,3.0,4.0,3.0,1.0,4.0,0.0,3.0,9.0,2.0,54.0
75,NO,SD,29.0,4,2.0,3.0,0.0,0.0,17.0,3.0,39.0,95.0,8.0,7.0,6.0,1.0,7.0,0.0,3.0,8.0,3.0,56.0
76,NYJ,HOU,29.0,1,3.0,1.0,1.0,0.0,12.0,4.0,58.0,63.0,3.0,4.0,2.0,1.0,4.0,0.0,4.0,12.0,2.0,28.0
77,TEN,PIT,33.0,4,2.0,2.0,0.0,0.0,9.0,4.0,44.0,88.0,4.0,4.0,2.0,2.0,4.0,0.0,8.0,9.0,2.0,49.0
78,TB,KC,24.0,9,3.0,2.0,0.0,0.0,13.0,7.0,54.0,65.0,1.0,6.0,3.0,1.0,4.0,0.0,3.0,9.0,2.0,37.0
79,NYJ,IND,27.0,7,2.0,2.0,0.0,0.0,11.0,4.0,61.0,68.0,5.0,5.0,2.0,3.0,5.0,0.0,3.0,8.0,2.0,34.0
80,CLE,CIN,23.0,8,4.0,1.0,2.0,0.0,12.0,4.0,54.0,79.0,4.0,7.0,5.0,1.0,6.0,0.0,3.0,15.0,3.0,48.0
81,PHI,DET,38.0,8,3.0,1.0,2.0,0.0,25.0,9.0,57.0,94.0,3.0,4.0,3.0,1.0,4.0,0.0,7.0,12.0,3.0,50.0
82,ATL,OAK,19.0,11,4.0,2.0,0.0,0.0,14.0,10.0,47.0,74.0,4.0,4.0,2.0,1.0,3.0,0.0,6.0,9.0,2.0,47.0
83,MIA,STL,21.0,5,0.0,3.0,1.0,0.0,17.0,5.0,45.0,74.0,5.0,3.0,2.0,1.0,2.0,1.0,6.0,9.0,4.0,47.0
84,BAL,DAL,19.0,8,1.0,0.0,0.0,0.0,23.0,3.0,64.0,65.0,2.0,7.0,3.0,3.0,6.0,1.0,5.0,4.0,0.0,42.0
85,ARI,BUF,32.0,7,3.0,1.0,0.0,1.0,13.0,5.0,63.0,76.0,7.0,3.0,1.0,2.0,3.0,0.0,5.0,13.0,1.0,34.0
86,SEA,NE,31.0,7,2.0,2.0,1.0,0.0,10.0,5.0,52.0,88.0,3.0,5.0,5.0,0.0,5.0,0.0,4.0,7.0,3.0,52.0
87,SF,NYG,24.0,2,3.0,0.0,1.0,0.0,8.0,8.0,54.0,71.0,6.0,2.0,1.0,1.0,2.0,0.0,8.0,8.0,1.0,38.0
88,WAS,MIN,19.0,12,3.0,1.0,2.0,0.0,12.0,8.0,56.0,81.0,5.0,7.0,3.0,3.0,4.0,2.0,5.0,5.0,3.0,52.0
89,HOU,GB,26.0,5,3.0,0.0,1.0,0.0,11.0,6.0,59.0,80.0,5.0,9.0,6.0,2.0,8.0,0.0,1.0,9.0,1.0,46.0
90,SD,DEN,17.0,2,5.0,4.0,2.0,0.0,19.0,5.0,49.0,75.0,4.0,8.0,5.0,0.0,5.0,0.0,1.0,9.0,6.0,49.0
91,SF,SEA,21.0,5,2.0,0.0,1.0,0.0,8.0,5.0,61.0,50.0,4.0,1.0,1.0,0.0,1.0,0.0,5.0,9.0,1.0,23.0
92,MIN,ARI,17.0,3,3.0,2.0,0.0,0.0,17.0,2.0,53.0,63.0,10.0,5.0,2.0,2.0,4.0,0.0,1.0,13.0,2.0,33.0
93,CAR,DAL,25.0,7,1.0,1.0,1.0,0.0,15.0,4.0,52.0,73.0,2.0,3.0,2.0,1.0,3.0,0.0,4.0,10.0,2.0,45.0
94,TB,NO,27.0,9,1.0,0.0,0.0,0.0,14.0,10.0,51.0,80.0,1.0,9.0,7.0,2.0,9.0,0.0,1.0,7.0,0.0,51.0
95,STL,GB,19.0,7,1.0,0.0,1.0,0.0,9.0,5.0,48.0,77.0,6.0,5.0,4.0,1.0,5.0,0.0,6.0,5.0,1.0,51.0
96,NYG,WAS,19.0,7,3.0,4.0,1.0,0.0,10.0,2.0,57.0,72.0,4.0,5.0,3.0,2.0,5.0,0.0,5.0,4.0,5.0,46.0
97,HOU,BAL,34.0,4,2.0,2.0,0.0,1.0,10.0,1.0,49.0,86.0,6.0,6.0,3.0,2.0,5.0,0.0,4.0,10.0,2.0,44.0
98,BUF,TEN,18.0,4,1.0,2.0,0.0,0.0,11.0,6.0,51.0,71.0,3.0,9.0,4.0,4.0,9.0,0.0,2.0,4.0,2.0,49.0
99,IND,CLE,29.0,6,0.0,1.0,1.0,0.0,16.0,6.0,54.0,73.0,3.0,4.0,2.0,2.0,4.0,0.0,1.0,10.0,2.0,41.0
100,NE,NYJ,28.0,4,1.0,3.0,1.0,1.0,14.0,2.0,64.0,88.0,5.0,5.0,3.0,1.0,5.0,0.0,6.0,9.0,4.0,54.0
101,OAK,JAC,33.0,7,1.0,2.0,3.0,0.0,15.0,5.0,52.0,82.0,5.0,4.0,2.0,2.0,4.0,0.0,8.0,15.0,5.0,43.0
102,CIN,PIT,23.0,3,2.0,1.0,0.0,0.0,7.0,3.0,50.0,70.0,3.0,4.0,2.0,2.0,3.0,1.0,4.0,9.0,1.0,41.0
103,CHI,DET,32.0,2,1.0,4.0,2.0,0.0,14.0,4.0,50.0,86.0,8.0,2.0,2.0,0.0,2.0,0.0,3.0,16.0,6.0,45.0
104,MIN,TB,32.0,11,1.0,2.0,2.0,0.0,9.0,8.0,62.0,76.0,4.0,6.0,4.0,2.0,5.0,1.0,4.0,12.0,4.0,38.0
105,NYJ,MIA,36.0,4,1.0,2.0,0.0,0.0,9.0,5.0,54.0,85.0,6.0,4.0,2.0,1.0,2.0,1.0,5.0,13.0,2.0,41.0
106,CLE,SD,32.0,1,0.0,2.0,2.0,0.0,7.0,5.0,67.0,64.0,3.0,1.0,0.0,1.0,1.0,0.0,2.0,15.0,4.0,29.0
107,TEN,IND,18.0,7,1.0,2.0,1.0,0.0,13.0,5.0,59.0,71.0,4.0,3.0,2.0,1.0,2.0,0.0,6.0,5.0,3.0,48.0
108,STL,NE,21.0,5,2.0,1.0,1.0,0.0,20.0,5.0,51.0,73.0,2.0,7.0,5.0,2.0,7.0,0.0,1.0,6.0,2.0,48.0
109,GB,JAC,36.0,5,0.0,3.0,1.0,0.0,12.0,2.0,46.0,90.0,4.0,4.0,3.0,0.0,2.0,1.0,5.0,11.0,4.0,49.0
110,PHI,ATL,21.0,4,0.0,2.0,1.0,0.0,12.0,11.0,61.0,69.0,5.0,5.0,4.0,1.0,5.0,0.0,4.0,5.0,3.0,43.0
111,PIT,WAS,28.0,4,0.0,0.0,1.0,0.0,9.0,5.0,48.0,70.0,2.0,4.0,4.0,0.0,4.0,0.0,4.0,7.0,1.0,40.0
112,DET,SEA,23.0,5,2.0,0.0,1.0,0.0,7.0,7.0,41.0,86.0,2.0,7.0,5.0,2.0,7.0,0.0,2.0,7.0,1.0,59.0
113,CHI,CAR,25.0,4,3.0,4.0,0.0,0.0,8.0,8.0,55.0,75.0,8.0,4.0,1.0,1.0,3.0,0.0,7.0,7.0,4.0,39.0
114,KC,OAK,23.0,8,3.0,1.0,2.0,0.0,7.0,8.0,56.0,65.0,3.0,3.0,3.0,0.0,3.0,0.0,7.0,11.0,3.0,36.0
115,DAL,NYG,35.0,3,5.0,2.0,3.0,0.0,8.0,4.0,45.0,96.0,5.0,5.0,1.0,3.0,4.0,0.0,6.0,10.0,4.0,51.0
116,DEN,NO,27.0,8,1.0,3.0,0.0,0.0,8.0,4.0,58.0,73.0,1.0,6.0,5.0,1.0,6.0,0.0,2.0,13.0,3.0,44.0
117,ARI,SF,20.0,7,1.0,0.0,0.0,0.0,17.0,6.0,38.0,79.0,8.0,3.0,3.0,0.0,3.0,0.0,2.0,12.0,0.0,50.0
118,SD,KC,10.0,5,2.0,3.0,1.0,0.0,13.0,5.0,56.0,51.0,2.0,5.0,2.0,1.0,3.0,0.0,4.0,3.0,4.0,37.0
119,GB,ARI,37.0,5,2.0,2.0,2.0,0.0,9.0,4.0,57.0,79.0,3.0,6.0,5.0,1.0,6.0,0.0,3.0,14.0,4.0,37.0
120,JAC,DET,20.0,4,2.0,0.0,0.0,0.0,8.0,0.0,54.0,75.0,2.0,6.0,2.0,4.0,4.0,2.0,2.0,6.0,0.0,49.0
121,TEN,CHI,21.0,7,1.0,6.0,1.0,1.0,14.0,4.0,54.0,67.0,5.0,8.0,4.0,2.0,5.0,1.0,4.0,10.0,6.0,39.0
122,CIN,DEN,21.0,7,3.0,0.0,0.0,0.0,13.0,2.0,51.0,82.0,5.0,6.0,4.0,1.0,6.0,0.0,5.0,7.0,0.0,53.0
123,WAS,CAR,26.0,2,0.0,0.0,0.0,0.0,20.0,5.0,59.0,66.0,4.0,4.0,1.0,3.0,4.0,0.0,3.0,8.0,0.0,36.0
124,CLE,BAL,24.0,5,2.0,0.0,1.0,0.0,13.0,1.0,64.0,64.0,2.0,3.0,1.0,2.0,2.0,1.0,6.0,11.0,1.0,35.0
125,IND,MIA,34.0,6,0.0,2.0,1.0,0.0,19.0,4.0,44.0,89.0,3.0,4.0,3.0,1.0,4.0,0.0,7.0,6.0,3.0,52.0
126,HOU,BUF,21.0,0,0.0,1.0,0.0,0.0,10.0,7.0,48.0,70.0,5.0,3.0,2.0,1.0,3.0,0.0,5.0,10.0,1.0,44.0
127,SEA,MIN,18.0,7,1.0,1.0,1.0,0.0,10.0,8.0,72.0,52.0,5.0,6.0,3.0,3.0,6.0,0.0,3.0,7.0,2.0,28.0
128,OAK,TB,31.0,9,3.0,3.0,1.0,0.0,23.0,8.0,43.0,96.0,3.0,10.0,6.0,4.0,9.0,1.0,3.0,8.0,4.0,58.0
129,NYG,PIT,21.0,1,2.0,3.0,0.0,0.0,13.0,6.0,57.0,60.0,6.0,5.0,2.0,2.0,4.0,0.0,4.0,9.0,3.0,31.0
130,ATL,DAL,20.0,4,0.0,1.0,0.0,0.0,9.0,6.0,44.0,73.0,4.0,2.0,1.0,1.0,2.0,0.0,9.0,6.0,1.0,49.0
131,NO,PHI,24.0,5,1.0,5.0,0.0,0.0,11.0,7.0,54.0,77.0,9.0,5.0,3.0,1.0,4.0,0.0,3.0,7.0,5.0,43.0
132,JAC,IND,24.0,6,3.0,2.0,0.0,0.0,16.0,0.0,49.0,79.0,6.0,4.0,1.0,2.0,3.0,0.0,4.0,8.0,2.0,46.0
133,TB,SD,12.0,10,2.0,0.0,0.0,0.0,2.0,7.0,48.0,60.0,3.0,7.0,5.0,0.0,5.0,0.0,3.0,6.0,0.0,43.0
134,MIA,TEN,26.0,6,3.0,1.0,0.0,0.0,11.0,4.0,52.0,64.0,3.0,4.0,2.0,1.0,3.0,0.0,4.0,10.0,1.0,32.0
135,NE,BUF,27.0,10,1.0,3.0,0.0,0.0,21.0,4.0,57.0,82.0,4.0,8.0,4.0,4.0,8.0,0.0,4.0,4.0,3.0,50.0
136,BAL,OAK,28.0,8,2.0,0.0,2.0,0.0,14.0,6.0,52.0,83.0,3.0,9.0,5.0,3.0,9.0,0.0,4.0,9.0,2.0,50.0
137,CAR,DEN,24.0,6,2.0,5.0,0.0,1.0,14.0,5.0,43.0,82.0,8.0,6.0,3.0,1.0,4.0,0.0,4.0,15.0,5.0,48.0
138,CIN,NYG,24.0,3,2.0,3.0,1.0,0.0,6.0,2.0,48.0,80.0,4.0,5.0,4.0,1.0,5.0,0.0,3.0,8.0,4.0,50.0
139,MIN,DET,21.0,7,1.0,2.0,1.0,0.0,13.0,8.0,53.0,77.0,3.0,6.0,5.0,1.0,5.0,1.0,5.0,11.0,3.0,52.0
140,NO,ATL,27.0,10,2.0,0.0,0.0,0.0,11.0,8.0,47.0,86.0,2.0,7.0,6.0,1.0,7.0,0.0,3.0,8.0,0.0,55.0
141,SEA,NYJ,19.0,2,1.0,4.0,1.0,0.0,13.0,3.0,65.0,52.0,7.0,5.0,3.0,1.0,4.0,0.0,0.0,13.0,5.0,25.0
142,PHI,DAL,19.0,7,1.0,2.0,0.0,0.0,19.0,4.0,48.0,72.0,5.0,8.0,4.0,1.0,5.0,0.0,2.0,14.0,2.0,47.0
143,SF,STL,20.0,2,0.0,4.0,2.0,0.0,20.0,6.0,71.0,73.0,7.0,6.0,3.0,3.0,6.0,0.0,4.0,10.0,6.0,46.0
144,CHI,HOU,23.0,1,4.0,2.0,0.0,0.0,8.0,9.0,58.0,60.0,1.0,1.0,1.0,0.0,1.0,0.0,5.0,13.0,2.0,32.0
145,PIT,KC,30.0,3,1.0,2.0,2.0,0.0,7.0,4.0,64.0,61.0,3.0,2.0,1.0,1.0,2.0,0.0,6.0,14.0,4.0,27.0
146,BUF,MIA,22.0,0,2.0,3.0,0.0,0.0,17.0,9.0,55.0,61.0,6.0,3.0,1.0,0.0,2.0,0.0,5.0,13.0,3.0,31.0
147,DET,GB,27.0,2,3.0,3.0,2.0,0.0,16.0,5.0,53.0,74.0,8.0,5.0,3.0,1.0,4.0,0.0,5.0,7.0,5.0,36.0
148,ATL,ARI,29.0,6,5.0,3.0,0.0,0.0,10.0,7.0,50.0,77.0,4.0,3.0,0.0,2.0,2.0,0.0,7.0,12.0,3.0,39.0
149,CAR,TB,32.0,9,2.0,2.0,0.0,0.0,17.0,10.0,64.0,79.0,3.0,6.0,4.0,1.0,3.0,1.0,3.0,12.0,2.0,41.0
150,DAL,CLE,30.0,7,0.0,3.0,0.0,0.0,21.0,1.0,54.0,94.0,9.0,4.0,3.0,1.0,4.0,0.0,5.0,12.0,3.0,55.0
151,WAS,PHI,24.0,5,2.0,4.0,2.0,0.0,22.0,7.0,55.0,67.0,6.0,4.0,4.0,0.0,4.0,0.0,3.0,10.0,6.0,35.0
152,STL,NYJ,25.0,3,1.0,4.0,1.0,0.0,8.0,9.0,61.0,70.0,4.0,5.0,3.0,2.0,4.0,1.0,4.0,8.0,5.0,39.0
153,KC,CIN,24.0,4,0.0,3.0,1.0,0.0,14.0,1.0,65.0,64.0,5.0,4.0,2.0,2.0,4.0,0.0,3.0,13.0,4.0,35.0
154,HOU,JAC,27.0,6,2.0,3.0,0.0,0.0,8.0,5.0,64.0,94.0,4.0,9.0,9.0,0.0,8.0,0.0,8.0,8.0,3.0,61.0
155,OAK,NO,23.0,3,2.0,1.0,0.0,0.0,15.0,5.0,54.0,71.0,3.0,7.0,5.0,1.0,6.0,0.0,2.0,7.0,1.0,43.0
